FUSION_ID,BOTH_EXACT,BOTH_INEXACT_EQUAL,SAM_A_ONLY_EXACT,SAM_B_ONLY_EXACT,SAM_A_EXACT_SAM_B_INEXACT,SAM_B_EXACT_SAM_A_INEXACT,SAM_A_ONLY_SINGLE_INEXACT,SAM_B_ONLY_SINGLE_INEXACT,SAM_A_INEXACT_BETTER,SAM_B_INEXACT_BETTER
Tpr_TRINITY_DN15172_c2_g3|Tdu_TRINITY_DN22547_c4_g1,1,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN14163_c3_g1|Tdu_TRINITY_DN19590_c0_g4,81,1,134,2,15,15,9,0,2,3
Tpr_TRINITY_DN5032_c0_g1|Tdu_TRINITY_DN11374_c0_g1,0,0,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN14623_c0_g3|Tdu_TRINITY_DN21734_c3_g4,175,14,0,0,4,1,3,0,24,12
Tpr_TRINITY_DN13313_c2_g11|Tdu_TRINITY_DN17059_c4_g2,91,10,0,95,5,8,0,3,3,7
Tpr_TRINITY_DN11787_c0_g1|Tdu_TRINITY_DN18867_c0_g1,323,61,259,5,15,2,28,66,3,0
Tpr_TRINITY_DN12013_c2_g2|Tdu_TRINITY_DN16103_c0_g1,94,14,12,1,30,0,53,1,37,10
Tpr_TRINITY_DN12251_c1_g3|Tdu_TRINITY_DN20923_c1_g2,34,6,52,0,0,0,1,0,1,0
Tpr_TRINITY_DN12271_c0_g1|Tdu_TRINITY_DN23805_c0_g1,73,1,3,1,1,8,5,6,3,1
Tpr_TRINITY_DN13225_c1_g4|Tdu_TRINITY_DN22117_c2_g1,44,1,0,104,1,1,3,7,0,1
Tpr_TRINITY_DN14456_c0_g1|Tdu_TRINITY_DN18272_c4_g4,0,0,10,0,0,0,0,0,0,0
Tpr_TRINITY_DN10248_c5_g1|Tdu_TRINITY_DN18223_c3_g1,110,25,75,0,2,0,50,0,4,1
Tpr_TRINITY_DN13502_c4_g7|Tdu_TRINITY_DN24579_c0_g2,10,0,0,1,0,2,0,6,0,0
Tpr_TRINITY_DN13532_c5_g2|Tdu_TRINITY_DN17433_c0_g1,7,0,0,9,0,10,0,2,0,0
Tpr_TRINITY_DN10187_c2_g6|Tdu_TRINITY_DN20971_c8_g1,56,2,4,2,3,2,4,2,5,14
Tpr_TRINITY_DN19971_c0_g1|Tdu_TRINITY_DN31287_c0_g1,2,1,0,0,0,0,0,0,0,0
Tpr_TRINITY_DN8303_c0_g1|Tdu_TRINITY_DN16034_c0_g1,50,5,4,0,9,0,5,0,5,8
Tpr_TRINITY_DN13700_c1_g3|Tdu_TRINITY_DN5114_c0_g1,14,1,0,0,0,0,1,0,0,0
