baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tpr_TRINITY_DN12798_c2_g2|Tdu_TRINITY_DN24179_c2_g3	53.6875903823621	1.16784886465556	0.289751105749285	4.03052427232519	5.56525813533576e-05	0.00132865484780655
Tpr_TRINITY_DN8521_c0_g1|Tdu_TRINITY_DN16367_c0_g1	4.41514348406121	1.72648341151789	0.563516113293414	3.06376937729008	0.00218567331171655	0.0209196726519611
Tpr_TRINITY_DN11678_c3_g2|Tdu_TRINITY_DN24143_c2_g2	39.5441521309575	2.17695727955217	0.5247248428355	4.1487596962026	3.34281482998391e-05	0.000871302571934882
Tpr_TRINITY_DN7892_c0_g1|Tdu_TRINITY_DN10927_c0_g1	5.06726087095007	1.72703724087247	0.624155193867587	2.76699971071434	0.0056574805348014	0.0412289416652932
Tpr_TRINITY_DN11462_c1_g3|Tdu_TRINITY_DN18955_c5_g2	42.9150501401604	1.30386186950527	0.46802733735023	2.78586690445728	0.00533847862095039	0.039499221734151
Tpr_TRINITY_DN12667_c4_g3|Tdu_TRINITY_DN18652_c6_g1	59.7062981980107	0.941885609395289	0.323785378008025	2.9089812986303	0.00362608550207424	0.0299942978611174
Tpr_TRINITY_DN10426_c1_g11|Tdu_TRINITY_DN14901_c0_g1	16.3727301793073	1.29110758940883	0.424046149117038	3.04473367367495	0.0023288643726314	0.0218483375015658
Tpr_TRINITY_DN12636_c2_g10|Tdu_TRINITY_DN19969_c1_g5	74.1381417251293	2.73293621582906	0.604686284521648	4.51959352441905	6.19584729920735e-06	0.000239572762236017
Tpr_TRINITY_DN11366_c0_g1|Tdu_TRINITY_DN17359_c4_g3	107.559189272209	1.26527571963437	0.396849434416585	3.18830168296566	0.00143111140187976	0.0155919982569441
Tpr_TRINITY_DN12251_c1_g3|Tdu_TRINITY_DN20923_c1_g2	26.9023695193789	1.60478329023092	0.33761021574417	4.75336117034733	2.00062495414545e-06	9.52954688303098e-05
Tpr_TRINITY_DN10248_c5_g1|Tdu_TRINITY_DN18223_c3_g1	101.565706493088	0.585108851681436	0.202564701408545	2.88850351326193	0.00387079704811491	0.031232454087081
Tpr_TRINITY_DN10178_c0_g1|Tdu_TRINITY_DN16896_c1_g1	94.7401124754632	0.838692703796557	0.264134453659176	3.17524916639144	0.0014970789034711	0.0160622393778292
Tpr_TRINITY_DN10402_c2_g1|Tdu_TRINITY_DN22665_c0_g1	72.5451492923262	1.01893994572939	0.313214783076504	3.25316683880948	0.0011412646779507	0.0131406683351644
Tpr_TRINITY_DN14398_c0_g2|Tdu_TRINITY_DN17389_c3_g3	24.4082935898057	1.11617338921222	0.360136101173092	3.09930991526938	0.00193972001613106	0.0194822094322738
