baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tpr_TRINITY_DN11257_c2_g1|Tdu_TRINITY_DN16696_c0_g1	100.905918240996	0.307889106314197	0.236006042792449	1.30458145338662	0.192035407008786	0.432397605185346
Tpr_TRINITY_DN10844_c2_g7|Tdu_TRINITY_DN25328_c2_g5	198.144582139687	0.286875130757601	0.220839557313808	1.29902058420611	0.193936865121585	0.434397430735764
Tpr_TRINITY_DN15383_c4_g16|Tdu_TRINITY_DN14160_c0_g1	31.3120092851429	-0.636084357546816	0.368241603760086	-1.72735603759002	0.0841037408766309	0.25906369417169
Tpr_TRINITY_DN1451_c0_g1|Tdu_TRINITY_DN16990_c3_g1	103.88369859838	-0.373131305476257	0.232175389170527	-1.6071096372846	0.108030319585317	0.304721460468777
Tpr_TRINITY_DN10853_c1_g4|Tdu_TRINITY_DN21860_c3_g3	768.846601324678	-0.355405444635588	0.168996039023493	-2.10304008714773	0.0354622654465865	0.147133490543605
Tpr_TRINITY_DN15495_c0_g2|Tdu_TRINITY_DN17403_c2_g1	45.3424729080602	-0.442175740877912	0.385875381670942	-1.14590295696806	0.251835307613689	0.502345970679946
Tpr_TRINITY_DN15572_c3_g1|Tdu_TRINITY_DN22002_c1_g1	58.5941716461369	0.38696965558438	0.274001438461856	1.41229059875264	0.157864413412144	0.384126346907966
Tpr_TRINITY_DN13699_c1_g3|Tdu_TRINITY_DN13669_c0_g1	13.9698795189024	0.0500812792888922	0.481913080421736	0.103921809395721	0.917231399420823	0.962741164224954
Tpr_TRINITY_DN11223_c1_g1|Tdu_TRINITY_DN21812_c3_g7	33.6145176756879	0.615827021381247	0.40991967133825	1.50231146353816	0.133016689463328	0.34632811146248
Tpr_TRINITY_DN14551_c1_g11|Tdu_TRINITY_DN21735_c3_g1	50.1648936463002	-0.373428155502582	0.462417997170909	-0.807555410445158	0.419346564298887	0.651880609410691
Tpr_TRINITY_DN13298_c1_g1|Tdu_TRINITY_DN18431_c4_g1	42.5911367352653	-0.676339990270815	0.479952600471113	-1.4091808016186	0.158781713080795	0.38529567599749
Tpr_TRINITY_DN13660_c2_g3|Tdu_TRINITY_DN19486_c2_g1	66.9232222679179	-0.234741464115254	0.322773698061722	-0.727263297861294	0.467064676973266	0.691583978819102
Tpr_TRINITY_DN11346_c1_g2|Tdu_TRINITY_DN14468_c0_g1	19.9878096484886	0.0231655749330767	0.451296349687746	0.0513311817148645	0.959061621433093	0.9839688704572
Tpr_TRINITY_DN11644_c3_g2|Tdu_TRINITY_DN21579_c2_g4	18.2528764437323	-0.359869264721539	0.483823891521197	-0.74380217890867	0.456996161778522	0.683981781286612
Tpr_TRINITY_DN15001_c5_g3|Tdu_TRINITY_DN22098_c2_g2	41.5065989451518	-0.292075521683215	0.327696444321263	-0.891299026109891	0.372768771017355	0.618146667041898
Tpr_TRINITY_DN9794_c0_g1|Tdu_TRINITY_DN20912_c0_g2	15.5865735140545	-0.555377972133407	0.45491281353007	-1.22084486436805	0.222144763416121	0.466527660763142
Tpr_TRINITY_DN10912_c0_g1|Tdu_TRINITY_DN18326_c0_g1	3.59105484552409	0.629498797028737	0.624115465533473	1.00862553772908	0.313154255010699	0.565274089055407
Tpr_TRINITY_DN11422_c2_g1|Tdu_TRINITY_DN19448_c0_g2	4.61726582638448	-1.18994303470364	0.623064358415746	-1.90982362998469	0.0561559257240258	0.200324684384549
Tpr_TRINITY_DN10598_c0_g4|Tdu_TRINITY_DN13963_c0_g1	10.4022017028594	0.964429358168574	0.489706201744014	1.96940401149486	0.0489067154693308	0.183041242947365
Tpr_TRINITY_DN13642_c2_g1|Tdu_TRINITY_DN21365_c1_g4	113.302867636596	-0.265701389293419	0.357559943233509	-0.743096071921846	0.457423517655836	0.68429614384563
Tpr_TRINITY_DN11701_c6_g1|Tdu_TRINITY_DN12468_c0_g1	4.96631594250453	-0.324299837642088	0.595621784776366	-0.544472760954925	0.586116187788914	0.780856646471134
Tpr_TRINITY_DN12542_c1_g1|Tdu_TRINITY_DN21845_c1_g1	5.71766437683709	0.369670803862036	0.60831591693592	0.607695431880302	0.543389493348187	0.749150235039513
Tpr_TRINITY_DN10379_c2_g1|Tdu_TRINITY_DN23200_c5_g2	6.31818542405706	0.368854296864935	0.592969550775973	0.622045932008219	0.533911665816411	0.742511189963776
Tpr_TRINITY_DN30976_c0_g1|Tdu_TRINITY_DN6594_c0_g1	10.7626119674713	-0.239058526893924	0.55358843094436	-0.431834398139637	0.665861776974707	0.828929565390899
Tpr_TRINITY_DN14803_c3_g1|Tdu_TRINITY_DN23572_c6_g1	30.8251178041688	0.366511075568135	0.373391088185083	0.981574245249427	0.326309640753814	0.577673747163546
Tpr_TRINITY_DN1754_c0_g1|Tdu_TRINITY_DN28020_c0_g1	4.11056122378861	-0.500822641510426	0.606570812611196	-0.825662282288955	0.408995693841492	0.645571259686126
Tpr_TRINITY_DN13683_c4_g1|Tdu_TRINITY_DN22426_c1_g1	20.118238966118	0.933110843138427	0.365830032255433	2.55066768954306	0.0107516787276742	0.0644447126169409
Tpr_TRINITY_DN1379_c0_g1|Tdu_TRINITY_DN10898_c0_g1	4.9011823147475	-0.974194350212033	0.62185603268181	-1.56659146010168	0.117210215259632	0.321293500822899
Tpr_TRINITY_DN11732_c3_g2|Tdu_TRINITY_DN17099_c2_g2	30.0093484389638	-1.16495102123004	0.505932568739567	-2.30258159527521	0.0213023956688549	0.10341783421709
Tpr_TRINITY_DN13697_c1_g2|Tdu_TRINITY_DN16915_c6_g1	25.5757090047061	-0.376530860852004	0.387037250118196	-0.972854320190154	0.330625710776333	0.5812629248961
Tpr_TRINITY_DN10107_c0_g1|Tdu_TRINITY_DN19986_c5_g1	15.4365688493807	-0.223924494953913	0.451066282856372	-0.496433680513458	0.619588467219034	0.802663207209601
Tpr_TRINITY_DN13082_c0_g7|Tdu_TRINITY_DN20860_c5_g5	24.3286471502049	0.465225187094745	0.380300590544333	1.22330913667228	0.22121295753937	0.465860692297777
Tpr_TRINITY_DN15171_c0_g7|Tdu_TRINITY_DN23860_c1_g4	21.5307314947938	1.32720398095159	0.605175886341945	2.19308801111364	0.0283010386351003	0.126095002685083
Tpr_TRINITY_DN11605_c4_g2|Tdu_TRINITY_DN11233_c0_g1	17.1950335748603	0.217982372855754	0.398410164996906	0.547130550390066	0.584289044953015	0.77947368194246
Tpr_TRINITY_DN9291_c0_g1|Tdu_TRINITY_DN15472_c0_g1	37.6296020969855	-0.34712613651175	0.363185945871108	-0.955780752141061	0.339183014715576	0.588378698996407
Tpr_TRINITY_DN11804_c0_g9|Tdu_TRINITY_DN21590_c2_g1	33.1408437143161	0.323497616289249	0.38365215071443	0.843205533155067	0.399113504413093	0.637908762119159
Tpr_TRINITY_DN10219_c6_g1|Tdu_TRINITY_DN19995_c0_g1	42.507986677491	0.215072923973469	0.364010981625178	0.590841855960626	0.554626387258176	0.756945576133512
Tpr_TRINITY_DN11290_c2_g2|Tdu_TRINITY_DN19466_c5_g2	36.7846648524041	0.574064443196761	0.307007604903258	1.86987043326714	0.0615018125334131	0.213373635320005
Tpr_TRINITY_DN11779_c3_g2|Tdu_TRINITY_DN16840_c3_g3	71.7856138654909	-0.615976231813991	0.364273504175973	-1.69097182406224	0.0908421841148018	0.272167710535383
Tpr_TRINITY_DN10516_c1_g3|Tdu_TRINITY_DN19561_c1_g1	213.956275880877	-0.48557392850543	0.205525291406785	-2.36259939193741	0.0181472745307045	0.0930000659421759
Tpr_TRINITY_DN12927_c1_g1|Tdu_TRINITY_DN22980_c2_g1	13.4252746332254	-0.334282850509549	0.454332556865541	-0.735766885859514	0.461872576796143	0.687717246633943
Tpr_TRINITY_DN14614_c1_g6|Tdu_TRINITY_DN1401_c0_g1	71.441804932957	-0.895156674467167	0.388515507294226	-2.30404361643474	0.0212201953103149	0.10312031826501
