Tdu_1	Tdu_2	Tdu_3	Tpr_1	Tpr_2	Tpr_3
Tpr_TRINITY_DN12493_c7_g1|Tdu_TRINITY_DN18655_c4_g1	3.30099906813588	3.74632238442446	3.42575701540458	2.50680631191754	3.68469960861453	2.32004557611109
Tpr_TRINITY_DN13630_c0_g7|Tdu_TRINITY_DN24974_c6_g2	8.86524886020675	8.93674569618333	9.03640006319503	8.69663087079755	9.07236767177515	9.20443417322476
Tpr_TRINITY_DN12143_c3_g1|Tdu_TRINITY_DN20625_c4_g1	8.22048970052404	8.05727936149082	8.13573209569247	8.01283834341697	7.77216244986487	7.80270950098611
Tpr_TRINITY_DN11809_c7_g3|Tdu_TRINITY_DN17369_c3_g2	6.66040186844191	6.30925857881562	6.77234716452621	5.90673691880617	6.15472634249102	6.1420472741331
Tpr_TRINITY_DN10769_c4_g1|Tdu_TRINITY_DN17328_c4_g1	8.65855107275397	8.7585659801792	9.15367746996778	8.80244771528462	9.28179586497154	9.39380461472858
Tpr_TRINITY_DN11075_c8_g1|Tdu_TRINITY_DN16663_c7_g1	2.5125031733296	2.78939110631634	2.81570353372059	4.09176881263869	3.96709933931525	4.46688696444036
Tpr_TRINITY_DN12193_c2_g1|Tdu_TRINITY_DN21687_c3_g1	1.8604264767499	1.02385635995337	5.0755706604757	4.62228352933747	4.70406493348146	4.37067164918106
Tpr_TRINITY_DN11366_c0_g1|Tdu_TRINITY_DN17359_c4_g3	7.49186340727056	6.03284514318062	5.84390042555125	4.95159115459043	5.48647349840883	5.44342799161637
Tpr_TRINITY_DN14222_c1_g6|Tdu_TRINITY_DN17376_c1_g4	6.77417074339948	6.21762810335005	6.38155721149404	5.44540576725339	5.61479759538437	5.44342799161637
Tpr_TRINITY_DN15390_c2_g2|Tdu_TRINITY_DN18344_c3_g3	8.44324051089248	8.90772151446316	8.49407201505812	8.90483738589069	9.28179586497154	9.36911618267902
Tpr_TRINITY_DN14752_c6_g5|Tdu_TRINITY_DN21255_c1_g1	6.71840747187747	6.71873655275256	7.01485924648666	5.96623793055483	6.61990448581746	6.45520515939273
Tpr_TRINITY_DN7591_c0_g1|Tdu_TRINITY_DN21133_c2_g5	5.46246249083	6.47671532466718	5.16768886246414	5.00930665244672	4.8150962458702	5.24061110861669
Tpr_TRINITY_DN10588_c1_g1|Tdu_TRINITY_DN18547_c0_g3	6.31045939738495	6.27935709310175	6.24725611978245	6.07834829687637	6.63006435203768	6.89639494652754
Tpr_TRINITY_DN12632_c2_g1|Tdu_TRINITY_DN23203_c1_g1	4.98380889225519	5.24108707617404	5.38795498269219	6.10506563525215	6.35176318955058	5.66243777355817
Tpr_TRINITY_DN13531_c2_g5|Tdu_TRINITY_DN23075_c3_g1	8.67329138019979	8.49796787389577	9.0013614614275	9.44409838606661	9.80336013781923	10.2633976402784
Tpr_TRINITY_DN4033_c0_g1|Tdu_TRINITY_DN17606_c4_g3	6.77417074339948	6.79468540598586	6.90316637497093	7.13778121039553	6.88887417200975	7.07493307827456
Tpr_TRINITY_DN15099_c2_g1|Tdu_TRINITY_DN19880_c1_g2	7.11376748637985	7.04622417298182	7.4288629262724	6.20724603005863	6.93057346329014	7.41355746203424
Tpr_TRINITY_DN11572_c4_g1|Tdu_TRINITY_DN18680_c1_g2	4.00726786507917	4.72429607809446	4.34913573380167	4.54633467610417	3.51964036234403	3.21313037219458
Tpr_TRINITY_DN11070_c2_g1|Tdu_TRINITY_DN18679_c0_g3	8.39514622269144	8.8299225860424	8.9460708761889	8.2103254229906	8.67614484802402	8.4813574472487
Tpr_TRINITY_DN13147_c4_g4|Tdu_TRINITY_DN19998_c2_g1	4.98380889225519	5.11131920120371	4.54505594377692	6.10506563525215	5.99094608126962	6.40750841736143
Tpr_TRINITY_DN14163_c3_g1|Tdu_TRINITY_DN19590_c0_g4	7.03606512938661	6.40928739714689	6.44429296684201	6.34810856589848	6.51416523227788	6.40750841736143
Tpr_TRINITY_DN14623_c0_g3|Tdu_TRINITY_DN21734_c3_g4	6.41939376893811	7.46679985580209	7.41639896070635	6.1823713614196	6.26314880237701	6.52391790947674
Tpr_TRINITY_DN13313_c2_g11|Tdu_TRINITY_DN17059_c4_g2	6.27224007515446	5.92109678552817	6.52777795234509	5.402970500933	6.18260537506646	6.40750841736143
Tpr_TRINITY_DN11787_c0_g1|Tdu_TRINITY_DN18867_c0_g1	7.87643879473853	7.94748097132169	8.22777191270698	7.24977064670519	7.87825826656057	7.96801787435805
Tpr_TRINITY_DN12013_c2_g2|Tdu_TRINITY_DN16103_c0_g1	7.13522059604617	7.2679823032371	7.10305139689781	6.41369690752605	6.72791167543583	6.75109539337857
Tpr_TRINITY_DN12251_c1_g3|Tdu_TRINITY_DN20923_c1_g2	4.54492465102197	4.05948026968409	4.94281545162393	4.09176881263869	4.70406493348146	4.15654684382821
Tpr_TRINITY_DN12271_c0_g1|Tdu_TRINITY_DN23805_c0_g1	4.18235457163726	6.35297995624493	6.01898713210934	5.99509279322702	5.92645735481791	6.05184946516152
Tpr_TRINITY_DN13225_c1_g4|Tdu_TRINITY_DN22117_c2_g1	5.56086619489099	5.44339525146715	5.16768886246414	5.402970500933	5.39410948026017	5.57877984451126
Tpr_TRINITY_DN10248_c5_g1|Tdu_TRINITY_DN18223_c3_g1	6.70412324587123	6.72983426163589	6.72259412932911	6.61300571574946	6.68956536378634	6.50137534082565
Tpr_TRINITY_DN13502_c4_g7|Tdu_TRINITY_DN24579_c0_g2	3.44538897747106	2.60881886067452	3.21163221005173	3.42434415172556	3.96709933931525	3.76061816749707
Tpr_TRINITY_DN13532_c5_g2|Tdu_TRINITY_DN17433_c0_g1	3.30099906813588	3.34578445484073	3.69705903722197	3.72919873325398	2.99880819904259	1.83461874894085
Tpr_TRINITY_DN10187_c2_g6|Tdu_TRINITY_DN20971_c8_g1	7.39736746260812	5.90160060990237	5.93409823452282	6.02338183765844	5.87612567926776	5.4899705775534
Tpr_TRINITY_DN8303_c0_g1|Tdu_TRINITY_DN16034_c0_g1	5.82125587946922	5.82086933778951	5.84390042555125	5.99509279322702	5.94285179306857	5.62121511083166
Tpr_TRINITY_DN13700_c1_g3|Tdu_TRINITY_DN5114_c0_g1	2.5125031733296	3.34578445484073	3.52197233066388	4.54633467610417	5.21671322938672	4.55708477341194
Tpr_TRINITY_DN13660_c2_g1|Tdu_TRINITY_DN19486_c2_g2	4.4793363093944	2.94985577850959	4.12236487195464	3.24377190608374	3.76064846184783	4.72214401968244
Tpr_TRINITY_DN12056_c4_g1|Tdu_TRINITY_DN21708_c3_g1	5.3198580953872	4.63266560262889	5.19713264035662	3.42434415172556	4.58377069976375	4.93895540875558
Tpr_TRINITY_DN15115_c0_g2|Tdu_TRINITY_DN22684_c1_g2	7.01307348676038	7.00113628345328	6.81095000374996	6.75473382536112	7.19292266605197	7.07493307827456
Tpr_TRINITY_DN12619_c0_g1|Tdu_TRINITY_DN22380_c3_g1	4.41062355931038	5.07696769641293	5.95148031275106	5.00930665244672	5.01440505409361	5.00454375038316
Tpr_TRINITY_DN10216_c4_g1|Tdu_TRINITY_DN22573_c1_g1	8.07821111697081	7.97572386428027	7.65258440808137	7.12478386986666	7.22679030207467	7.43750315765927
Tpr_TRINITY_DN14380_c1_g11|Tdu_TRINITY_DN22947_c0_g5	5.28189024518818	5.44339525146715	5.0755706604757	5.21952435983706	5.73263408567823	5.00454375038316
Tpr_TRINITY_DN13142_c6_g2|Tdu_TRINITY_DN25031_c3_g3	7.19772979752418	7.91381655961201	7.4896169573515	7.08507416006468	7.22008008048512	7.05958511394112
Tpr_TRINITY_DN8046_c0_g1|Tdu_TRINITY_DN12539_c0_g1	4.18235457163726	4.05948026968409	4.2402013622485	4.38127542983368	3.60452925993054	3.76061816749707
Tpr_TRINITY_DN10178_c0_g1|Tdu_TRINITY_DN16896_c1_g1	7.03606512938661	6.35297995624493	6.26126297777633	6.78809242230755	6.11187086352923	6.54611365559094
Tpr_TRINITY_DN12353_c4_g2|Tdu_TRINITY_DN22438_c1_g2	8.45608357826729	8.47836129751074	8.59153037357643	8.47898836777777	7.92439488836101	7.98436586844553
Tpr_TRINITY_DN10603_c5_g6|Tdu_TRINITY_DN18338_c3_g1	2.75351127283339	3.55990926019358	2.0272076389143	4.09176881263869	4.14767158495707	3.90500807683225
Tpr_TRINITY_DN12429_c1_g2|Tdu_TRINITY_DN21784_c3_g2	4.00726786507917	3.98733048392825	4.40066603444175	3.58480882391881	3.23013374514905	3.41958124966201
Tpr_TRINITY_DN14932_c0_g2|Tdu_TRINITY_DN21704_c6_g1	7.61912559286339	7.94271959722796	7.90093137058762	6.88377577036286	7.50591337923252	7.20617761155281
Tpr_TRINITY_DN10290_c1_g5|Tdu_TRINITY_DN23088_c1_g2	5.42811098603922	5.2097229052647	5.46259378358495	3.98073750024995	4.54133543344335	5.00454375038316
Tpr_TRINITY_DN15427_c0_g1|Tdu_TRINITY_DN20342_c1_g1	7.57270780753551	7.8337852256748	7.77966431482301	7.66331079759753	7.94488806022509	7.99247091808259
Tpr_TRINITY_DN15652_c2_g2|Tdu_TRINITY_DN19326_c5_g5	3.69692774446702	4.53481827923075	4.05962911660668	5.93679415266235	5.41776074832482	5.77947719474839
Tpr_TRINITY_DN13277_c0_g2|Tdu_TRINITY_DN14770_c0_g1	5.3198580953872	5.3601397478178	4.54505594377692	4.38127542983368	4.70406493348146	4.15654684382821
Tpr_TRINITY_DN12172_c2_g9|Tdu_TRINITY_DN13632_c0_g1	5.62292716302325	5.73535126660346	5.96865545655919	5.52670586935524	5.1894917606517	5.29405036757815
Tpr_TRINITY_DN10237_c6_g4|Tdu_TRINITY_DN20791_c2_g4	7.32453458259667	7.19778329195318	7.36543754613077	7.27351924947779	7.27290776883934	7.27424188649797
Tpr_TRINITY_DN10402_c2_g1|Tdu_TRINITY_DN22665_c0_g1	5.82125587946922	6.48983082445744	5.88065897556136	6.49675264725361	6.30179473027649	6.65224200645228
Tpr_TRINITY_DN1450_c0_g1|Tdu_TRINITY_DN20003_c0_g1	5.39292155757692	3.91138163069495	4.2402013622485	1.65880940536259	2.99880819904259	1.83461874894085
Tpr_TRINITY_DN14398_c0_g2|Tdu_TRINITY_DN17389_c3_g3	4.72549689666379	4.25651711674364	4.79659471077289	4.09176881263869	4.30813625715032	4.15654684382821
Tpr_TRINITY_DN14658_c3_g7|Tdu_TRINITY_DN20012_c3_g1	3.80795905685577	4.3743536070375	5.01071951612574	3.42434415172556	3.83279824760366	3.21313037219458
Tpr_TRINITY_DN9916_c0_g1|Tdu_TRINITY_DN17297_c0_g1	4.93571460405414	5.11131920120371	5.01071951612574	4.76314606517732	4.74203278368048	5.06727950573112
Tpr_TRINITY_DN14132_c3_g1|Tdu_TRINITY_DN20642_c1_g1	6.40179970892338	6.70755281425988	4.75760057915702	4.1948623056028	4.02983509466321	4.93895540875558
Tpr_TRINITY_DN13550_c0_g1|Tdu_TRINITY_DN10834_c0_g2	2.22299655613461	1.02385635995337	2.2682157384181	5.00930665244672	4.88463717912328	5.00454375038316
Tpr_TRINITY_DN12213_c3_g2|Tdu_TRINITY_DN20464_c3_g1	2.95996215030082	2.4023679832071	3.32266352244048	3.98073750024995	4.62499336249026	4.87024265867157
Tpr_TRINITY_DN12084_c0_g4|Tdu_TRINITY_DN17897_c3_g2	8.90949708331783	9.05176235652325	8.5407558063433	8.19174969373546	8.25167927543031	8.20268862547293
Tpr_TRINITY_DN11948_c3_g2|Tdu_TRINITY_DN22503_c2_g3	6.67512337414867	6.74084725435831	6.67106382868903	6.45582238319873	6.59936755481476	6.71236299888985
Tpr_TRINITY_DN14174_c0_g2|Tdu_TRINITY_DN17554_c1_g2	4.41062355931038	5.11131920120371	5.04350945124341	3.72919873325398	4.30813625715032	5.06727950573112
Tpr_TRINITY_DN10830_c0_g2|Tdu_TRINITY_DN16824_c0_g5	4.83443126821696	5.2097229052647	5.38795498269219	3.24377190608374	4.49761405601403	4.64197367099845
Tpr_TRINITY_DN6122_c0_g1|Tdu_TRINITY_DN37846_c0_g1	4.41062355931038	3.98733048392825	3.77722938590596	4.1948623056028	0.0602087437067335	3.41958124966201
Tpr_TRINITY_DN14771_c8_g6|Tdu_TRINITY_DN18489_c3_g2	4.33847377355455	4.19378136139568	4.59014383330546	4.09176881263869	4.25660595651024	4.46688696444036
Tpr_TRINITY_DN15533_c2_g1|Tdu_TRINITY_DN18838_c2_g6	5.39292155757692	5.79996034802653	4.83456256097191	6.23169907378317	6.70886591974528	6.65224200645228
Tpr_TRINITY_DN14760_c2_g1|Tdu_TRINITY_DN21911_c2_g4	4.72549689666379	4.19378136139568	5.6230584557782	4.62228352933747	5.7698669918772	6.02048529425218
Tpr_TRINITY_DN14126_c1_g9|Tdu_TRINITY_DN18292_c6_g2	1.8604264767499	2.1613598837033	3.52197233066388	3.03732102861632	4.14767158495707	4.15654684382821
Tpr_TRINITY_DN13112_c3_g9|Tdu_TRINITY_DN25069_c2_g1	8.86524886020675	8.89791556309451	8.70860579105001	7.39757724216278	7.73968884321218	7.90070793939862
Tpr_TRINITY_DN12978_c2_g1|Tdu_TRINITY_DN21592_c2_g3	5.79453854109345	5.64444277040524	6.43196216493129	5.48662842997991	6.00662770350189	6.28087497883041
Tpr_TRINITY_DN11038_c4_g8|Tdu_TRINITY_DN22686_c1_g3	9.49912096140885	9.85990671501144	9.93900814864663	9.81968926720189	10.0587991734521	10.0720677445802
Tpr_TRINITY_DN12777_c3_g7|Tdu_TRINITY_DN15942_c0_g1	4.09746567405075	3.09424568784477	3.09133797633402	3.24377190608374	3.42944255337245	3.60015349530383
Tpr_TRINITY_DN14647_c0_g2|Tdu_TRINITY_DN20553_c6_g1	5.07543936772075	5.49634413141611	6.05159179754126	4.62228352933747	3.51964036234403	4.26757815621696
Tpr_TRINITY_DN15229_c3_g5|Tdu_TRINITY_DN20036_c5_g3	4.33847377355455	4.63266560262889	4.18248586439222	4.09176881263869	3.76064846184783	3.76061816749707
Tpr_TRINITY_DN13095_c0_g1|Tdu_TRINITY_DN20734_c1_g6	7.63427213661726	7.72706782734451	7.50146667522924	7.40834367303185	7.21333850260607	7.13474247350986
Tpr_TRINITY_DN15264_c1_g3|Tdu_TRINITY_DN20127_c1_g1	5.82125587946922	6.48983082445744	6.17510633402662	6.13129717682533	5.55206184003641	5.06727950573112
Tpr_TRINITY_DN11065_c1_g2|Tdu_TRINITY_DN15155_c1_g1	6.38398843280692	5.99654901395763	5.68671709300051	6.10506563525215	6.26314880237701	6.38305537363689
Tpr_TRINITY_DN12901_c5_g2|Tdu_TRINITY_DN16338_c0_g1	3.14053439594264	2.60881886067452	-1.43222397972299	4.54633467610417	4.74203278368048	3.41958124966201
Tpr_TRINITY_DN10529_c1_g1|Tdu_TRINITY_DN18426_c5_g1	10.085806083279	9.98211905728291	10.1112912364292	10.6571177557169	10.8030795397359	10.8136151450298
Tpr_TRINITY_DN15101_c2_g1|Tdu_TRINITY_DN20083_c6_g1	7.2770732288904	7.2294052711264	6.99822857194254	6.34810856589848	6.50315223955546	6.30710652040359
Tpr_TRINITY_DN7668_c0_g1|Tdu_TRINITY_DN17508_c2_g1	4.41062355931038	4.72429607809446	5.01071951612574	4.1948623056028	2.86756366576434	3.21313037219458
Tpr_TRINITY_DN15525_c1_g1|Tdu_TRINITY_DN21784_c0_g1	8.01017359625459	7.75991998782518	7.85548839982646	8.2407631562114	7.96107555168748	8.20965818028778
Tpr_TRINITY_DN12549_c2_g5|Tdu_TRINITY_DN18027_c1_g4	3.91105254981987	4.31663810918121	4.45041906963885	5.77982480632395	5.53052867848677	6.05184946516152
Tpr_TRINITY_DN13493_c0_g1|Tdu_TRINITY_DN16799_c0_g1	7.12453391724892	6.75177681451657	6.60669500956931	7.6083443383796	6.73734108835576	7.13474247350986
Tpr_TRINITY_DN13767_c0_g1|Tdu_TRINITY_DN21451_c4_g5	8.90325839233807	8.95341067568622	8.69318949076032	7.1116683700764	7.19976009610553	6.61072273701401
Tpr_TRINITY_DN12896_c9_g2|Tdu_TRINITY_DN20213_c4_g1	4.41062355931038	5.33128488514561	5.01071951612574	2.14423623253283	1.93467786162287	2.6826156554958
