	Tdu_1	Tdu_2	Tdu_3	Tdu_4	Tdu_5	Tdu_6	Tpr_1	Tpr_2	Tpr_3	Tms_1	Tms_2	Tms_3
Tpr_TRINITY_DN10247_c4_g10|Tdu_TRINITY_DN5307_c0_g1	110.583118241499	144.872799443382	175.995931283999	154.008606146392	167.277893250973	156.182529618954	188.665899653807	196.162266341875	200.886506396513	131.174064026413	190.014819387449	119.23860467291
Tpr_TRINITY_DN11576_c2_g6|Tdu_TRINITY_DN19858_c2_g1	30.1590322476817	36.4039342191063	31.3592750287853	58.9160439620427	13.8755856152881	22.445393478173	20.9628777393119	36.2337944198367	32.6440572894334	113.081089677942	26.6687465806945	59.6193023364549
Tpr_TRINITY_DN15399_c4_g3|Tdu_TRINITY_DN18253_c2_g2	1.82782013622313	2.22881229912895	3.83991122801453	0	2.31259760254802	4.67612364128604	5.82302159425331	5.62248534100915	5.02216265991284	1.50774786237256	6.66718664517364	11.7109343875179
Tpr_TRINITY_DN15411_c0_g2|Tdu_TRINITY_DN19944_c4_g4	0	0	0	0	0	0	0	0.624720593445461	0	0	0	0
Tpr_TRINITY_DN15686_c1_g2|Tdu_TRINITY_DN15817_c0_g1	12.7947409535619	14.8587486608597	11.5197336840436	1.03361480635163	6.93779280764406	7.48179782605766	15.1398561450586	17.4921766164729	30.132975959477	18.0929743484707	6.66718664517364	12.7755647863832
Tpr_TRINITY_DN10553_c5_g1|Tdu_TRINITY_DN18337_c2_g1	21.9338416346776	31.2033721878054	40.3190678941525	17.5714517079777	23.1259760254802	40.2146633150599	23.2920863770132	33.7349120460549	32.6440572894334	21.1084700732159	56.6710864839759	55.3607807409939
Tpr_TRINITY_DN13781_c1_g1|Tdu_TRINITY_DN22213_c2_g5	42.039863133132	40.8615588173642	42.8790087128289	44.4454366731199	77.8574526191166	42.0851127715744	50.0779857105784	54.3506916297551	56.4993299240194	54.2789230454122	48.3371031775089	30.8742815670927
Tpr_TRINITY_DN12001_c2_g7|Tdu_TRINITY_DN18309_c7_g2	159.020351851412	166.417985001629	135.676863389847	168.479213435315	159.569234575813	127.19056304298	153.727770088287	133.690206997329	129.320688492756	82.9261324304909	85.0066297259638	57.4900415387244
Tpr_TRINITY_DN12558_c9_g1|Tdu_TRINITY_DN22940_c6_g1	49.3511436780245	59.4349946434388	48.6388755548507	43.4118218667683	46.2519520509604	67.336180434519	71.0408634498904	44.3551621346277	52.7327079290848	76.8951409810006	43.3367131936286	74.5241279205687
Tpr_TRINITY_DN15539_c2_g4|Tdu_TRINITY_DN20089_c4_g2	11.8808308854503	9.6581866295588	14.719659707389	18.6050665143293	10.7921221452241	10.2874720108293	4.65841727540265	7.49664712134553	2.51108132995642	4.52324358711768	13.3343732903473	11.7109343875179
Tpr_TRINITY_DN10912_c1_g1|Tdu_TRINITY_DN22909_c1_g1	221.166236482999	303.861410114581	305.912927831824	275.975153295884	222.00936984461	274.956070107619	202.641151480015	282.373708237348	328.951654224291	284.964345988414	165.012869468047	285.320946895891
Tpr_TRINITY_DN12777_c1_g1|Tdu_TRINITY_DN23042_c3_g1	294.279041931924	233.282353975497	148.476567483228	198.454042819512	75.5448550165686	109.421293206093	188.665899653807	110.575545039847	104.209875193191	46.7401837335494	53.3374931613891	59.6193023364549
Tpr_TRINITY_DN759_c0_g1|Tdu_TRINITY_DN6335_c0_g1	2.7417302043347	0.742937433042985	0.639985204669088	1.03361480635163	6.93779280764406	0.935224728257208	2.32920863770132	3.74832356067276	0	0	0	1.06463039886527
Tpr_TRINITY_DN11555_c3_g1|Tdu_TRINITY_DN17861_c0_g2	95.0466470836028	121.84173901905	107.517514384407	88.8908733462399	84.0243795592447	91.6520233692064	112.966618928514	128.692442249765	165.731367777124	107.050098228452	125.009749597006	155.436038234329
Tpr_TRINITY_DN14753_c2_g3|Tdu_TRINITY_DN16649_c0_g1	1.82782013622313	0.742937433042985	0.639985204669088	2.06722961270325	3.85432933758003	0	4.65841727540265	4.99776474756369	7.53324398986925	4.52324358711768	0	2.12926079773053
Tpr_TRINITY_DN10164_c6_g9|Tdu_TRINITY_DN15973_c0_g1	51.1789638142477	46.0621208486651	53.1187719875343	40.3109774477134	66.2944646063765	52.3725847824036	52.4071943482798	51.8518092559733	64.0325739138887	28.6472093850787	40.0031198710418	7.45241279205687
Tpr_TRINITY_DN6110_c0_g1|Tdu_TRINITY_DN11253_c0_g1	0	0	1.27997040933818	0	0	0	0	0	0	0	0	0
Tpr_TRINITY_DN14503_c1_g5|Tdu_TRINITY_DN23041_c6_g1	80.4240859938178	87.6666170990722	108.797484793745	108.529554666921	60.8984035337645	110.356517934351	69.8762591310397	66.8451034986643	61.5214925839322	119.112081127432	58.3378831452693	125.626387066101
Tpr_TRINITY_DN13958_c0_g6|Tdu_TRINITY_DN19400_c6_g2	3.65564027244626	5.20056203130089	5.1198816373527	6.20168883810976	6.93779280764406	9.35224728257208	9.31683455080529	2.49888237378184	6.27770332489105	12.0619828989805	10.0007799677605	15.969455982979
Tpr_TRINITY_DN15049_c4_g2|Tdu_TRINITY_DN18123_c1_g1	12.7947409535619	15.6016860939027	8.31980766069814	10.3361480635163	23.8968418929962	12.1579214673437	44.2549641163251	46.8540445084096	23.855272634586	19.6007222108433	26.6687465806945	21.2926079773053
