commonID	Tml_1	Tml_2	Tml_3	Tms_1	Tms_2	Tms_3
Tpr_TRINITY_DN9428_c0_g1|Tdu_TRINITY_DN30406_c0_g1	1.32013958070729	0	1.02409515339216	47.9413546939415	42.2935547538734	14.9952843667281
Tpr_TRINITY_DN11385_c1_g10|Tdu_TRINITY_DN13316_c0_g1	2.64027916141457	84.9310218294055	7.16866607374511	4.60974564364822	2.06310023189627	3.91181331305951
Tpr_TRINITY_DN13871_c0_g3|Tdu_TRINITY_DN21198_c2_g5	3.96041874212186	67.3233709623336	3.07228546017648	0.921949128729645	1.03155011594813	0
Tpr_TRINITY_DN13152_c2_g6|Tdu_TRINITY_DN22794_c1_g4	18.481954129902	180.219485345324	26.6264739881961	18.4389825745929	8.25240092758506	16.299222137748
Tpr_TRINITY_DN13902_c1_g5|Tdu_TRINITY_DN14256_c0_g1	5.28055832282914	349.045784835483	28.6746642949805	9.21949128729645	2.06310023189627	2.60787554203967
Tpr_TRINITY_DN12440_c5_g4|Tdu_TRINITY_DN19681_c3_g1	11.8812562263656	55.9301851071695	52.2288528230001	12.907287802215	4.12620046379253	13.6913465957083
Tpr_TRINITY_DN7294_c0_g2|Tdu_TRINITY_DN11774_c0_g1	3.96041874212186	45.5727434206566	5.1204757669608	0	0	0.651968885509918
Tpr_TRINITY_DN13165_c3_g16|Tdu_TRINITY_DN18227_c0_g1	0	60.0731617817746	2.04819030678432	0.921949128729645	1.03155011594813	0
Tpr_TRINITY_DN13205_c0_g4|Tdu_TRINITY_DN24596_c3_g2	0	106.681649371082	19.457807914451	5.53169477237787	7.22085081163693	1.95590665652975
Tpr_TRINITY_DN12376_c2_g4|Tdu_TRINITY_DN16113_c0_g2	67.3271186160716	2.07148833730257	4.09638061356864	43.3316090502933	147.511666580583	11.0834710536686
