Tms_1	Tms_2	Tms_3	Tml_1	Tml_2	Tml_3
Tpr_TRINITY_DN14819_c9_g2|Tdu_TRINITY_DN17791_c6_g1	5.61621363292906	7.38408751509904	6.04939277981194	6.45035465460136	6.1948817156722	4.84202962194121
Tpr_TRINITY_DN12979_c5_g2|Tdu_TRINITY_DN21470_c1_g2	5.72514800448222	6.29030536877842	6.64856913975279	4.75436084149146	5.81427771345723	6.45978205778003
Tpr_TRINITY_DN14225_c2_g6|Tdu_TRINITY_DN13597_c0_g1	5.96615610398602	4.74777813437766	5.58100585594016	4.86539215388021	5.29581062452298	5.59875847092884
Tpr_TRINITY_DN13120_c1_g1|Tdu_TRINITY_DN22939_c4_g2	4.98818241031602	5.17841248870752	0.976143797781299	5.66509350339437	5.21564027583899	5.34160063143172
Tpr_TRINITY_DN13986_c0_g2|Tdu_TRINITY_DN22313_c5_g2	4.89798460134444	4.61653360109941	4.67658351592239	4.35843216516032	4.33428477233761	4.93824493720051
Tpr_TRINITY_DN12687_c0_g5|Tdu_TRINITY_DN16337_c0_g1	5.4983771426352	6.29030536877842	5.27382434642198	5.46805665633482	6.23610437839871	4.84202962194121
Tpr_TRINITY_DN14472_c0_g1|Tdu_TRINITY_DN24433_c6_g1	6.71197261573449	7.42388852315701	6.44646373256133	6.30032921059675	6.98117502220197	6.55390423514458
Tpr_TRINITY_DN15675_c0_g4|Tdu_TRINITY_DN15465_c0_g1	4.80176928608514	4.86807236809537	5.58100585594016	4.35843216516032	5.51262201359613	5.34160063143172
Tpr_TRINITY_DN10917_c6_g1|Tdu_TRINITY_DN21970_c4_g1	4.80176928608514	4.47214369176423	4.52046431400511	0.110504651716737	4.60991921495104	4.7389361289771
Tpr_TRINITY_DN10687_c1_g3|Tdu_TRINITY_DN19225_c4_g6	5.4983771426352	4.97910368048412	2.56110629850246	3.56993627035403	2.40828535378139	5.41031338151573
Tpr_TRINITY_DN11813_c2_g3|Tdu_TRINITY_DN25251_c3_g1	7.89215552254224	8.2410244660072	8.66963075528063	7.34890939104182	7.69368757264364	7.75883568641481
Tpr_TRINITY_DN10800_c1_g1|Tdu_TRINITY_DN19608_c3_g1	4.80176928608514	4.31167901957099	4.94577014873778	5.46805665633482	5.0405535692809	5.19350199244258
Tpr_TRINITY_DN11381_c2_g2|Tdu_TRINITY_DN18644_c7_g1	6.05231274773573	5.71606927465032	6.66730570233438	3.28042965315905	6.27618181777405	5.71196908137683
Tpr_TRINITY_DN10385_c6_g2|Tdu_TRINITY_DN22004_c5_g1	7.06272936368107	6.00557589184531	7.19208119698045	7.20853673467726	7.58620314597723	7.33277678104471
Tpr_TRINITY_DN11434_c1_g1|Tdu_TRINITY_DN18592_c2_g1	6.31882772230449	6.96568316472179	5.83412479290887	7.0991893384889	6.82782424529517	6.39343956295134
Tpr_TRINITY_DN11786_c2_g3|Tdu_TRINITY_DN18584_c2_g1	5.8264313403194	6.49100271901555	5.86691472802654	6.21902910849491	6.1948817156722	5.02844274617209
Tpr_TRINITY_DN8290_c0_g1|Tdu_TRINITY_DN14392_c0_g1	6.76396725337275	7.04439514073584	6.21136025947533	7.14392765325419	7.16317285594486	6.61340524689324
Tpr_TRINITY_DN15858_c4_g2|Tdu_TRINITY_DN19720_c1_g1	4.19171580440115	4.13110677392917	5.49970575383831	0.110504651716737	5.13075137825248	5.34160063143172
Tpr_TRINITY_DN13350_c1_g1|Tdu_TRINITY_DN17445_c9_g1	8.59124671741248	7.6079204707947	8.03142623328249	7.91140455163704	7.98722406687478	8.78817964799695
Tpr_TRINITY_DN15465_c1_g2|Tdu_TRINITY_DN24882_c9_g2	6.54370113314469	6.10685922768249	6.90688113534419	6.48554408306366	7.72298187943768	6.75223295159056
Tpr_TRINITY_DN11315_c5_g2|Tdu_TRINITY_DN19858_c3_g1	8.61267327522381	8.2849121100082	8.27687767039954	5.53676940641884	8.17911439981388	7.71875824703947
Tpr_TRINITY_DN9280_c0_g1|Tdu_TRINITY_DN18242_c3_g1	4.33610571373632	4.86807236809537	4.14606879922361	4.5028220744955	4.17382010014437	2.79140354887124
Tpr_TRINITY_DN11434_c2_g9|Tdu_TRINITY_DN20705_c1_g1	5.55849813507277	6.15495351588353	4.94577014873778	6.30032921059675	5.51262201359613	5.34160063143172
Tpr_TRINITY_DN11161_c3_g2|Tdu_TRINITY_DN21048_c4_g1	6.05231274773573	6.29030536877842	6.15936562183707	5.53676940641884	6.01709459645692	4.84202962194121
Tpr_TRINITY_DN13920_c3_g8|Tdu_TRINITY_DN19428_c12_g2	4.80176928608514	4.97910368048412	5.22407131122488	3.56993627035403	4.8412447610575	4.7389361289771
Tpr_TRINITY_DN8278_c0_g1|Tdu_TRINITY_DN17878_c0_g1	5.37005304565966	6.20149610182056	5.06360663903164	4.75436084149146	5.21564027583899	5.1133316437586
Tpr_TRINITY_DN12188_c1_g2|Tdu_TRINITY_DN20649_c1_g1	6.17260698145344	7.04439514073584	6.02053791713975	6.61829929191543	6.1524464493518	5.86669167617548
Tpr_TRINITY_DN17577_c0_g1|Tdu_TRINITY_DN24816_c2_g1	5.07307130790253	5.77880502999828	4.81744605176224	4.96848564684431	1.67131975961518	4.3763660495924
Tpr_TRINITY_DN12534_c3_g2|Tdu_TRINITY_DN16804_c11_g1	5.07307130790253	6.05710619248539	4.94577014873778	4.01739524732525	5.37175947775628	4.62790481658836
Tpr_TRINITY_DN15251_c2_g6|Tdu_TRINITY_DN19152_c3_g9	4.89798460134444	4.97910368048412	4.88303439338982	2.4324327466041	4.33428477233761	4.50761058287065
Tpr_TRINITY_DN15607_c2_g7|Tdu_TRINITY_DN22392_c0_g1	6.54370113314469	6.66715967416938	5.83412479290887	5.99314770107858	6.49574819503173	5.81693864097838
Tpr_TRINITY_DN10565_c1_g5|Tdu_TRINITY_DN19272_c1_g3	8.44761402895331	8.68774055159183	7.26769824362514	8.52413258074091	8.31997693565373	8.05551098937026
Tpr_TRINITY_DN13265_c2_g8|Tdu_TRINITY_DN16818_c6_g2	7.37841651859429	7.46262091764573	6.89102718414335	6.51989558785444	6.65621286722498	6.87886639012158
Tpr_TRINITY_DN15427_c0_g5|Tdu_TRINITY_DN17513_c2_g3	6.41952172192396	6.76337498942868	6.33369580239938	4.75436084149146	6.23610437839871	5.96132855031355
Tpr_TRINITY_DN15747_c3_g4|Tdu_TRINITY_DN20954_c5_g1	5.43564138728724	5.4336695439496	4.94577014873778	1.69546715243789	5.70106710300924	6.21286731730952
Tpr_TRINITY_DN13676_c1_g2|Tdu_TRINITY_DN17592_c6_g2	6.00987748141534	7.2354434337439	5.99109413924727	5.8918643652414	6.80060277656015	5.02844274617209
Tpr_TRINITY_DN14493_c0_g8|Tdu_TRINITY_DN17245_c4_g1	5.22919050981981	5.58176818293873	4.94577014873778	4.75436084149146	4.47867468167279	4.07151146806397
Tpr_TRINITY_DN10721_c5_g1|Tdu_TRINITY_DN17086_c3_g1	6.68525527735871	5.83892602243586	6.21136025947533	4.96848564684431	6.23610437839871	6.61340524689324
Tpr_TRINITY_DN11749_c1_g8|Tdu_TRINITY_DN15296_c0_g1	7.89215552254224	7.19000046298273	8.34828333862243	7.42338760700109	7.63325171878166	7.51543008732995
Tpr_TRINITY_DN30507_c0_g1|Tdu_TRINITY_DN18173_c7_g1	4.98818241031602	4.47214369176423	5.36846122056006	4.35843216516032	4.73021344866875	5.1133316437586
Tpr_TRINITY_DN12139_c4_g2|Tdu_TRINITY_DN9219_c0_g1	7.02060388800839	6.96568316472179	6.82580952469687	7.57811020179973	7.05214154355612	6.39343956295134
Tpr_TRINITY_DN9022_c0_g1|Tdu_TRINITY_DN14794_c0_g1	5.96615610398602	6.37396329782533	6.21136025947533	6.30032921059675	6.27618181777405	5.59875847092884
Tpr_TRINITY_DN15170_c3_g5|Tdu_TRINITY_DN20842_c2_g1	4.98818241031602	4.74777813437766	4.60063466268909	4.35843216516032	4.60991921495104	4.84202962194121
Tpr_TRINITY_DN10372_c7_g1|Tdu_TRINITY_DN20612_c5_g5	4.58764448073229	4.31167901957099	4.88303439338982	3.28042965315905	5.37175947775628	4.50761058287065
Tpr_TRINITY_DN10801_c3_g4|Tdu_TRINITY_DN19709_c1_g1	6.99907072645875	7.27949861382184	7.71761078418245	6.55344814756547	7.39924021417838	6.42699212266236
Tpr_TRINITY_DN11519_c1_g2|Tdu_TRINITY_DN25026_c0_g1	4.89798460134444	5.89664152029214	5.65796783775505	3.56993627035403	5.13075137825248	4.62790481658836
Tpr_TRINITY_DN11276_c1_g2|Tdu_TRINITY_DN18598_c1_g3	4.98818241031602	5.2686102976791	6.21136025947533	4.96848564684431	5.21564027583899	5.76540834033829
Tpr_TRINITY_DN9325_c0_g1|Tdu_TRINITY_DN23441_c3_g1	5.61621363292906	6.7940717866516	5.61999998755602	5.15489877107519	5.44390926351211	6.45978205778003
Tpr_TRINITY_DN8956_c0_g1|Tdu_TRINITY_DN18645_c5_g1	5.7766783051223	5.58176818293873	5.06360663903164	5.39590687057898	5.5782103552237	5.47590172314331
Tpr_TRINITY_DN14682_c4_g1|Tdu_TRINITY_DN18109_c0_g1	6.73820415730767	7.09458089790405	6.48921338002067	7.16578708721793	6.1524464493518	6.17387318569365
Tpr_TRINITY_DN12855_c2_g1|Tdu_TRINITY_DN25315_c0_g1	6.45158293115626	6.20149610182056	6.28599906036809	5.60235774804641	6.59415189909272	7.10298969953714
Tpr_TRINITY_DN11624_c2_g2|Tdu_TRINITY_DN23329_c2_g1	6.28363829384219	5.65048093302275	6.31004453433474	4.86539215388021	5.0405535692809	6.0925730835918
Tpr_TRINITY_DN12997_c3_g4|Tdu_TRINITY_DN23343_c3_g2	6.38673178680629	7.50034058359488	7.15273252950462	7.59432042898099	7.09758451431728	6.77846449316374
Tpr_TRINITY_DN6324_c0_g1|Tdu_TRINITY_DN19130_c1_g7	4.0312511322079	4.97910368048412	4.34537760744702	4.35843216516032	3.78679697703512	4.23197614025722
Tpr_TRINITY_DN14141_c4_g1|Tdu_TRINITY_DN15573_c0_g1	6.81415301054097	6.69994960928704	7.2799245459584	6.98086937130014	6.98117502220197	6.17387318569365
Tpr_TRINITY_DN14175_c1_g1|Tdu_TRINITY_DN19716_c4_g1	7.08333964335636	7.7080319555849	7.23038508515709	6.98086937130014	6.80060277656015	6.69829414447976
Tpr_TRINITY_DN12286_c4_g1|Tdu_TRINITY_DN17328_c2_g1	4.80176928608514	4.13110677392917	4.67658351592239	3.56993627035403	4.47867468167279	4.23197614025722
Tpr_TRINITY_DN12145_c2_g1|Tdu_TRINITY_DN25508_c0_g1	6.21057483165246	6.69994960928704	6.80903381194604	8.68415183921006	6.49574819503173	6.35908805816056
Tpr_TRINITY_DN15194_c3_g3|Tdu_TRINITY_DN18230_c8_g1	4.58764448073229	5.89664152029214	5.00589114117535	5.06470096210361	5.13075137825248	3.89093922242215
Tpr_TRINITY_DN13399_c1_g2|Tdu_TRINITY_DN17584_c4_g2	7.99363684040812	8.07596521973671	8.38270314313584	9.53886482442103	9.22334837097426	9.06353341064045
Tpr_TRINITY_DN11281_c1_g4|Tdu_TRINITY_DN18922_c10_g2	6.83860605426551	6.93846169598677	6.84239240889247	6.95599470266111	6.35314379958893	6.35908805816056
Tpr_TRINITY_DN9353_c0_g1|Tdu_TRINITY_DN23126_c1_g2	5.15324165658651	5.95213663288385	5.49970575383831	4.63406660777375	5.64094611057167	4.23197614025722
Tpr_TRINITY_DN5350_c0_g1|Tdu_TRINITY_DN18459_c6_g2	5.72514800448222	6.37396329782533	5.36846122056006	5.06470096210361	5.91924727305877	5.71196908137683
Tpr_TRINITY_DN10826_c2_g3|Tdu_TRINITY_DN18233_c6_g4	4.0312511322079	6.15495351588353	4.03503748683487	4.86539215388021	5.81427771345723	4.07151146806397
Tpr_TRINITY_DN12005_c2_g2|Tdu_TRINITY_DN13190_c0_g1	6.21057483165246	6.20149610182056	7.93421311731538	5.15489877107519	6.52930075474276	6.61340524689324
Tpr_TRINITY_DN10448_c5_g1|Tdu_TRINITY_DN22555_c1_g1	4.69867579312103	5.83892602243586	4.24916229218772	4.96848564684431	4.60991921495104	5.02844274617209
Tpr_TRINITY_DN13783_c0_g1|Tdu_TRINITY_DN749_c0_g1	5.4983771426352	5.4336695439496	4.34537760744702	5.53676940641884	5.37175947775628	4.23197614025722
Tpr_TRINITY_DN12926_c4_g1|Tdu_TRINITY_DN17636_c1_g1	8.39087151716721	7.77111063820828	7.39680584625402	5.8918643652414	6.77285778607725	8.16892396972192
Tpr_TRINITY_DN12274_c3_g7|Tdu_TRINITY_DN16370_c1_g1	4.0312511322079	4.74777813437766	5.54092841656483	4.96848564684431	4.73021344866875	4.3763660495924
Tpr_TRINITY_DN9945_c0_g1|Tdu_TRINITY_DN18508_c0_g1	2.75114321301517	4.74777813437766	4.4355754164186	3.28042965315905	5.29581062452298	4.07151146806397
Tpr_TRINITY_DN11798_c1_g2|Tdu_TRINITY_DN21700_c2_g3	7.16295681141972	7.7080319555849	6.33369580239938	6.08778457521665	6.85454158367095	6.52320743792167
Tpr_TRINITY_DN14545_c1_g3|Tdu_TRINITY_DN15763_c0_g1	6.13361284983758	5.2686102976791	5.86691472802654	5.99314770107858	5.75878260086552	5.76540834033829
Tpr_TRINITY_DN15680_c1_g3|Tdu_TRINITY_DN21382_c0_g2	6.13361284983758	6.69994960928704	5.69496204523725	5.31995801734569	5.96900030825587	5.71196908137683
Tpr_TRINITY_DN10368_c0_g3|Tdu_TRINITY_DN23368_c5_g1	4.80176928608514	5.35349919526561	3.63910881050373	4.75436084149146	5.13075137825248	3.68448834495473
Tpr_TRINITY_DN9833_c0_g1|Tdu_TRINITY_DN22185_c0_g5	5.4983771426352	5.2686102976791	5.58100585594016	5.31995801734569	5.91924727305877	6.21286731730952
Tpr_TRINITY_DN12681_c0_g4|Tdu_TRINITY_DN19278_c3_g1	4.0312511322079	4.13110677392917	4.67658351592239	5.15489877107519	4.33428477233761	4.50761058287065
Tpr_TRINITY_DN10923_c1_g2|Tdu_TRINITY_DN15073_c0_g1	4.69867579312103	3.68364779695794	3.7834987198389	3.81094436985783	4.60991921495104	4.84202962194121
Tpr_TRINITY_DN12302_c1_g5|Tdu_TRINITY_DN20934_c3_g1	7.29251644518864	7.34315725104415	7.17908385645157	7.40512540060836	7.07504194566619	7.49974846509768
Tpr_TRINITY_DN11672_c3_g3|Tdu_TRINITY_DN17035_c0_g1	6.71197261573449	6.73201081851934	6.64856913975279	7.54513287935346	6.62551607000206	6.87886639012158
Tpr_TRINITY_DN14209_c1_g10|Tdu_TRINITY_DN24733_c2_g2	8.52498887288252	9.01537906687567	9.06537356520583	7.97469079637102	8.53344048510368	8.10816993864282
Tpr_TRINITY_DN12174_c1_g5|Tdu_TRINITY_DN21713_c2_g2	4.46735024701458	3.92465589646174	3.63910881050373	4.5028220744955	4.33428477233761	4.7389361289771
Tpr_TRINITY_DN14831_c1_g2|Tdu_TRINITY_DN23254_c3_g3	7.84465509893831	7.44338469878281	7.08466825455947	5.31995801734569	7.26626634890896	7.51543008732995
Tpr_TRINITY_DN15382_c1_g1|Tdu_TRINITY_DN22749_c1_g5	7.60912420814274	7.06970622926502	6.51012236978365	4.35843216516032	7.34374510158668	6.92656313215288
Tpr_TRINITY_DN15159_c0_g7|Tdu_TRINITY_DN16882_c0_g1	4.89798460134444	5.65048093302275	4.60063466268909	6.71041749390386	6.39013800707113	7.14391996359202
Tpr_TRINITY_DN12279_c0_g2|Tdu_TRINITY_DN18174_c0_g1	6.81415301054097	5.83892602243586	7.05651721424532	6.17659384217451	6.46139669024095	6.82953867775801
Tpr_TRINITY_DN14145_c2_g2|Tdu_TRINITY_DN18531_c3_g2	6.35317922709527	7.14307941559524	6.55105263383853	5.60235774804641	6.1948817156722	5.96132855031355
Tpr_TRINITY_DN15799_c3_g8|Tdu_TRINITY_DN23270_c0_g2	4.80176928608514	4.97910368048412	5.45727048751792	2.91785957377434	5.13075137825248	4.93824493720051
Tpr_TRINITY_DN15550_c0_g1|Tdu_TRINITY_DN17686_c5_g4	6.38673178680629	6.33274063509882	6.31004453433474	4.86539215388021	6.27618181777405	6.25083516750854
Tpr_TRINITY_DN10209_c3_g7|Tdu_TRINITY_DN24975_c0_g2	4.69867579312103	4.47214369176423	4.34537760744702	4.75436084149146	4.33428477233761	4.07151146806397
Tpr_TRINITY_DN15063_c2_g3|Tdu_TRINITY_DN18415_c1_g5	5.72514800448222	5.35349919526561	5.32191863462303	3.81094436985783	5.44390926351211	5.47590172314331
Tpr_TRINITY_DN14915_c5_g2|Tdu_TRINITY_DN21736_c2_g1	11.8068130011944	11.9354529461144	13.4009224545124	11.3872106716092	12.2671988244607	11.7542995542085
Tpr_TRINITY_DN12806_c0_g2|Tdu_TRINITY_DN20375_c3_g1	7.20117613365021	7.2576391798581	6.98363833432822	6.26025177122142	7.24622859567242	7.29693158209799
Tpr_TRINITY_DN11009_c2_g2|Tdu_TRINITY_DN22916_c2_g3	9.71692749767725	7.50034058359488	10.2776399927638	7.40512540060836	9.66189650572856	9.63330480433095
Tpr_TRINITY_DN14581_c0_g2|Tdu_TRINITY_DN19892_c0_g1	6.57314491103717	9.56183808031316	6.37986598383231	9.65160126706626	6.9318473098384	5.1133316437586
Tpr_TRINITY_DN6341_c0_g1|Tdu_TRINITY_DN18945_c0_g2	4.69867579312103	4.61653360109941	4.67658351592239	2.91785957377434	4.60991921495104	4.07151146806397
Tpr_TRINITY_DN12068_c8_g1|Tdu_TRINITY_DN18644_c6_g2	8.05753045700675	7.88955209550582	7.94192808244339	7.29041374173167	8.03472449047871	8.0338971762642
Tpr_TRINITY_DN10632_c3_g8|Tdu_TRINITY_DN25047_c5_g8	5.07307130790253	4.97910368048412	4.67658351592239	5.06470096210361	5.91924727305877	5.41031338151573
Tpr_TRINITY_DN9490_c0_g1|Tdu_TRINITY_DN15103_c0_g1	1.52875079167872	5.35349919526561	3.91474325311716	4.86539215388021	4.47867468167279	-0.0159513731863652
Tpr_TRINITY_DN15421_c3_g5|Tdu_TRINITY_DN22799_c6_g2	7.04182037391809	7.69182172840364	7.35118322912822	7.07628893637882	7.09758451431728	7.29693158209799
Tpr_TRINITY_DN10744_c3_g1|Tdu_TRINITY_DN20620_c4_g1	4.58764448073229	4.86807236809537	5.06360663903164	4.5028220744955	3.78679697703512	5.34160063143172
Tpr_TRINITY_DN11485_c3_g3|Tdu_TRINITY_DN17216_c5_g3	4.80176928608514	4.13110677392917	4.14606879922361	3.28042965315905	5.21564027583899	5.26945084567588
Tpr_TRINITY_DN14145_c2_g1|Tdu_TRINITY_DN18531_c3_g3	7.47516975147388	7.01863204467075	7.54599940611225	7.54513287935346	7.05214154355612	6.55390423514458
Tpr_TRINITY_DN13012_c2_g10|Tdu_TRINITY_DN22155_c0_g2	4.19171580440115	3.68364779695794	4.52046431400511	5.31995801734569	5.5782103552237	5.41031338151573
Tpr_TRINITY_DN15661_c2_g10|Tdu_TRINITY_DN14456_c0_g1	4.69867579312103	5.08219717344822	4.4355754164186	4.96848564684431	3.99324785450255	3.68448834495473
Tpr_TRINITY_DN14871_c0_g2|Tdu_TRINITY_DN17304_c5_g1	7.10365962773595	8.03799736953768	7.9723818789851	5.83842510627994	7.16317285594486	6.42699212266236
Tpr_TRINITY_DN11600_c1_g5|Tdu_TRINITY_DN17966_c3_g1	7.45948812924161	7.59053839256646	7.385534733919	6.79700517889996	7.26626634890896	7.48389451389684
Tpr_TRINITY_DN8164_c0_g1|Tdu_TRINITY_DN17231_c3_g6	6.31882772230449	6.41404073720066	5.73103129994477	7.40512540060836	7.30552577935619	7.08208070977416
Tpr_TRINITY_DN12811_c2_g3|Tdu_TRINITY_DN17521_c1_g1	4.19171580440115	3.92465589646174	5.36846122056006	5.53676940641884	4.73021344866875	5.71196908137683
Tpr_TRINITY_DN14527_c0_g1|Tdu_TRINITY_DN44844_c0_g1	5.07307130790253	4.61653360109941	3.63910881050373	4.35843216516032	4.60991921495104	5.76540834033829
Tpr_TRINITY_DN14327_c1_g2|Tdu_TRINITY_DN20705_c0_g1	4.98818241031602	5.95213663288385	6.13264828346129	5.31995801734569	6.23610437839871	5.59875847092884
Tpr_TRINITY_DN10289_c1_g10|Tdu_TRINITY_DN22558_c5_g1	5.43564138728724	4.97910368048412	3.7834987198389	4.96848564684431	4.17382010014437	4.93824493720051
Tpr_TRINITY_DN12546_c0_g5|Tdu_TRINITY_DN17720_c2_g3	5.4983771426352	4.74777813437766	4.81744605176224	5.15489877107519	7.77984421639335	5.34160063143172
Tpr_TRINITY_DN12282_c4_g1|Tdu_TRINITY_DN19603_c0_g2	5.67170874552076	4.61653360109941	5.89897593725884	4.86539215388021	5.96900030825587	7.16395771682857
Tpr_TRINITY_DN9236_c0_g2|Tdu_TRINITY_DN18521_c0_g4	4.33610571373632	5.89664152029214	5.4135491100886	2.4324327466041	5.29581062452298	4.23197614025722
Tpr_TRINITY_DN14580_c3_g5|Tdu_TRINITY_DN20872_c4_g1	9.08589534826011	8.96905001582019	9.02235835276412	8.489883018788	8.90334088214941	8.9469446321509
Tpr_TRINITY_DN11633_c1_g9|Tdu_TRINITY_DN23931_c2_g3	4.98818241031602	5.2686102976791	5.11910175162334	3.28042965315905	4.8412447610575	5.1133316437586
Tpr_TRINITY_DN15089_c2_g8|Tdu_TRINITY_DN17478_c4_g3	8.34892975409391	7.98576741076513	8.75968775856784	7.12173190713999	8.55803247328607	8.49580128058101
Tpr_TRINITY_DN14042_c0_g1|Tdu_TRINITY_DN22959_c1_g5	6.57314491103717	5.95213663288385	5.49970575383831	2.91785957377434	5.91924727305877	6.25083516750854
Tpr_TRINITY_DN14864_c1_g3|Tdu_TRINITY_DN16306_c0_g1	4.33610571373632	6.15495351588353	3.63910881050373	3.81094436985783	5.29581062452298	2.305976721701
Tpr_TRINITY_DN12713_c1_g5|Tdu_TRINITY_DN21056_c2_g1	8.23380713789018	8.11295942721891	9.61155962475537	7.44142152983135	9.02593647320872	8.51932400343444
Tpr_TRINITY_DN13029_c0_g5|Tdu_TRINITY_DN20937_c4_g1	3.64422800909866	3.03157110037825	4.60063466268909	4.63406660777375	3.99324785450255	4.50761058287065
Tpr_TRINITY_DN10695_c2_g7|Tdu_TRINITY_DN5571_c0_g1	6.95501554638082	6.59925560966757	5.86691472802654	6.30032921059675	5.75878260086552	6.77846449316374
Tpr_TRINITY_DN14413_c4_g3|Tdu_TRINITY_DN20940_c7_g2	6.86265152823216	6.73201081851934	6.68580204595177	5.83842510627994	6.39013800707113	6.64226010956543
Tpr_TRINITY_DN13712_c0_g1|Tdu_TRINITY_DN24271_c2_g1	8.07821461117849	6.45303486881653	7.69038931544742	5.72521449583195	7.76583735839947	7.71875824703947
Tpr_TRINITY_DN13924_c2_g1|Tdu_TRINITY_DN24893_c4_g2	4.89798460134444	5.2686102976791	4.67658351592239	3.81094436985783	5.75878260086552	4.23197614025722
Tpr_TRINITY_DN15388_c0_g4|Tdu_TRINITY_DN25512_c3_g1	6.00987748141534	6.45303486881653	5.96103690539109	7.29041374173167	5.91924727305877	5.59875847092884
Tpr_TRINITY_DN12311_c2_g1|Tdu_TRINITY_DN15452_c0_g1	4.46735024701458	5.4336695439496	4.74873330167823	5.31995801734569	4.73021344866875	5.1133316437586
Tpr_TRINITY_DN9052_c0_g1|Tdu_TRINITY_DN14820_c0_g1	6.71197261573449	5.71606927465032	6.44646373256133	3.81094436985783	6.06363718239394	6.42699212266236
Tpr_TRINITY_DN11492_c2_g2|Tdu_TRINITY_DN19225_c2_g1	5.96615610398602	6.85357279840026	6.04939277981194	6.93068361413193	6.27618181777405	6.49184326701233
Tpr_TRINITY_DN14295_c0_g7|Tdu_TRINITY_DN17279_c2_g2	9.10617961971447	8.57736300381873	9.22248854086219	7.54513287935346	8.71935245603699	9.28554482179618
Tpr_TRINITY_DN11384_c4_g7|Tdu_TRINITY_DN18523_c4_g1	6.24756903913467	6.20149610182056	6.28599906036809	4.5028220744955	6.23610437839871	6.67054915399685
Tpr_TRINITY_DN12386_c0_g4|Tdu_TRINITY_DN25318_c3_g1	7.1236973809725	6.10685922768249	6.66730570233438	4.96848564684431	6.31517594938991	7.64938454399881
Tpr_TRINITY_DN15822_c1_g6|Tdu_TRINITY_DN23926_c4_g3	4.33610571373632	5.4336695439496	4.14606879922361	5.2397876686617	6.06363718239394	5.1133316437586
Tpr_TRINITY_DN15031_c0_g4|Tdu_TRINITY_DN25838_c0_g1	6.09353541046224	6.33274063509882	5.27382434642198	5.83842510627994	6.27618181777405	5.91478596437652
Tpr_TRINITY_DN14884_c1_g1|Tdu_TRINITY_DN19639_c3_g1	5.87452562852045	7.30103177537148	5.65796783775505	5.72521449583195	6.1948817156722	5.59875847092884
Tpr_TRINITY_DN11905_c1_g1|Tdu_TRINITY_DN21443_c1_g2	7.2199126962318	7.06970622926502	7.12589091728598	5.53676940641884	6.71571387897364	6.52320743792167
Tpr_TRINITY_DN13039_c2_g2|Tdu_TRINITY_DN24021_c0_g1	9.22223774917804	8.64628094449346	9.03683972946885	7.42338760700109	9.14975234018254	9.08995713538479
Tpr_TRINITY_DN11589_c9_g1|Tdu_TRINITY_DN19409_c1_g3	4.58764448073229	3.92465589646174	4.94577014873778	4.75436084149146	3.25628226033634	4.62790481658836
Tpr_TRINITY_DN11998_c1_g2|Tdu_TRINITY_DN21966_c0_g8	6.90957257561965	6.33274063509882	6.90688113534419	7.0991893384889	6.62551607000206	7.35037084105945
Tpr_TRINITY_DN14393_c0_g1|Tdu_TRINITY_DN23545_c0_g2	9.81876963861134	9.59708123843324	9.49315696800937	4.63406660777375	8.71935245603699	9.33056235997927
Tpr_TRINITY_DN14473_c6_g1|Tdu_TRINITY_DN16388_c0_g1	5.22919050981981	5.95213663288385	5.36846122056006	4.86539215388021	5.81427771345723	5.1133316437586
Tpr_TRINITY_DN11801_c1_g16|Tdu_TRINITY_DN16869_c6_g2	6.00987748141534	7.21290086509281	6.46799689411097	6.30032921059675	6.52930075474276	6.67054915399685
Tpr_TRINITY_DN14020_c0_g3|Tdu_TRINITY_DN15547_c1_g1	8.3057320646928	8.55064566544295	7.787786078242	8.82131108541609	6.56209068986043	7.03933106231482
Tpr_TRINITY_DN10316_c2_g1|Tdu_TRINITY_DN22004_c4_g3	7.74468819087787	7.99900323792182	7.99480764204633	9.05594848809465	8.41278674601633	8.22722261028659
Tpr_TRINITY_DN10243_c0_g1|Tdu_TRINITY_DN16512_c0_g1	6.41952172192396	6.49100271901555	6.13264828346129	6.48554408306366	6.42620726177865	6.05013781727141
Tpr_TRINITY_DN11551_c1_g2|Tdu_TRINITY_DN16765_c3_g1	6.13361284983758	6.00557589184531	6.18559716341025	6.08778457521665	6.1524464493518	6.28782937499074
Tpr_TRINITY_DN12019_c3_g7|Tdu_TRINITY_DN17985_c6_g1	5.87452562852045	6.33274063509882	6.21136025947533	6.17659384217451	6.1524464493518	5.96132855031355
Tpr_TRINITY_DN10878_c3_g4|Tdu_TRINITY_DN20020_c0_g1	7.60912420814274	7.7080319555849	7.53583953989203	6.41428539989384	7.84790849133851	7.36775291928769
Tpr_TRINITY_DN10973_c0_g2|Tdu_TRINITY_DN20624_c7_g1	7.86860079456334	8.86446111454299	7.89500703505589	8.13841064828662	8.62938907914927	7.29693158209799
Tpr_TRINITY_DN10396_c3_g2|Tdu_TRINITY_DN17000_c3_g2	7.27470516907218	7.77111063820828	7.61518297125825	8.04714259071931	7.80745644760121	7.40190114169953
Tpr_TRINITY_DN10730_c6_g1|Tdu_TRINITY_DN14973_c0_g1	6.71197261573449	6.63360711445835	6.64856913975279	3.56993627035403	5.44390926351211	6.17387318569365
