baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tpr_TRINITY_DN11257_c2_g1|Tdu_TRINITY_DN16696_c0_g1	110.539341601272	-0.234394889642399	0.191056306902551	-1.22702899329774	0.219811693880016	0.445768896942454
Tpr_TRINITY_DN10853_c1_g4|Tdu_TRINITY_DN21860_c3_g3	909.392018510299	-0.121085655173337	0.141581073446407	-0.855253072474563	0.392411060721015	0.626295746102484
Tpr_TRINITY_DN12798_c2_g2|Tdu_TRINITY_DN24179_c2_g3	51.6453910146324	-0.665938627856944	0.258235082380619	-2.57950968206415	0.00989406849466692	0.0521184608057307
Tpr_TRINITY_DN21120_c0_g1|Tdu_TRINITY_DN19044_c2_g2	1.63474933153221	0.949136835502674	0.614107600236908	1.765781198239	0.0774325640356179	0.228847726382495
Tpr_TRINITY_DN15495_c0_g2|Tdu_TRINITY_DN17403_c2_g1	54.0425596563538	0.0556525301094253	0.327907674698625	0.169724867009673	0.865226516754182	0.9410651972713
Tpr_TRINITY_DN15572_c3_g1|Tdu_TRINITY_DN22002_c1_g1	63.9125138463259	-0.354039577687257	0.222459934476129	-1.59221845865229	0.111335627109323	0.292230607067985
Tpr_TRINITY_DN13699_c1_g3|Tdu_TRINITY_DN13669_c0_g1	15.9288487744731	-0.272281638729815	0.38482425892753	-0.708281534198781	0.478770442020227	0.695622572973919
Tpr_TRINITY_DN11223_c1_g1|Tdu_TRINITY_DN21812_c3_g7	32.7639325608512	0.541151199542202	0.331884391598116	1.6267541908036	0.103789314352267	0.278690647683523
Tpr_TRINITY_DN8521_c0_g1|Tdu_TRINITY_DN16367_c0_g1	2.73302206543981	0.217706773656305	0.609188878646772	0.355091789792559	0.722520827191339	0.863553421087547
Tpr_TRINITY_DN11904_c1_g9|Tdu_TRINITY_DN22597_c5_g2	1.75789302722047	-0.980861773118484	0.644326634072578	-1.51108278946709	0.130767359028109	0.324578243246
Tpr_TRINITY_DN11712_c1_g8|Tdu_TRINITY_DN19492_c0_g1	547.951438570949	0.107562133217219	0.17227567488229	0.624347392132441	0.532399466290408	0.735872131321621
Tpr_TRINITY_DN13660_c2_g3|Tdu_TRINITY_DN19486_c2_g1	76.680076975666	0.419852556144771	0.279478144603977	1.50196240544962	0.13310681822381	0.32814082785801
Tpr_TRINITY_DN15747_c5_g5|Tdu_TRINITY_DN13769_c0_g1	2.15561040665235	0.104497259176808	0.655652311228076	0.156427156837268	0.875696332595188	0.946046270989575
