baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tpr_TRINITY_DN10844_c2_g7|Tdu_TRINITY_DN25328_c2_g5	221.581878815235	-0.540621804502646	0.184858580662256	-2.92486085129261	0.00344610278691007	0.0227468185185108
Tpr_TRINITY_DN1451_c0_g1|Tdu_TRINITY_DN16990_c3_g1	125.654719720616	-0.618104105260691	0.170958181415181	-3.61656126666615	0.000298542680837232	0.00306120195446269
Tpr_TRINITY_DN11678_c3_g2|Tdu_TRINITY_DN24143_c2_g2	39.7566414797761	-2.68810135370078	0.490530984033465	-5.42944802268361	5.65286131001768e-08	1.65519475851362e-06
Tpr_TRINITY_DN7892_c0_g1|Tdu_TRINITY_DN10927_c0_g1	4.69532248088983	-1.95486903725191	0.61791399073153	-3.08560092951971	0.00203141266612273	0.0148702728270809
Tpr_TRINITY_DN10219_c6_g1|Tdu_TRINITY_DN19995_c0_g1	50.1058516114922	-1.21203575329787	0.294134102123576	-4.12212858811702	3.75387547333955e-05	0.000532178704967108
Tpr_TRINITY_DN11462_c1_g3|Tdu_TRINITY_DN18955_c5_g2	49.3878850862124	-2.53054087958608	0.409397667268901	-6.15545594294432	7.48618056661256e-10	3.11808125460537e-08
Tpr_TRINITY_DN12667_c4_g3|Tdu_TRINITY_DN18652_c6_g1	62.0813791630628	-0.984799459416801	0.270729689505136	-3.63932384900709	0.000273354851105379	0.00284363139397715
Tpr_TRINITY_DN12134_c0_g2|Tdu_TRINITY_DN21624_c3_g1	209.793157255128	-0.678616135429901	0.167285504911719	-4.05718709127313	4.96672943453323e-05	0.000672197411882797
Tpr_TRINITY_DN11324_c0_g1|Tdu_TRINITY_DN11585_c0_g1	197.918341535323	-0.837349705049765	0.15841732045963	-5.28682206797695	1.24459593292553e-07	3.42056979417333e-06
Tpr_TRINITY_DN12870_c3_g1|Tdu_TRINITY_DN17260_c2_g1	3.06166426815898	-1.77191013882168	0.628278904294479	-2.75058901034428	0.00594882273714687	0.0351049144060298
