baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tpr_TRINITY_DN11257_c2_g1|Tdu_TRINITY_DN16696_c0_g1	96.0240484737114	-0.04770792361214	0.209431158307755	-0.227797640034221	0.819803561447354	0.905015810749735
Tpr_TRINITY_DN10844_c2_g7|Tdu_TRINITY_DN25328_c2_g5	202.290779410504	0.363579563199651	0.183824326702919	1.97786424528695	0.0479440234636976	0.153052632508695
Tpr_TRINITY_DN15383_c4_g16|Tdu_TRINITY_DN14160_c0_g1	32.1117393643366	-0.404149230075402	0.324852254267716	-1.24410166395932	0.213462148730551	0.41925951705087
Tpr_TRINITY_DN1451_c0_g1|Tdu_TRINITY_DN16990_c3_g1	100.236818818284	-0.4576630843609	0.201669378291403	-2.26937320994563	0.0232456399174624	0.0907895747719759
Tpr_TRINITY_DN21120_c0_g1|Tdu_TRINITY_DN19044_c2_g2	1.2111771027934	-0.708122852318423	0.57236626094887	-1.23718482487856	0.216018473978644	0.422629175276602
Tpr_TRINITY_DN15495_c0_g2|Tdu_TRINITY_DN17403_c2_g1	42.4014158277944	-0.846231855939858	0.353085579803544	-2.39667634234935	0.016544530384781	0.0715235902015288
Tpr_TRINITY_DN13699_c1_g3|Tdu_TRINITY_DN13669_c0_g1	14.2607653096328	0.151245798858949	0.39129126918044	0.386529960598747	0.699104218082549	0.83432548386813
Tpr_TRINITY_DN11223_c1_g1|Tdu_TRINITY_DN21812_c3_g7	27.659854726	-0.470061942179468	0.33654953328329	-1.39670953512746	0.162500935676949	0.35022014655587
Tpr_TRINITY_DN8521_c0_g1|Tdu_TRINITY_DN16367_c0_g1	4.0806913686985	1.32980980340719	0.578816340811405	2.29746416893313	0.0215923048262554	0.0862140552385697
Tpr_TRINITY_DN11904_c1_g9|Tdu_TRINITY_DN22597_c5_g2	1.62261179170976	0.586646326537472	0.635039382902713	0.923795188663669	0.355592960686057	0.572796451501688
Tpr_TRINITY_DN11712_c1_g8|Tdu_TRINITY_DN19492_c0_g1	442.569172062165	-0.640790700855124	0.274189234318231	-2.33703814975976	0.0194372005099929	0.0798876993978174
Tpr_TRINITY_DN13660_c2_g3|Tdu_TRINITY_DN19486_c2_g1	66.3946679117639	-0.27320505824118	0.279438359536051	-0.977693465903464	0.328225954414962	0.546737453272537
Tpr_TRINITY_DN15747_c5_g5|Tdu_TRINITY_DN13769_c0_g1	1.79846019761762	-0.270215472999706	0.6375538649062	-0.423831597412497	0.671688632545125	0.817887117368028
Tpr_TRINITY_DN11346_c1_g2|Tdu_TRINITY_DN14468_c0_g1	21.4219893489092	0.336790084822448	0.376785063529654	0.89385200588224	0.371401079518273	0.585464400326131
Tpr_TRINITY_DN11644_c3_g2|Tdu_TRINITY_DN21579_c2_g4	17.4522990196572	-0.561805279047683	0.433290647590797	-1.29660144333015	0.194768355599338	0.395721618564705
Tpr_TRINITY_DN15001_c5_g3|Tdu_TRINITY_DN22098_c2_g2	46.4958338162071	0.360292248136372	0.261455414146793	1.37802557775333	0.168195391229089	0.359150231635415
Tpr_TRINITY_DN9794_c0_g1|Tdu_TRINITY_DN20912_c0_g2	16.1053417987276	-0.195072374001811	0.370638397435231	-0.526314530150373	0.598669689092177	0.769125110245184
Tpr_TRINITY_DN10912_c0_g1|Tdu_TRINITY_DN18326_c0_g1	3.41066022623714	0.422173376771282	0.59774392421834	0.706277989062543	0.480015278789988	0.684113230672086
Tpr_TRINITY_DN11422_c2_g1|Tdu_TRINITY_DN19448_c0_g2	6.6714092399832	0.446339109421637	0.56872666912536	0.784804254226478	0.432568345434489	0.641109869987389
Tpr_TRINITY_DN10598_c0_g4|Tdu_TRINITY_DN13963_c0_g1	7.39128197994755	-0.708002939560181	0.51412723059007	-1.3770967523887	0.168482336652951	0.359544780280008
Tpr_TRINITY_DN13642_c2_g1|Tdu_TRINITY_DN21365_c1_g4	112.213098680741	-0.30010958978947	0.304544609219189	-0.985437209211847	0.324409360031214	0.54317413118501
Tpr_TRINITY_DN11701_c6_g1|Tdu_TRINITY_DN12468_c0_g1	6.0292963917996	0.507773465169652	0.518082759458477	0.98010106667205	0.327036232698312	0.545939517488311
Tpr_TRINITY_DN12542_c1_g1|Tdu_TRINITY_DN21845_c1_g1	4.9044181660391	-0.440208087676301	0.583406195251357	-0.754548188310959	0.450520121368556	0.657107062902438
Tpr_TRINITY_DN10379_c2_g1|Tdu_TRINITY_DN23200_c5_g2	6.8537913929962	0.656656889183208	0.537241626842382	1.22227477614251	0.221603734613393	0.429181916403153
Tpr_TRINITY_DN30976_c0_g1|Tdu_TRINITY_DN6594_c0_g1	10.8655284064649	-0.153985438485428	0.563329258751881	-0.273348909351167	0.784585022096429	0.88567836594012
