baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Tpr_TRINITY_DN10107_c0_g1|Tdu_TRINITY_DN19986_c5_g1	16.4808505503824	1.23750605214724	0.446869491165989	2.76927845066865	0.00561805983628511	0.0365063006598605
Tpr_TRINITY_DN37142_c0_g1|Tdu_TRINITY_DN45271_c0_g1	2.62134820478268	2.19887480118388	0.636559146903544	3.45431341593316	0.000551695819979588	0.00638824529952166
Tpr_TRINITY_DN13868_c2_g1|Tdu_TRINITY_DN24297_c1_g3	18.4031224879164	1.59459694386307	0.477064173556262	3.34252084363449	0.00083021119919989	0.00877004921336611
Tpr_TRINITY_DN12437_c6_g1|Tdu_TRINITY_DN18152_c3_g1	69.7785119618598	0.847896676471604	0.250138972886435	3.38970239898025	0.000699685365974897	0.00769575986607357
Tpr_TRINITY_DN11809_c7_g3|Tdu_TRINITY_DN17369_c3_g2	81.9048576226688	0.744415297265287	0.240826858499932	3.09108087819655	0.00199429304966463	0.0167354566283242
Tpr_TRINITY_DN11366_c0_g1|Tdu_TRINITY_DN17359_c4_g3	92.121166310693	1.82701222189486	0.398143958645709	4.58882316865855	4.45751818150167e-06	0.000141111881662474
Tpr_TRINITY_DN7591_c0_g1|Tdu_TRINITY_DN21133_c2_g5	44.5113363006443	0.931676617486067	0.350057812282501	2.66149357276504	0.00777948261285195	0.0459424259238395
Tpr_TRINITY_DN11572_c4_g1|Tdu_TRINITY_DN18680_c1_g2	22.9941737672439	1.15730582312042	0.414275636870566	2.79356476731941	0.00521305886114091	0.0345566324640864
Tpr_TRINITY_DN12013_c2_g2|Tdu_TRINITY_DN16103_c0_g1	118.866206221605	0.636927154929619	0.193922211232046	3.28444663910869	0.0010218284588539	0.0101767435330007
Tpr_TRINITY_DN10248_c5_g1|Tdu_TRINITY_DN18223_c3_g1	102.195272106758	0.585127390018231	0.21128869494459	2.76932653766298	0.00561723063948022	0.0365063006598605
Tpr_TRINITY_DN14398_c0_g2|Tdu_TRINITY_DN17389_c3_g3	25.6799425071402	1.3445613218131	0.3841070608265	3.50048582527995	0.000464410935982615	0.00564899854027129
Tpr_TRINITY_DN14132_c3_g1|Tdu_TRINITY_DN20642_c1_g1	61.2205440675203	1.97008872629546	0.488041834468309	4.03672100864417	5.42034630447905e-05	0.00104039373120495
Tpr_TRINITY_DN14771_c8_g6|Tdu_TRINITY_DN18489_c3_g2	23.0416618240911	1.03846662354352	0.33954646156273	3.05839330135873	0.00222527307935314	0.018194554805274
Tpr_TRINITY_DN13112_c3_g9|Tdu_TRINITY_DN25069_c2_g1	321.455845258476	0.694551498265952	0.193555948356379	3.58837588905885	0.000332744325840192	0.00431868029740287
Tpr_TRINITY_DN14647_c0_g2|Tdu_TRINITY_DN20553_c6_g1	35.3642871053203	1.58433931549197	0.360916897550746	4.38976209272443	1.13474737826672e-05	0.000296505287173027
Tpr_TRINITY_DN15101_c2_g1|Tdu_TRINITY_DN20083_c6_g1	133.716068043564	1.2384616314593	0.238514180347782	5.1924025215334	2.07597568823065e-07	1.0679381183674e-05
Tpr_TRINITY_DN12896_c9_g2|Tdu_TRINITY_DN20213_c4_g1	16.7490839484343	1.40908225161871	0.479601048034332	2.93802996760307	0.00330305094205438	0.0243230157228798
Tpr_TRINITY_DN12392_c2_g3|Tdu_TRINITY_DN24619_c1_g4	112.684122202826	0.604892782920982	0.2211252330903	2.73552129020918	0.00622815572684594	0.0389338570342135
Tpr_TRINITY_DN14993_c1_g6|Tdu_TRINITY_DN17642_c0_g1	115.143972817748	1.06253157124263	0.299209529869726	3.55112877489314	0.000383582687696932	0.00483245689589617
Tpr_TRINITY_DN11639_c6_g4|Tdu_TRINITY_DN19840_c1_g1	56.483263162726	0.857959703326882	0.247301202846451	3.4692904581608	0.000521834954729984	0.00614322270306085
Tpr_TRINITY_DN14694_c0_g3|Tdu_TRINITY_DN13497_c0_g2	8.95650509831909	1.51607753076239	0.494394313669469	3.06653512964142	0.0021655535977308	0.0178391767179209
Tpr_TRINITY_DN11648_c0_g7|Tdu_TRINITY_DN17493_c6_g1	57.2131648466576	1.80568252104344	0.347672203342479	5.19363499205236	2.06227282584097e-07	1.06644338747808e-05
Tpr_TRINITY_DN12688_c3_g2|Tdu_TRINITY_DN20043_c0_g1	13.2319309301701	1.71681296744263	0.583462744861948	2.94245516540878	0.00325620932933537	0.0241091300943369
Tpr_TRINITY_DN11913_c7_g2|Tdu_TRINITY_DN24013_c0_g1	34.689635058243	1.09680938313217	0.37009199080587	2.96361285945118	0.00304050543569526	0.0229419955602461
Tpr_TRINITY_DN15536_c3_g1|Tdu_TRINITY_DN22668_c0_g3	12.3869204526063	1.32971869769652	0.502351089439293	2.64699077129643	0.00812115692646925	0.0472952045770854
Tpr_TRINITY_DN14293_c0_g7|Tdu_TRINITY_DN24970_c1_g2	316.262044079534	0.662274595504943	0.202362744972304	3.27271008107537	0.00106521678562711	0.0104792292745408
Tpr_TRINITY_DN12096_c4_g4|Tdu_TRINITY_DN23701_c1_g1	73.6222597200194	1.63818352545279	0.333605483653648	4.91054136014614	9.08252957768191e-07	3.63190868982851e-05
Tpr_TRINITY_DN10264_c7_g11|Tdu_TRINITY_DN22349_c4_g4	26.9061303534626	1.23989822330365	0.438928872137431	2.8248272146368	0.0047306118507719	0.0321792377755331
Tpr_TRINITY_DN11269_c3_g3|Tdu_TRINITY_DN24648_c1_g2	160.33633040139	1.15946501054056	0.250900987134019	4.62120545552587	3.81516709516797e-06	0.000125332269999096
Tpr_TRINITY_DN12079_c1_g3|Tdu_TRINITY_DN21811_c1_g1	49.6822081582559	1.28343716376145	0.322267244370286	3.98252439918088	6.81871220071192e-05	0.00125373683501176
Tpr_TRINITY_DN14996_c3_g1|Tdu_TRINITY_DN20072_c4_g1	325.953500702974	0.941974125778572	0.304185521796742	3.09670927207378	0.00195681685227079	0.0165147482366773
Tpr_TRINITY_DN11712_c1_g5|Tdu_TRINITY_DN12950_c0_g1	75.7837705970074	1.06397874444642	0.358734663982533	2.96592119823198	0.00301777801827619	0.0227879155095673
Tpr_TRINITY_DN11342_c7_g1|Tdu_TRINITY_DN14266_c0_g1	277.546741161438	0.709719854907376	0.226352739778977	3.13545952923028	0.00171585101534374	0.0149505003306264
Tpr_TRINITY_DN14054_c3_g5|Tdu_TRINITY_DN24606_c0_g3	18.9725889049764	1.24498496059479	0.408440961263517	3.04813933632761	0.00230263133037472	0.0186328708928669
Tpr_TRINITY_DN10604_c3_g2|Tdu_TRINITY_DN18035_c0_g1	20.2995102950022	1.73550636173411	0.414050405195228	4.19153402570832	2.7707462325955e-05	0.000612229542267242
Tpr_TRINITY_DN10765_c2_g4|Tdu_TRINITY_DN19409_c2_g1	23.2590162474711	1.29215903368629	0.422073639926843	3.06145400103703	0.0022026483312042	0.0180544046201692
Tpr_TRINITY_DN14185_c1_g5|Tdu_TRINITY_DN22570_c3_g1	112.665527190445	0.862987779952568	0.246896541715388	3.49534170854196	0.000473455189942825	0.00572443958166791
Tpr_TRINITY_DN12128_c2_g2|Tdu_TRINITY_DN19326_c5_g1	128.502681945008	1.49081448168421	0.298246433831088	4.99859952232835	5.77481991244771e-07	2.54633465514491e-05
Tpr_TRINITY_DN15796_c3_g1|Tdu_TRINITY_DN16663_c9_g1	133.132194844751	0.886276069872139	0.243905240787166	3.63369014545085	0.000279396370723658	0.00378027116936653
Tpr_TRINITY_DN13832_c2_g1|Tdu_TRINITY_DN22292_c5_g1	127.967834744447	1.03945391526344	0.280340978681355	3.70782009876951	0.000209051080393237	0.00303200810725992
Tpr_TRINITY_DN12055_c0_g1|Tdu_TRINITY_DN19592_c0_g1	66.1645182789688	0.945554441338466	0.244615671844298	3.86546959239933	0.000110875662846664	0.00185299309972335
Tpr_TRINITY_DN13612_c0_g1|Tdu_TRINITY_DN15599_c0_g1	4.2909352051833	1.65982735873508	0.625697889609737	2.65276163832093	0.00798362271932693	0.046736446457486
Tpr_TRINITY_DN13756_c1_g2|Tdu_TRINITY_DN25567_c4_g3	18.3340531701746	1.08009025791019	0.406892648306862	2.6544845732765	0.00794296713973302	0.0466195744332462
Tpr_TRINITY_DN9459_c0_g1|Tdu_TRINITY_DN18364_c0_g2	36.8416123640438	0.907094402800099	0.325148332224928	2.7897864233011	0.00527428213908664	0.0348403578139078
Tpr_TRINITY_DN8845_c0_g2|Tdu_TRINITY_DN15629_c0_g1	6.08578785757954	2.00005837780019	0.602054329522128	3.32205629911789	0.00089356662329189	0.0091898122265875
Tpr_TRINITY_DN11518_c1_g7|Tdu_TRINITY_DN20416_c4_g2	26.7507267267371	0.965765848244676	0.352488205134314	2.73985294877221	0.00614666786044842	0.0385507687695885
Tpr_TRINITY_DN9267_c0_g1|Tdu_TRINITY_DN18521_c0_g1	9.745510621929	2.08352786165799	0.579102700768614	3.59785554253611	0.000320851729960764	0.00419180731316709
Tpr_TRINITY_DN13348_c3_g2|Tdu_TRINITY_DN18868_c0_g1	25.0658814923498	1.2728321124993	0.370427538151062	3.43611632885737	0.000590117529829922	0.0067460542154284
Tpr_TRINITY_DN11193_c7_g1|Tdu_TRINITY_DN18049_c3_g1	130.002471906369	0.799095103883245	0.290296306649585	2.75268780752291	0.00591082325339109	0.037713954311204
Tpr_TRINITY_DN7787_c0_g1|Tdu_TRINITY_DN19122_c1_g4	7.05950467169423	1.76898932991966	0.626663163485843	2.82287109406523	0.00475957042189429	0.032308237721231
Tpr_TRINITY_DN10465_c4_g12|Tdu_TRINITY_DN17350_c1_g1	29.8271566038069	1.04043449564807	0.345161713631904	3.01433923450048	0.00257539661691714	0.0201882479248338
Tpr_TRINITY_DN15271_c1_g1|Tdu_TRINITY_DN24587_c11_g1	13.6278871198719	1.62606672138044	0.46304188016899	3.51170550876952	0.000445241072547422	0.00546291437708185
Tpr_TRINITY_DN11161_c4_g1|Tdu_TRINITY_DN24154_c0_g7	12.424571201354	1.78220621423828	0.509071920399193	3.50089278709528	0.000463702350605438	0.00564733429954367
Tpr_TRINITY_DN12775_c0_g3|Tdu_TRINITY_DN22675_c1_g2	25.7367830945352	2.61244292795343	0.564284898386557	4.62965238910895	3.66280087525061e-06	0.000122957140674011
Tpr_TRINITY_DN13714_c5_g1|Tdu_TRINITY_DN19870_c3_g1	89.0336383422963	1.06706400012482	0.393339077981338	2.7128349555328	0.00667103231159152	0.0411297042082331
Tpr_TRINITY_DN13028_c1_g1|Tdu_TRINITY_DN18103_c1_g2	138.32749492958	1.31180916642807	0.257336837670046	5.09763459559589	3.43923871257391e-07	1.64103192097065e-05
