Tdu_4	Tdu_5	Tdu_6	Tpr_1	Tpr_2	Tpr_3
Tpr_TRINITY_DN13468_c1_g1|Tdu_TRINITY_DN3725_c0_g1	4.19603818671472	4.20708981073073	3.98000917379062	4.67801110207612	4.68789076220091	5.05225621297748
Tpr_TRINITY_DN11861_c2_g3|Tdu_TRINITY_DN19921_c3_g1	7.72529125484959	7.2966210323223	7.21068820631203	7.47527720651014	7.63649160969427	7.09012439856792
Tpr_TRINITY_DN15563_c2_g9|Tdu_TRINITY_DN24709_c4_g1	4.93300378088093	5.88296080765009	5.21563742228376	5.58724563815294	5.17331758937115	4.78306958016209
Tpr_TRINITY_DN15751_c1_g1|Tdu_TRINITY_DN18129_c2_g1	5.97182302977145	6.18045468422726	5.53360750360244	6.00695962464126	5.84277636417908	5.83751736418447
Tpr_TRINITY_DN13559_c0_g1|Tdu_TRINITY_DN14654_c0_g1	8.9987014134476	8.24828149805084	8.32272907028304	9.17999388384069	8.21562839422912	8.64487228624207
Tpr_TRINITY_DN14591_c12_g2|Tdu_TRINITY_DN23289_c1_g1	5.41843060805117	5.81532209077473	5.92063062671169	6.37574153295923	5.63898116171997	5.68749192017986
Tpr_TRINITY_DN11319_c1_g1|Tdu_TRINITY_DN21763_c2_g1	4.57790882205836	7.50417383464061	4.64052270751895	4.449742114403	7.18358592482498	5.56375655175761
Tpr_TRINITY_DN10902_c0_g1|Tdu_TRINITY_DN23673_c3_g1	4.50919607197435	3.97882082305761	5.13433732018191	4.60586131632029	5.05898491389216	5.2790270748245
Tpr_TRINITY_DN10325_c1_g2|Tdu_TRINITY_DN17573_c2_g3	6.53534835983032	6.00940914289103	6.58805528762482	8.30059867509719	8.08295356171849	7.84196326921566
Tpr_TRINITY_DN15383_c4_g6|Tdu_TRINITY_DN14116_c0_g1	6.18506706889372	5.92635340316348	6.32043361229537	6.66918725168911	6.37196140793499	7.10499767504945
Tpr_TRINITY_DN12392_c2_g3|Tdu_TRINITY_DN24619_c1_g4	7.14599750421513	6.78617574511521	6.81371542279518	6.66918725168911	6.80336797962085	6.69733970613621
Tpr_TRINITY_DN12194_c4_g3|Tdu_TRINITY_DN17566_c4_g1	9.16426860622133	8.28624934824986	8.95507127204072	8.31198094353373	8.62523515435115	8.35875426729523
Tpr_TRINITY_DN11115_c4_g2|Tdu_TRINITY_DN18655_c3_g1	4.98453408152101	5.64395367246275	5.50154629437014	5.29773902095795	5.67824059216719	5.64741448080452
Tpr_TRINITY_DN14305_c2_g3|Tdu_TRINITY_DN23093_c0_g1	6.72907289539202	7.06385692691341	6.99735641735452	6.43940017018154	6.50892062115559	6.18416788848306
Tpr_TRINITY_DN12004_c0_g3|Tdu_TRINITY_DN19921_c4_g2	5.08238140491915	5.38869661722068	5.71231339058696	4.87504794913567	4.38980940926792	5.11237720541505
Tpr_TRINITY_DN14993_c1_g6|Tdu_TRINITY_DN17642_c0_g1	6.77369588681264	7.27160257228546	7.48933723667493	6.03470461512416	6.50892062115559	6.23913434770099
Tpr_TRINITY_DN8954_c0_g1|Tdu_TRINITY_DN25282_c1_g6	5.6908028784643	5.83822249288481	5.32959361158085	5.72985003359574	5.42485635636712	5.42840469886273
Tpr_TRINITY_DN11639_c6_g4|Tdu_TRINITY_DN19840_c1_g1	5.89311105375741	6.21586002035846	6.22548520824011	5.54927778795392	5.27925103412022	5.38031041066168
Tpr_TRINITY_DN11348_c2_g11|Tdu_TRINITY_DN19985_c7_g1	5.72149967568721	6.63744036550408	6.01449755017591	6.14063805987322	6.00596653159267	6.91551987618574
Tpr_TRINITY_DN10358_c2_g3|Tdu_TRINITY_DN24423_c3_g1	7.11164599942435	7.01444473278833	7.05371885997363	6.88270152167911	7.03271925919835	6.82858423941446
Tpr_TRINITY_DN10178_c0_g2|Tdu_TRINITY_DN16896_c1_g2	7.14599750421513	7.05410895036185	7.37895968890183	7.18464524211232	7.47866280006291	7.72166903549795
Tpr_TRINITY_DN9253_c0_g1|Tdu_TRINITY_DN15559_c0_g1	5.03428711671811	4.82681772961256	5.32959361158085	6.00695962464126	5.69747681103011	5.17009270327134
