Tdu4	Tdu5	Tdu6	Tpr1	Tpr2	Tpr3	Tms1	Tms2	Tms3
Tpr_TRINITY_DN10516_c1_g3|Tdu_TRINITY_DN19561_c1_g1	8.25683854782704	8.20974131094429	8.13111833897011	7.60873980075792	7.35468910949996	7.448585736107	8.41446631045803	7.88419435513645	8.07103978745694
Tpr_TRINITY_DN12927_c1_g1|Tdu_TRINITY_DN22980_c2_g1	4.72131497984039	3.72564763807272	3.56456787536284	3.72959419563231	3.60438887683215	3.59941063835477	4.77659227869844	4.58302482041589	2.82656783264957
Tpr_TRINITY_DN11462_c1_g3|Tdu_TRINITY_DN18955_c5_g2	3.07361672377127	5.09648533344103	4.39855792392391	6.57568151217863	7.18591229358653	6.67181913388282	5.34487603827296	4.09759799324565	4.010992403787
Tpr_TRINITY_DN14614_c1_g6|Tdu_TRINITY_DN1401_c0_g1	6.01221617910713	6.94981568429902	6.07442892084327	6.80488232293655	7.02585264527042	7.05884225699207	5.64653173813406	5.91862785220033	5.09505666857548
Tpr_TRINITY_DN13868_c2_g1|Tdu_TRINITY_DN24297_c1_g3	2.86716584630385	4.64902635646981	3.43332334208458	1.65920486774091	3.1189620496619	4.55634191646289	5.8012543329327	5.40016076326608	5.43322540447005
Tpr_TRINITY_DN15138_c2_g2|Tdu_TRINITY_DN19397_c1_g1	6.28566720088626	6.5471467424506	6.8025571517503	7.18902581426961	6.96294589371023	5.66169491660912	4.0060741248212	2.51263549252449	3.45459905526262
Tpr_TRINITY_DN12667_c4_g3|Tdu_TRINITY_DN18652_c6_g1	5.31647324766744	5.78652988021974	5.54880055950452	6.9739013933972	6.32685490130324	6.17015927985623	6.51852412575799	5.54825940225521	6.16155208036238
Tpr_TRINITY_DN11436_c1_g7|Tdu_TRINITY_DN21318_c0_g1	5.93491045293968	5.55416717012837	5.14953037608399	6.15745573526874	5.67477820472354	5.77873433779934	5.27616328818895	5.74529624931476	5.09505666857548
Tpr_TRINITY_DN12744_c2_g1|Tdu_TRINITY_DN24940_c1_g1	6.92827736060723	7.14843741307575	7.59942663257449	7.07198639307939	6.70872553664688	6.5006324838766	6.57682276632266	7.30964847036063	5.7069862168969
Tpr_TRINITY_DN13468_c0_g1|Tdu_TRINITY_DN18421_c6_g3	4.83915147013425	4.70055665710989	5.1070951097636	5.40336596331132	5.29528482230237	5.66169491660912	4.96300540292932	5.0486883927647	4.65253843287453
Tpr_TRINITY_DN30483_c0_g1|Tdu_TRINITY_DN9825_c0_g1	4.78143597227796	3.82186295333203	3.43332334208458	4.381670892212	2.3819964554957	3.75987531054802	5.12806464919981	5.144903708024	3.89069817006929
Tpr_TRINITY_DN515_c0_g1|Tdu_TRINITY_DN16868_c4_g5	6.71362058805039	6.19858352105977	5.48394941515455	6.73815620913573	5.1616063870704	6.28013212188136	7.94651728014075	7.13322190297637	6.801764441649
Tpr_TRINITY_DN13052_c1_g1|Tdu_TRINITY_DN19025_c1_g1	8.29858308877155	8.11796506085148	8.43546861391614	8.44318528142471	8.57182101437571	8.68936733509367	8.48466532174196	8.31482870946631	8.125359428739
Tpr_TRINITY_DN10426_c1_g11|Tdu_TRINITY_DN14901_c0_g1	3.25418896941309	3.25998406572391	3.12846876055616	4.82912986918322	3.90137061458928	4.03550975316145	6.10843584245088	4.58302482041589	5.09505666857548
Tpr_TRINITY_DN11118_c1_g2|Tdu_TRINITY_DN24387_c2_g2	4.89464658272595	5.09648533344103	4.82236563283048	4.09216427501702	4.30799587405192	4.93821255180653	4.87280759395774	4.83456358741185	5.20002622817702
Tpr_TRINITY_DN12437_c6_g1|Tdu_TRINITY_DN18152_c3_g1	6.61793723999508	6.51871833412408	6.67763053984947	5.26801411041644	5.41762036522642	5.77873433779934	6.48846689190181	6.76056300596807	6.4651682969728
Tpr_TRINITY_DN12134_c0_g2|Tdu_TRINITY_DN21624_c3_g1	7.12672806023084	7.3147498691548	7.56848292536622	8.22906047607186	8.06569290980221	8.03942480316483	7.56966297474979	8.15070932970521	7.88677246685549
Tpr_TRINITY_DN8165_c0_g1|Tdu_TRINITY_DN15693_c0_g1	3.41465364160634	5.01741376244983	5.41604535065275	4.5467301384825	4.8501452912341	3.41883839271295	1.50357378429202	2.51263549252449	3.06757593215337
Tpr_TRINITY_DN12330_c1_g4|Tdu_TRINITY_DN20630_c0_g1	5.31647324766744	5.58191216061127	5.93582368261377	5.67712677573817	5.97495174697039	6.08180340543538	4.87280759395774	5.74529624931476	5.20002622817702
Tpr_TRINITY_DN11324_c0_g1|Tdu_TRINITY_DN11585_c0_g1	7.46593414655003	7.22081346844323	7.10170185099338	8.16699950793961	7.89084762817727	8.27017101183116	8.10348662647915	8.37558274054541	7.75515349935741
Tpr_TRINITY_DN14194_c1_g7|Tdu_TRINITY_DN8757_c0_g1	4.12092243854963	4.8900344559736	4.82236563283048	3.58520428629713	4.8149558627718	4.46614410749131	4.87280759395774	5.23510151699558	4.22511720913985
Tpr_TRINITY_DN10288_c2_g1|Tdu_TRINITY_DN23604_c4_g1	6.58457864304865	6.21639479717623	7.00100785137391	6.9739013933972	6.71827984336013	6.54537079864188	6.60511181075408	6.56574682898405	7.03247213119745
Tpr_TRINITY_DN14549_c5_g3|Tdu_TRINITY_DN19459_c2_g1	3.25418896941309	3.72564763807272	4.82236563283048	3.42473961410389	3.60438887683215	4.2668352992679	3.61905100171196	2.99806231969473	4.65253843287453
Tpr_TRINITY_DN12493_c7_g1|Tdu_TRINITY_DN18655_c4_g1	3.07361672377127	3.39122859900216	3.43332334208458	2.50720177429586	3.68455922551613	2.31930271916204	4.16653879701445	4.09759799324565	4.22511720913985
Tpr_TRINITY_DN13630_c0_g7|Tdu_TRINITY_DN24974_c6_g2	8.80516204215323	8.43941928644869	9.01685388731261	8.69702633317588	9.07222728867675	9.20369131627571	8.43824753641408	7.7529498218582	8.70921088201142
Tpr_TRINITY_DN12143_c3_g1|Tdu_TRINITY_DN20625_c4_g1	8.20289974071624	8.20528854493766	8.14691442787698	8.0132338057953	7.77202206676647	7.80196664403705	8.03235344962005	7.9654944572383	7.87888886777966
Tpr_TRINITY_DN11809_c7_g3|Tdu_TRINITY_DN17369_c3_g2	6.15541081493492	6.82766857501323	6.44188535558801	5.9071323811845	6.15458595939263	6.14130441718404	7.35323951120759	6.84891888038892	6.86698210109548
Tpr_TRINITY_DN10769_c4_g1|Tdu_TRINITY_DN17328_c4_g1	8.65255543686466	8.90795636397087	9.18183569007883	8.80284317766295	9.28165548187314	9.39306175777953	9.41246673281169	9.38792409074718	8.80800538162315
Tpr_TRINITY_DN12636_c2_g10|Tdu_TRINITY_DN19969_c1_g5	1.48865422305012	0.452629143666306	-0.958994080694176	3.03771649099464	5.01426467099521	-0.488052202895566	4.16653879701445	5.0486883927647	6.0536367411955
Tpr_TRINITY_DN11075_c8_g1|Tdu_TRINITY_DN16663_c7_g1	2.33665112960507	2.56810636108624	2.50043753794312	4.09216427501702	3.96695895621686	4.46614410749131	4.0060741248212	4.09759799324565	4.41153033337073
Tpr_TRINITY_DN12193_c2_g1|Tdu_TRINITY_DN21687_c3_g1	4.02470712329033	4.0771200085741	4.87389593347057	4.6226789917158	4.70392455038306	4.36992879223201	3.82550187917938	2.51263549252449	3.61506372745586
Tpr_TRINITY_DN11366_c0_g1|Tdu_TRINITY_DN17359_c4_g3	6.44285053343699	7.5365516272114	5.98352042464506	4.95198661696876	5.48633311531043	5.44268513466732	7.36982239540319	7.82733201818078	7.44928525536615
Tpr_TRINITY_DN14222_c1_g6|Tdu_TRINITY_DN17376_c1_g4	6.30627748056155	6.4450954709809	6.26017443976799	5.44580122963172	5.61465721228597	5.44268513466732	6.36155477941959	7.59158683391931	5.38950402704073
Tpr_TRINITY_DN15390_c2_g2|Tdu_TRINITY_DN18344_c3_g3	8.71169056095199	8.78503872242199	8.77402124099179	8.90523284826901	9.28165548187314	9.36837332572997	9.14019840483567	8.85248549540911	9.10691682378554
Tpr_TRINITY_DN14752_c6_g5|Tdu_TRINITY_DN21255_c1_g1	6.71362058805039	6.79247914655093	7.0125494732566	5.96663339293316	6.61976410271906	6.45446230244367	6.29365071491779	6.21307521066558	6.40055921554973
Tpr_TRINITY_DN7591_c0_g1|Tdu_TRINITY_DN21133_c2_g5	5.57611706430046	5.71315669388953	5.38085592219045	5.00970211482504	4.8149558627718	5.23986825166763	6.22239203174797	6.02359741180187	6.35582090078444
Tpr_TRINITY_DN10588_c1_g1|Tdu_TRINITY_DN18547_c0_g3	6.60135435579948	6.21639479717623	7.18566416213771	6.0787437592547	6.62992396893928	6.89565208957849	7.56966297474979	7.67452317490138	6.91403067389991
Tpr_TRINITY_DN12632_c2_g1|Tdu_TRINITY_DN23203_c1_g1	4.72131497984039	4.97619109972332	5.48394941515455	6.10546109763047	6.35162280645218	5.66169491660912	5.8012543329327	5.61697215233923	5.03956155598377
Tpr_TRINITY_DN13531_c2_g5|Tdu_TRINITY_DN23075_c3_g1	8.40751746032471	8.51692282046247	8.58597035209506	9.44449384844493	9.80321975472084	10.2626547833294	9.47128038108514	9.88593568913288	9.25130673312071
Tpr_TRINITY_DN4033_c0_g1|Tdu_TRINITY_DN17606_c4_g3	7.03091227281703	6.8844749306317	6.49221703113815	7.13817667277385	6.88873378891135	7.07419022132551	6.66007826997201	7.26752299468796	6.75084050648633
Tpr_TRINITY_DN15099_c2_g1|Tdu_TRINITY_DN19880_c1_g2	7.03091227281703	7.07223778719435	6.72048601881127	6.20764149243695	6.93043308019174	7.41281460508518	7.71951118349117	7.59158683391931	7.19368470130319
Tpr_TRINITY_DN11572_c4_g1|Tdu_TRINITY_DN18680_c1_g2	4.83915147013425	5.4375222512761	4.92364896866767	4.5467301384825	3.51949997924563	3.21238751524553	5.27616328818895	5.144903708024	5.55696077289229
Tpr_TRINITY_DN11070_c2_g1|Tdu_TRINITY_DN18679_c0_g3	8.39313832095154	8.68624882042601	8.8911927569516	8.21072088536893	8.67600446492562	8.48061459029964	8.19938205370147	8.54385422313521	7.91788299939552
Tpr_TRINITY_DN13147_c4_g4|Tdu_TRINITY_DN19998_c2_g1	4.83915147013425	5.52587812569694	5.58016473041386	6.10546109763047	5.99080569817122	6.40676556041238	6.22239203174797	5.86313273960862	6.10860320041342
Tpr_TRINITY_DN14163_c3_g1|Tdu_TRINITY_DN19590_c0_g4	5.57611706430046	6.73185278759943	6.63346295657391	6.3485040282768	6.51402484917948	6.40676556041238	6.29365071491779	6.34045451714181	6.52700755079067
Tpr_TRINITY_DN14623_c0_g3|Tdu_TRINITY_DN21734_c3_g4	8.23550440614817	6.18054959822951	7.28417990277878	6.18276682379792	6.26300841927861	6.52317505252769	6.51852412575799	6.49448814581423	7.28002555024224
Tpr_TRINITY_DN13313_c2_g11|Tdu_TRINITY_DN17059_c4_g2	5.43351266885766	6.47499695669476	6.11782151635666	5.40336596331132	6.18246499196806	6.40676556041238	6.73879024598605	7.08552516094507	6.1353205387892
Tpr_TRINITY_DN11787_c0_g1|Tdu_TRINITY_DN18867_c0_g1	7.79972132530571	7.77755972671519	7.85798954256121	7.25016610908351	7.87811788346218	7.967275017409	8.03235344962005	7.46683180291136	7.45989335493213
Tpr_TRINITY_DN12013_c2_g2|Tdu_TRINITY_DN16103_c0_g1	6.92827736060723	7.1108406264181	7.13376306022568	6.41409236990438	6.72777129233743	6.75035253642951	7.69339834317204	7.40987591809929	7.35012978870659
Tpr_TRINITY_DN12251_c1_g3|Tdu_TRINITY_DN20923_c1_g2	4.02470712329033	4.75030969230699	4.17028893625079	4.09216427501702	4.70392455038306	4.15580398687916	5.84934862113375	5.40016076326608	5.20002622817702
Tpr_TRINITY_DN12271_c0_g1|Tdu_TRINITY_DN23805_c0_g1	4.3761794937917	5.78652988021974	5.95986915658042	5.99548825560534	5.92631697171951	6.05110660821247	6.25846128645549	4.83456358741185	4.010992403787
Tpr_TRINITY_DN13225_c1_g4|Tdu_TRINITY_DN22117_c2_g1	4.78143597227796	5.34340007391155	5.1070951097636	5.40336596331132	5.39396909716177	5.57803698756221	6.14742997406674	4.71426935369414	5.67091696218938
Tpr_TRINITY_DN10248_c5_g1|Tdu_TRINITY_DN18223_c3_g1	6.49764300627737	6.97095445135717	6.815792978907	6.61340117812779	6.68942498068795	6.5006324838766	6.97389371907205	7.59158683391931	7.57170735826148
Tpr_TRINITY_DN13502_c4_g7|Tdu_TRINITY_DN24579_c0_g2	4.02470712329033	3.25998406572391	3.9952022296927	3.42473961410389	3.96695895621686	3.75987531054802	1.50357378429202	3.65013901627442	3.2740268096208
Tpr_TRINITY_DN13532_c5_g2|Tdu_TRINITY_DN17433_c0_g1	4.02470712329033	3.25998406572391	3.79589342146929	3.72959419563231	2.99866781594419	1.8338758919918	3.08853628501318	3.65013901627442	2.53706121545459
Tpr_TRINITY_DN10187_c2_g6|Tdu_TRINITY_DN20971_c8_g1	6.17795338358601	6.5471467424506	6.02969060607799	6.02377730003677	5.87598529616936	5.48922772060435	6.73879024598605	6.76056300596807	5.51688333351696
Tpr_TRINITY_DN8303_c0_g1|Tdu_TRINITY_DN16034_c0_g1	5.39554481865864	6.10607138227023	5.80919024408275	5.99548825560534	5.94271140997018	5.6204722538826	5.98470047402864	6.2567965880949	5.87493085421097
Tpr_TRINITY_DN13700_c1_g3|Tdu_TRINITY_DN5114_c0_g1	4.59299088286485	2.95512948419549	2.74144563744692	4.5467301384825	5.21657284628833	4.55634191646289	4.77659227869844	3.65013901627442	4.85898931034195
Tpr_TRINITY_DN13660_c2_g1|Tdu_TRINITY_DN19486_c2_g2	3.41465364160634	3.99694965989012	3.56456787536284	3.24416736846207	3.76050807874943	4.72140116273338	5.34487603827296	5.61697215233923	5.14849592753694
Tpr_TRINITY_DN12056_c4_g1|Tdu_TRINITY_DN21708_c3_g1	4.9996161423275	5.17144739112225	4.25045928493477	3.42473961410389	4.58363031666535	4.93821255180653	5.41046437990054	6.21307521066558	5.29787355157516
Tpr_TRINITY_DN15115_c0_g2|Tdu_TRINITY_DN22684_c1_g2	6.44285053343699	6.85066021763946	7.00100785137391	6.75512928773945	7.19278228295358	7.07419022132551	6.54796790365047	6.98512326398723	5.63392275470718
Tpr_TRINITY_DN12619_c0_g1|Tdu_TRINITY_DN22380_c3_g1	5.27525058494092	5.78652988021974	5.06337373233428	5.00970211482504	5.01426467099521	5.00380089343411	5.41046437990054	6.2992318544153	5.47566067079045
Tpr_TRINITY_DN10216_c4_g1|Tdu_TRINITY_DN22573_c1_g1	8.31393105310498	6.90658563223745	7.39415274480391	7.12517933224498	7.22664991897628	7.43676030071022	7.79512823013586	7.84175908881606	8.08481263707867
Tpr_TRINITY_DN14380_c1_g11|Tdu_TRINITY_DN22947_c0_g5	4.12092243854963	5.71315669388953	4.71343126127732	5.21991982221539	5.73249370257983	5.00380089343411	4.96300540292932	5.54825940225521	5.09505666857548
Tpr_TRINITY_DN13142_c6_g2|Tdu_TRINITY_DN25031_c3_g3	7.13826968211353	6.93912900550177	7.66671476237029	7.08546962244301	7.21993969738673	7.05884225699207	6.88439556823295	7.15649168229921	7.10184583423812
Tpr_TRINITY_DN8046_c0_g1|Tdu_TRINITY_DN12539_c0_g1	3.07361672377127	3.72564763807272	3.8989869144334	4.381670892212	3.60438887683215	3.75987531054802	4.16653879701445	4.9455948998006	4.010992403787
Tpr_TRINITY_DN10178_c0_g1|Tdu_TRINITY_DN16896_c1_g1	6.6824259664468	6.42990906716622	6.35388887459018	6.78848788468588	6.11173048043083	6.54537079864188	7.35323951120759	7.26752299468796	7.26800302199303
Tpr_TRINITY_DN12353_c4_g2|Tdu_TRINITY_DN22438_c1_g2	8.44981448118676	8.46199124687	8.7010018117358	8.4793838301561	7.92425450526262	7.98362301149648	8.55885621979321	8.64603461794169	8.49384068685547
Tpr_TRINITY_DN10603_c5_g6|Tdu_TRINITY_DN18338_c3_g1	2.62615774680005	2.95512948419549	3.43332334208458	4.09216427501702	4.14753120185868	3.90426521988319	3.82550187917938	4.09759799324565	2.82656783264957
Tpr_TRINITY_DN12429_c1_g2|Tdu_TRINITY_DN21784_c3_g2	3.92161363032622	3.99694965989012	4.5328590156355	3.58520428629713	3.22999336205065	3.41883839271295	4.44217323962788	4.43863491108071	4.92172506568991
Tpr_TRINITY_DN14932_c0_g2|Tdu_TRINITY_DN21704_c6_g1	7.62205334846732	7.75945034616346	7.90209282530122	6.88417123274119	7.50577299613412	7.20543475460376	7.90160485826517	7.57441169011118	7.61980164646253
Tpr_TRINITY_DN10290_c1_g5|Tdu_TRINITY_DN23088_c1_g2	4.72131497984039	5.20751664582977	5.19075303881051	3.98113296262827	4.54119505034495	5.00380089343411	5.8012543329327	5.74529624931476	5.29787355157516
Tpr_TRINITY_DN15427_c0_g1|Tdu_TRINITY_DN20342_c1_g1	7.61380935437241	7.8704816585522	7.95089900307587	7.66370625997585	7.9447476771267	7.99172806113353	7.6533209037967	7.62533562527385	7.38394450169883
Tpr_TRINITY_DN15652_c2_g2|Tdu_TRINITY_DN19326_c5_g5	4.12092243854963	3.9120607623036	4.32640813816807	5.93718961504068	5.41762036522642	5.77873433779934	3.08853628501318	3.65013901627442	5.03956155598377
Tpr_TRINITY_DN13277_c0_g2|Tdu_TRINITY_DN14770_c0_g1	4.452128347025	5.49702326302476	5.80919024408275	4.381670892212	4.70392455038306	4.15580398687916	4.44217323962788	4.27817023888747	2.53706121545459
Tpr_TRINITY_DN12172_c2_g9|Tdu_TRINITY_DN13632_c0_g1	5.9081931145639	5.92294907844634	5.72750644648904	5.52710133173357	5.1893513775533	5.29330751062909	6.10843584245088	5.74529624931476	5.38950402704073
Tpr_TRINITY_DN10237_c6_g4|Tdu_TRINITY_DN20791_c2_g4	7.23818849071938	7.28973140911796	7.15474808535501	7.27391471185612	7.27276738574094	7.27349902954891	7.38621683365386	7.46683180291136	7.79758876567781
Tpr_TRINITY_DN10402_c2_g1|Tdu_TRINITY_DN22665_c0_g1	6.13251041282484	5.94448223999598	5.01828584280574	6.49714810963194	6.3016543471781	6.65149914950323	6.99542688062169	6.90495291530325	7.20634000210922
Tpr_TRINITY_DN1450_c0_g1|Tdu_TRINITY_DN20003_c0_g1	6.03709084774616	3.51152283271987	3.56456787536284	1.65920486774091	2.99866781594419	1.8338758919918	4.0060741248212	1.77566989835828	4.22511720913985
Tpr_TRINITY_DN14398_c0_g2|Tdu_TRINITY_DN17389_c3_g3	4.94808584168741	3.62255414510862	4.65571576342103	4.09216427501702	4.30799587405192	4.15580398687916	6.32800221970856	5.91862785220033	5.20002622817702
Tpr_TRINITY_DN14658_c3_g7|Tdu_TRINITY_DN20012_c3_g1	4.29600914510772	3.82186295333203	5.1070951097636	3.42473961410389	3.83265786450526	3.21238751524553	4.96300540292932	4.09759799324565	5.51688333351696
Tpr_TRINITY_DN9916_c0_g1|Tdu_TRINITY_DN17297_c0_g1	5.0493691775246	5.37546128314385	5.48394941515455	4.76354152755565	4.74189240058208	5.06653664878207	4.16653879701445	4.83456358741185	4.65253843287453
Tpr_TRINITY_DN14132_c3_g1|Tdu_TRINITY_DN20642_c1_g1	7.13826968211353	5.13445318364005	4.92364896866767	4.19525776798112	4.02969471156482	4.93821255180653	7.40242706083512	6.76056300596807	6.73345842825809
Tpr_TRINITY_DN13550_c0_g1|Tdu_TRINITY_DN10834_c0_g2	3.07361672377127	2.77455723855367	1.84836084136343	5.00970211482504	4.88449679602488	5.00380089343411	5.69997099709552	4.83456358741185	5.24977926337412
