Tdu4	Tdu5	Tdu6	Tpr1	Tpr2	Tpr3	Tms1	Tms2	Tms3
Tpr_TRINITY_DN10754_c4_g5|Tdu_TRINITY_DN23756_c4_g4	6.51545428239383	7.23835404975237	6.74836505138671	6.51718586286848	6.55725490124105	6.7116201419408	5.69997099709552	7.46683180291136	5.38950402704073
Tpr_TRINITY_DN10341_c6_g3|Tdu_TRINITY_DN18518_c1_g1	5.31647324766744	3.9120607623036	4.87389593347057	4.6226789917158	4.08981570400239	4.6412308140494	5.12806464919981	5.23510151699558	4.85898931034195
Tpr_TRINITY_DN11206_c4_g6|Tdu_TRINITY_DN19028_c1_g1	3.55904355094152	4.1530688618074	4.17028893625079	4.5467301384825	3.90137061458928	3.59941063835477	4.0060741248212	4.58302482041589	4.79340096871438
Tpr_TRINITY_DN13146_c3_g2|Tdu_TRINITY_DN25407_c4_g4	6.58457864304865	5.58191216061127	6.78919876889529	5.78022026870228	6.14044177707236	5.70177235598445	5.27616328818895	4.43863491108071	4.85898931034195
Tpr_TRINITY_DN13549_c1_g3|Tdu_TRINITY_DN14081_c0_g1	4.83915147013425	5.13445318364005	5.38085592219045	5.11863648637821	5.32059591083156	5.34483781126918	5.53332112768607	6.16798732113704	5.59595490450816
Tpr_TRINITY_DN10119_c1_g1|Tdu_TRINITY_DN16521_c0_g1	4.02470712329033	4.59558709750835	4.71343126127732	4.89186562453119	4.4523857833871	5.06653664878207	5.64653173813406	5.144903708024	6.26195397732022
Tpr_TRINITY_DN12180_c2_g1|Tdu_TRINITY_DN17895_c7_g6	4.78143597227796	3.62255414510862	4.87389593347057	4.381670892212	4.20302631445038	5.34483781126918	4.16653879701445	5.80541724175233	4.85898931034195
Tpr_TRINITY_DN10303_c6_g2|Tdu_TRINITY_DN18014_c2_g5	7.75544076374502	8.17372833237349	8.02114549694498	8.24115861858973	8.23831822670158	8.39153104671722	7.36982239540319	8.02991118573407	7.84691647804138
Tpr_TRINITY_DN14787_c0_g7|Tdu_TRINITY_DN18561_c2_g2	3.07361672377127	3.62255414510862	3.28893343274941	4.69482877747163	4.14753120185868	2.68187279854675	3.82550187917938	3.89114711577822	3.61506372745586
Tpr_TRINITY_DN10989_c6_g2|Tdu_TRINITY_DN23403_c7_g1	9.50546251073667	8.65393627059362	9.10305205702631	9.44449384844493	9.33541691480666	9.39306175777953	9.70488091121933	9.46450299685139	9.90143909646691
Tpr_TRINITY_DN11650_c4_g7|Tdu_TRINITY_DN21988_c4_g2	7.07961546439272	7.40294201956595	7.09085446875639	9.63304570727406	9.77030081576784	8.34167053219049	7.13777980403303	6.53055740052175	7.12868744645676
Tpr_TRINITY_DN5915_c0_g1|Tdu_TRINITY_DN5065_c0_g1	4.59299088286485	5.01741376244983	5.23083047818584	5.9071323811845	5.32059591083156	2.68187279854675	-0.0813887164291367	0.190707397637127	-0.632863785987723
Tpr_TRINITY_DN13084_c2_g2|Tdu_TRINITY_DN19082_c4_g1	7.38104524896352	7.49337548600962	7.79254997839492	7.66370625997585	7.7442325390366	7.75512178057738	7.26733943780194	7.35057873441552	7.72907998774752
Tpr_TRINITY_DN12570_c0_g5|Tdu_TRINITY_DN22998_c3_g1	5.64245955912915	5.81018114828439	5.19075303881051	5.64105752103065	5.78798881517154	5.85179779998906	4.56246747334559	5.61697215233923	4.22511720913985
Tpr_TRINITY_DN13955_c3_g5|Tdu_TRINITY_DN20191_c0_g5	7.95788901671777	8.47314616100682	8.28179725146778	8.59230534267228	8.34701109754637	8.29658264266195	8.7419785236171	7.46683180291136	8.86897339891457
Tpr_TRINITY_DN12433_c2_g4|Tdu_TRINITY_DN24501_c0_g1	6.98050731937979	6.53300256013033	6.8025571517503	7.22602002175181	7.03352657315584	7.14857241764808	7.63971047227805	7.22413039917458	7.71143212192809
Tpr_TRINITY_DN10603_c5_g3|Tdu_TRINITY_DN18165_c3_g4	4.29600914510772	3.99694965989012	3.8989869144334	3.98113296262827	2.99866781594419	3.41883839271295	4.56246747334559	5.0486883927647	4.72468821863036
Tpr_TRINITY_DN10450_c6_g1|Tdu_TRINITY_DN16809_c0_g3	4.21112024752121	1.67502156500275	3.12846876055616	4.76354152755565	4.8501452912341	5.06653664878207	3.82550187917938	3.89114711577822	2.82656783264957
Tpr_TRINITY_DN12689_c3_g2|Tdu_TRINITY_DN19053_c1_g2	6.03709084774616	5.46757948513228	5.61086152763677	6.41409236990438	5.65501494990211	6.43081103437903	6.10843584245088	6.53055740052175	6.98918803346865
Tpr_TRINITY_DN9814_c0_g1|Tdu_TRINITY_DN18489_c2_g2	2.33665112960507	3.51152283271987	3.12846876055616	3.58520428629713	3.90137061458928	3.41883839271295	3.08853628501318	4.9455948998006	4.12202371617575
Tpr_TRINITY_DN12247_c1_g2|Tdu_TRINITY_DN18710_c0_g1	6.94151318776393	7.28129457196932	7.22588126221411	7.15105796407059	7.12974188841515	6.97955334718743	7.62597041565175	7.17939208440929	6.94456504204803
Tpr_TRINITY_DN12019_c3_g4|Tdu_TRINITY_DN22016_c2_g1	6.0615438914707	6.28551915783105	5.30779246000073	4.82912986918322	4.35774890924902	4.86949980172252	6.51852412575799	6.56574682898405	6.30965071935152
Tpr_TRINITY_DN11715_c6_g6|Tdu_TRINITY_DN21041_c6_g1	8.54393665855131	8.7272014293278	8.65755476308481	8.22906047607186	8.47087301076498	8.17372589487642	8.12318242782007	8.58731217881899	8.31842092897925
Tpr_TRINITY_DN8297_c0_g1|Tdu_TRINITY_DN20050_c3_g5	4.21112024752121	4.35951973927483	2.94789651491434	-0.662723227146451	0.0600683606083361	-0.488052202895566	-0.0813887164291367	3.89114711577822	1.68906430889964
Tpr_TRINITY_DN10873_c1_g2|Tdu_TRINITY_DN25477_c4_g2	3.41465364160634	5.31061013879388	4.46727067400792	3.42473961410389	3.51949997924563	3.59941063835477	4.0060741248212	4.43863491108071	4.22511720913985
Tpr_TRINITY_DN13739_c1_g3|Tdu_TRINITY_DN17802_c1_g1	4.72131497984039	5.05749120182517	4.92364896866767	3.03771649099464	2.56256870113752	2.97137941574173	3.37804290220816	3.65013901627442	2.17449113606988
Tpr_TRINITY_DN9087_c0_g1|Tdu_TRINITY_DN14685_c0_g1	3.41465364160634	3.99694965989012	3.8989869144334	5.26801411041644	4.6649304187672	2.31930271916204	3.82550187917938	2.51263549252449	3.06757593215337
Tpr_TRINITY_DN11169_c2_g2|Tdu_TRINITY_DN18920_c1_g2	6.30627748056155	6.02753797972354	6.91752286587082	6.43530885581407	6.20981548011302	6.35743784804881	6.95203428510831	6.34045451714181	7.15503877340371
Tpr_TRINITY_DN13885_c2_g6|Tdu_TRINITY_DN17333_c10_g1	2.86716584630385	4.59558709750835	4.17028893625079	3.98113296262827	3.90137061458928	3.59941063835477	4.0060741248212	4.09759799324565	3.75945363679104
Tpr_TRINITY_DN12474_c1_g1|Tdu_TRINITY_DN17009_c0_g3	3.69028808421977	3.82186295333203	5.34478666748293	4.19525776798112	4.58363031666535	4.6412308140494	5.89589120707078	6.38053195651714	5.63392275470718
Tpr_TRINITY_DN4622_c0_g1|Tdu_TRINITY_DN12656_c0_g1	3.92161363032622	5.31061013879388	2.50043753794312	2.50720177429586	0.797033954774542	1.09691029782559	3.61905100171196	4.09759799324565	4.41153033337073
Tpr_TRINITY_DN11337_c1_g10|Tdu_TRINITY_DN24959_c0_g1	8.18074659847769	8.11321934920083	7.96284685638031	7.57089644961325	8.00453641403333	7.89996508244957	8.62251485701553	8.18506083449599	7.91016803426751
Tpr_TRINITY_DN11883_c0_g1|Tdu_TRINITY_DN18007_c1_g1	5.54176555950968	5.55416717012837	4.5328590156355	3.98113296262827	4.77888660806428	5.12665764121964	6.14742997406674	6.2567965880949	5.63392275470718
Tpr_TRINITY_DN10811_c3_g4|Tdu_TRINITY_DN16300_c1_g3	8.41702454606909	8.46571914310675	8.27702011120591	8.47426788493378	7.69185171808249	7.53985379367432	8.58749626783711	9.01407463768336	9.15666985898264
Tpr_TRINITY_DN10974_c1_g7|Tdu_TRINITY_DN22379_c0_g8	5.31647324766744	5.4375222512761	5.38085592219045	5.67712677573817	5.67477820472354	5.92133873324214	5.53332112768607	6.07335044699897	4.98184605812749
Tpr_TRINITY_DN14558_c2_g1|Tdu_TRINITY_DN19063_c1_g2	6.53304834240857	6.04757573296008	5.48394941515455	4.76354152755565	4.95083929085358	4.6412308140494	7.01664336653139	5.61697215233923	6.76801565029446
Tpr_TRINITY_DN10570_c5_g1|Tdu_TRINITY_DN21059_c2_g1	7.11509335974743	6.70687043104209	6.92974916820408	6.49714810963194	6.37597266786793	7.10440483437251	7.63971047227805	7.89806652971801	7.67547524415168
Tpr_TRINITY_DN7964_c0_g1|Tdu_TRINITY_DN13886_c0_g1	3.25418896941309	3.51152283271987	3.28893343274941	4.5467301384825	4.02969471156482	4.36992879223201	4.31092870634962	4.83456358741185	5.63392275470718
Tpr_TRINITY_DN11527_c0_g7|Tdu_TRINITY_DN21370_c1_g6	5.18909394119121	2.95512948419549	2.74144563744692	4.29147308324042	4.49747367291563	4.03550975316145	5.04789430051583	4.27817023888747	4.65253843287453
Tpr_TRINITY_DN12728_c4_g5|Tdu_TRINITY_DN23099_c0_g6	6.2001491297002	6.35148242020941	6.15994699202933	6.53694911768991	6.20981548011302	5.34483781126918	5.53332112768607	4.58302482041589	5.81007970986101
Tpr_TRINITY_DN10994_c1_g3|Tdu_TRINITY_DN18544_c2_g1	6.34663521817769	6.66856654286546	6.07442892084327	5.99548825560534	6.02200031977482	6.05110660821247	6.81342904687881	7.15649168229921	6.94456504204803
Tpr_TRINITY_DN10833_c1_g7|Tdu_TRINITY_DN14198_c0_g1	6.99327461545367	6.38336648122919	6.20087725608421	7.69922054658879	7.46662770596288	7.33849628439535	6.29365071491779	7.10957063491172	6.88283605229632
Tpr_TRINITY_DN11779_c2_g1|Tdu_TRINITY_DN22216_c5_g1	3.07361672377127	4.54009198491665	4.46727067400792	3.58520428629713	4.70392455038306	4.6412308140494	4.77659227869844	4.83456358741185	4.92172506568991
Tpr_TRINITY_DN15666_c0_g1|Tdu_TRINITY_DN24594_c2_g3	5.09746346572564	3.11559415638874	7.75868234237222	5.00970211482504	5.1893513775533	5.74076648760031	4.96300540292932	5.80541724175233	4.85898931034195
Tpr_TRINITY_DN7568_c0_g1|Tdu_TRINITY_DN13398_c0_g1	2.33665112960507	-1.13233335705485	0.625968420026981	3.72959419563231	4.30799587405192	3.41883839271295	2.72596620562847	3.36063239907944	3.89069817006929
Tpr_TRINITY_DN12162_c2_g4|Tdu_TRINITY_DN17122_c0_g2	3.69028808421977	3.72564763807272	3.79589342146929	3.58520428629713	3.68455922551613	4.46614410749131	4.0060741248212	3.89114711577822	4.32133252439915
Tpr_TRINITY_DN10758_c0_g7|Tdu_TRINITY_DN21543_c2_g2	3.55904355094152	2.77455723855367	2.94789651491434	3.72959419563231	2.99866781594419	3.90426521988319	2.72596620562847	5.31999041458209	3.2740268096208
Tpr_TRINITY_DN15057_c1_g1|Tdu_TRINITY_DN21481_c1_g1	4.89464658272595	4.97619109972332	5.41604535065275	3.24416736846207	3.51949997924563	3.75987531054802	4.96300540292932	6.41952608813301	4.85898931034195
Tpr_TRINITY_DN13054_c1_g7|Tdu_TRINITY_DN22324_c4_g9	4.29600914510772	4.1530688618074	4.65571576342103	5.78022026870228	5.01426467099521	5.57803698756221	6.39434471453726	5.47610961649938	6.60554095333736
Tpr_TRINITY_DN13475_c0_g2|Tdu_TRINITY_DN17262_c1_g2	8.05850983138106	8.09888782365634	8.44401794288082	8.40605505083896	8.58754536666873	8.81800948653277	8.89302587337639	8.76435458513045	8.54455575200151
Tpr_TRINITY_DN37330_c0_g1|Tdu_TRINITY_DN13992_c0_g1	3.69028808421977	3.51152283271987	4.39855792392391	5.17016678701829	4.88449679602488	4.36992879223201	4.56246747334559	5.0486883927647	4.72468821863036
Tpr_TRINITY_DN11871_c1_g1|Tdu_TRINITY_DN19725_c1_g3	7.39072780236086	7.89833377919209	7.56064217214904	7.03076373035287	7.50577299613412	7.97547217037561	7.55523590411451	7.65831294772012	7.25587946291054
Tpr_TRINITY_DN11414_c1_g5|Tdu_TRINITY_DN25163_c4_g1	6.26475821112328	7.15768548987777	6.61843474734157	7.13817667277385	7.31115621494525	7.31284769702474	6.36155477941959	7.22413039917458	5.7421756453592
Tpr_TRINITY_DN12706_c0_g2|Tdu_TRINITY_DN19721_c3_g1	6.24354172521359	6.41456110283279	6.26017443976799	6.32596145962571	6.49191414757373	6.40676556041238	6.42640592376956	6.53055740052175	6.56680855884864
Tpr_TRINITY_DN8488_c0_g2|Tdu_TRINITY_DN20843_c0_g4	5.60966962401148	5.24270607429207	5.78247290570697	5.74666770899125	5.29528482230237	5.95489129295316	6.10843584245088	4.71426935369414	6.37836346943553
Tpr_TRINITY_DN11615_c6_g2|Tdu_TRINITY_DN21974_c1_g1	3.92161363032622	3.62255414510862	4.17028893625079	4.19525776798112	4.20302631445038	3.90426521988319	5.41046437990054	4.83456358741185	3.06757593215337
Tpr_TRINITY_DN11624_c1_g1|Tdu_TRINITY_DN17690_c4_g2	3.92161363032622	2.03759164438746	3.8989869144334	4.29147308324042	3.22999336205065	4.36992879223201	4.0060741248212	4.43863491108071	4.85898931034195
Tpr_TRINITY_DN12350_c1_g8|Tdu_TRINITY_DN15301_c0_g1	3.81058231793748	4.70055665710989	3.12846876055616	3.86083872891056	2.99866781594419	3.21238751524553	3.82550187917938	3.89114711577822	3.61506372745586
Tpr_TRINITY_DN9942_c0_g1|Tdu_TRINITY_DN25092_c2_g3	5.14400605166267	6.04757573296008	6.29839376199848	6.10546109763047	5.44089014454927	5.57803698756221	4.56246747334559	6.02359741180187	5.43322540447005
Tpr_TRINITY_DN14782_c2_g5|Tdu_TRINITY_DN22868_c5_g2	3.81058231793748	4.64902635646981	4.25045928493477	4.6226789917158	3.96695895621686	4.03550975316145	4.96300540292932	4.83456358741185	4.010992403787
Tpr_TRINITY_DN13792_c2_g7|Tdu_TRINITY_DN17566_c4_g6	4.12092243854963	3.99694965989012	4.5328590156355	4.69482877747163	3.83265786450526	3.90426521988319	3.61905100171196	4.09759799324565	4.57658957964123
Tpr_TRINITY_DN11000_c1_g1|Tdu_TRINITY_DN20546_c2_g1	6.30627748056155	5.31061013879388	6.13903800226635	5.52710133173357	5.63497719666557	5.53431561013289	4.96300540292932	5.80541724175233	5.51688333351696
Tpr_TRINITY_DN8788_c0_g1|Tdu_TRINITY_DN16014_c0_g1	4.3761794937917	3.82186295333203	4.59559477098346	0.922239273574705	2.72303337333077	3.41883839271295	3.37804290220816	2.99806231969473	3.06757593215337
Tpr_TRINITY_DN14562_c1_g2|Tdu_TRINITY_DN17136_c5_g1	4.21112024752121	5.24270607429207	4.25045928493477	4.82912986918322	4.8149558627718	4.46614410749131	5.53332112768607	5.6825604939668	5.09505666857548
Tpr_TRINITY_DN14335_c0_g3|Tdu_TRINITY_DN23940_c7_g2	8.4954010554907	7.9202346937493	7.9922906342728	8.68379050601918	8.43365857531819	8.52596826741937	7.55523590411451	7.5394355518682	9.06236450550803
Tpr_TRINITY_DN12348_c4_g2|Tdu_TRINITY_DN21166_c4_g1	6.7441549561985	6.9283625746327	6.52482169657008	6.80488232293655	6.7651247068198	7.07419022132551	6.36155477941959	6.41952608813301	6.62452405670493
Tpr_TRINITY_DN10944_c3_g2|Tdu_TRINITY_DN24861_c0_g2	7.17235067735663	6.960423783865	7.16512723113501	7.13817667277385	7.2662687484422	7.13399961656081	6.51852412575799	7.15649168229921	7.48087838006147
Tpr_TRINITY_DN11687_c1_g8|Tdu_TRINITY_DN30686_c0_g1	4.52427813278084	4.48237648706036	4.5328590156355	4.76354152755565	4.8501452912341	4.2668352992679	4.16653879701445	3.65013901627442	2.82656783264957
Tpr_TRINITY_DN12361_c5_g4|Tdu_TRINITY_DN18533_c6_g3	2.33665112960507	3.11559415638874	3.28893343274941	2.50720177429586	2.72303337333077	2.68187279854675	3.82550187917938	3.89114711577822	4.010992403787
Tpr_TRINITY_DN14544_c0_g3|Tdu_TRINITY_DN24985_c3_g6	5.43351266885766	5.09648533344103	4.71343126127732	5.06519722741675	4.02969471156482	5.00380089343411	6.45777009467889	6.07335044699897	5.93699182234323
Tpr_TRINITY_DN14889_c3_g1|Tdu_TRINITY_DN24250_c5_g1	2.86716584630385	2.77455723855367	3.43332334208458	3.86083872891056	4.08981570400239	4.2668352992679	3.08853628501318	4.27817023888747	2.17449113606988
Tpr_TRINITY_DN13776_c1_g2|Tdu_TRINITY_DN23889_c5_g2	9.21793506907752	8.94848417055348	9.52582881356797	9.43925244380278	9.32919503975775	9.39916841257282	9.4519410158767	9.631576565248	9.6043461747673
Tpr_TRINITY_DN14936_c1_g2|Tdu_TRINITY_DN24592_c3_g1	3.69028808421977	4.0771200085741	4.32640813816807	3.72959419563231	4.30799587405192	2.97137941574173	3.08853628501318	1.77566989835828	3.45459905526262
Tpr_TRINITY_DN13534_c4_g1|Tdu_TRINITY_DN21443_c1_g3	5.50657613104738	5.76248440625309	5.19075303881051	4.19525776798112	4.62485297939186	4.86949980172252	5.64653173813406	5.23510151699558	5.09505666857548
Tpr_TRINITY_DN13334_c2_g4|Tdu_TRINITY_DN24840_c3_g2	3.81058231793748	4.48237648706036	2.74144563744692	2.14463169491115	1.28246078194478	2.97137941574173	4.0060741248212	3.89114711577822	3.75945363679104
Tpr_TRINITY_DN11248_c1_g3|Tdu_TRINITY_DN17893_c0_g2	3.55904355094152	3.11559415638874	2.50043753794312	2.14463169491115	3.60438887683215	3.75987531054802	4.67349878573433	5.23510151699558	3.45459905526262
Tpr_TRINITY_DN12814_c0_g3|Tdu_TRINITY_DN24084_c5_g4	3.69028808421977	4.22521864756323	4.5328590156355	3.58520428629713	3.68455922551613	4.03550975316145	2.72596620562847	3.65013901627442	0.952098714733433
Tpr_TRINITY_DN15019_c2_g1|Tdu_TRINITY_DN24919_c4_g1	7.82850422593474	7.18507925671002	6.72048601881127	6.7209810653276	6.52495440933774	6.75035253642951	7.52594159732047	6.84891888038892	7.39504221058216
Tpr_TRINITY_DN12492_c2_g2|Tdu_TRINITY_DN13708_c0_g1	2.62615774680005	1.67502156500275	2.74144563744692	4.09216427501702	3.42930217027406	4.2668352992679	3.37804290220816	4.27817023888747	2.17449113606988
Tpr_TRINITY_DN1402_c0_g1|Tdu_TRINITY_DN21399_c2_g1	3.69028808421977	4.29393139764725	4.08540003866428	3.72959419563231	3.68455922551613	4.2668352992679	4.0060741248212	4.09759799324565	3.06757593215337
Tpr_TRINITY_DN15035_c0_g2|Tdu_TRINITY_DN14827_c0_g1	7.23818849071938	6.47499695669476	6.815792978907	6.89951919707462	6.80153534700948	6.96315890893676	7.15701602289594	7.10957063491172	7.33867976796305
Tpr_TRINITY_DN14200_c0_g1|Tdu_TRINITY_DN20775_c0_g1	4.02470712329033	4.48237648706036	4.08540003866428	3.72959419563231	4.70392455038306	4.6412308140494	2.72596620562847	2.51263549252449	3.06757593215337
Tpr_TRINITY_DN14034_c1_g1|Tdu_TRINITY_DN18632_c0_g1	7.72514684143142	8.46943743135286	8.37416126961644	7.75934153902636	7.554590643714	7.85624370502025	8.01136842449072	8.05489354229141	8.52952754276918
Tpr_TRINITY_DN12534_c0_g1|Tdu_TRINITY_DN11812_c0_g1	4.21112024752121	4.1530688618074	3.79589342146929	4.82912986918322	4.91804935573591	4.6412308140494	5.20401350243311	3.65013901627442	5.47566067079045
Tpr_TRINITY_DN13376_c4_g1|Tdu_TRINITY_DN22171_c0_g1	5.0493691775246	5.94448223999598	5.93582368261377	5.81301020381995	6.12615755106611	5.77873433779934	4.77659227869844	5.47610961649938	5.7069862168969
Tpr_TRINITY_DN12691_c1_g9|Tdu_TRINITY_DN21981_c0_g1	4.83915147013425	6.06733898778151	5.14953037608399	5.17016678701829	5.89295837477308	5.39459084646628	5.94097909659932	6.38053195651714	6.60554095333736
Tpr_TRINITY_DN13108_c0_g8|Tdu_TRINITY_DN17205_c2_g6	5.47050687633986	5.27705757908285	5.69921740205762	5.26801411041644	5.36992362319512	5.77873433779934	5.64653173813406	5.31999041458209	6.0536367411955
Tpr_TRINITY_DN13792_c2_g6|Tdu_TRINITY_DN15145_c0_g1	7.04324307472775	8.00465775502538	7.84513694048914	7.69922054658879	7.91597502749805	8.2432668281295	6.06835840307555	8.48072624456974	4.92172506568991
Tpr_TRINITY_DN12532_c2_g1|Tdu_TRINITY_DN17943_c2_g4	4.21112024752121	3.51152283271987	4.59559477098346	3.72959419563231	4.91804935573591	5.29330751062909	5.64653173813406	5.23510151699558	5.77652715014998
Tpr_TRINITY_DN10907_c5_g5|Tdu_TRINITY_DN19091_c1_g2	4.02470712329033	4.0771200085741	3.8989869144334	2.14463169491115	2.17554557802827	1.8338758919918	3.08853628501318	3.89114711577822	3.45459905526262
Tpr_TRINITY_DN11191_c5_g8|Tdu_TRINITY_DN20070_c2_g1	4.9996161423275	5.71315669388953	5.8864959702502	5.67712677573817	5.07501870207431	5.66169491660912	5.34487603827296	5.74529624931476	5.43322540447005
Tpr_TRINITY_DN13483_c4_g1|Tdu_TRINITY_DN20854_c6_g1	3.25418896941309	4.0771200085741	1.84836084136343	3.42473961410389	3.51949997924563	3.90426521988319	2.24053937845823	3.89114711577822	3.06757593215337
Tpr_TRINITY_DN10313_c7_g1|Tdu_TRINITY_DN19480_c4_g1	8.02159451142299	7.22961041668039	7.1231549606597	7.26208927645933	7.21319811950767	7.28673485670561	6.88439556823295	6.98512326398723	7.12868744645676
Tpr_TRINITY_DN14665_c7_g6|Tdu_TRINITY_DN22817_c2_g4	8.61999676217338	8.37744164727209	8.55078092363276	7.69042359835163	7.75355531810766	7.67685472378012	7.99007364612749	8.37558274054541	7.9407834015056
Tpr_TRINITY_DN10475_c1_g1|Tdu_TRINITY_DN20976_c2_g1	6.13251041282484	5.58191216061127	5.93582368261377	5.93718961504068	6.37597266786793	6.19844832428765	5.41046437990054	5.31999041458209	4.79340096871438
Tpr_TRINITY_DN11337_c1_g5|Tdu_TRINITY_DN21914_c2_g3	4.02470712329033	4.29393139764725	3.68486210908055	4.19525776798112	4.62485297939186	4.79735001596668	5.59103662554236	5.91862785220033	5.14849592753694
Tpr_TRINITY_DN14727_c6_g3|Tdu_TRINITY_DN18935_c1_g1	4.3761794937917	4.79840398050804	4.76892637386902	3.72959419563231	4.30799587405192	4.46614410749131	4.0060741248212	4.9455948998006	5.34441613751219
Tpr_TRINITY_DN15673_c16_g9|Tdu_TRINITY_DN18571_c8_g3	5.0493691775246	3.99694965989012	5.26982460980171	4.69482877747163	3.96695895621686	4.72140116273338	4.16653879701445	2.51263549252449	5.20002622817702
Tpr_TRINITY_DN12871_c0_g7|Tdu_TRINITY_DN25191_c2_g8	4.52427813278084	3.9120607623036	4.32640813816807	4.46655978979851	2.17554557802827	4.03550975316145	3.61905100171196	2.51263549252449	2.53706121545459
Tpr_TRINITY_DN12129_c2_g2|Tdu_TRINITY_DN21529_c2_g1	9.83295013096593	9.76172648921917	9.69653664246147	9.46010476766122	9.46023623335408	9.405249327965	8.82249312930704	8.52609775233105	8.72248731043709
Tpr_TRINITY_DN10961_c2_g2|Tdu_TRINITY_DN20714_c1_g1	4.9996161423275	4.75030969230699	4.92364896866767	6.18276682379792	5.32059591083156	4.93821255180653	4.67349878573433	4.83456358741185	4.57658957964123
Tpr_TRINITY_DN8733_c0_g2|Tdu_TRINITY_DN23053_c5_g4	6.66657201524596	6.18054959822951	6.47563414694255	6.15745573526874	6.08243617363679	5.77873433779934	7.21323203246249	7.52162427575174	7.69356570113458
Tpr_TRINITY_DN12384_c1_g4|Tdu_TRINITY_DN19075_c1_g2	4.12092243854963	3.82186295333203	3.12846876055616	3.42473961410389	3.90137061458928	3.59941063835477	4.56246747334559	2.99806231969473	3.06757593215337
Tpr_TRINITY_DN13509_c1_g4|Tdu_TRINITY_DN20806_c5_g1	4.21112024752121	3.72564763807272	4.17028893625079	4.89186562453119	4.54119505034495	3.59941063835477	5.04789430051583	5.144903708024	4.79340096871438
Tpr_TRINITY_DN11915_c4_g7|Tdu_TRINITY_DN18898_c0_g2	6.36639847299912	6.42990906716622	6.73449287680515	6.83712265993675	6.64001278656287	6.63088886982794	6.06835840307555	6.07335044699897	5.03956155598377
Tpr_TRINITY_DN13316_c3_g10|Tdu_TRINITY_DN21915_c0_g2	3.55904355094152	3.99694965989012	3.79589342146929	3.86083872891056	3.90137061458928	3.90426521988319	3.61905100171196	4.83456358741185	4.12202371617575
Tpr_TRINITY_DN10330_c9_g1|Tdu_TRINITY_DN21372_c3_g1	7.31138437099464	7.72253502620539	7.15474808535501	6.370699774391	7.47792087549423	7.7262669179052	8.46935806895411	8.18506083449599	8.20948655742609
Tpr_TRINITY_DN10591_c2_g2|Tdu_TRINITY_DN14485_c0_g1	5.23281531862053	3.11559415638874	4.32640813816807	3.98113296262827	4.30799587405192	3.41883839271295	3.08853628501318	3.36063239907944	2.53706121545459
Tpr_TRINITY_DN12675_c3_g4|Tdu_TRINITY_DN22984_c6_g1	4.12092243854963	4.70055665710989	5.01828584280574	5.74666770899125	5.9097340875239	6.22619331477056	5.98470047402864	6.02359741180187	6.58630473447444
Tpr_TRINITY_DN14562_c2_g2|Tdu_TRINITY_DN16991_c4_g2	4.78143597227796	4.29393139764725	4.08540003866428	3.42473961410389	2.99866781594419	2.97137941574173	4.16653879701445	4.27817023888747	4.010992403787
Tpr_TRINITY_DN14265_c2_g2|Tdu_TRINITY_DN23902_c0_g1	5.96114199451286	6.68144783416219	6.92974916820408	5.93718961504068	6.33929200454146	5.95489129295316	7.21323203246249	7.28873948059765	7.11532906360174
Tpr_TRINITY_DN11926_c2_g3|Tdu_TRINITY_DN21142_c4_g3	5.09746346572564	5.71315669388953	5.51673935027222	4.19525776798112	4.54119505034495	4.6412308140494	6.14742997406674	5.86313273960862	5.7421756453592
Tpr_TRINITY_DN10819_c4_g2|Tdu_TRINITY_DN22364_c3_g1	5.96114199451286	5.40682545405318	5.51673935027222	5.31455669635347	5.55192145693801	4.93821255180653	2.72596620562847	4.83456358741185	3.06757593215337
Tpr_TRINITY_DN11977_c0_g1|Tdu_TRINITY_DN24599_c2_g3	5.79608274824236	4.70055665710989	5.14953037608399	-0.662723227146451	1.64503086132949	2.68187279854675	4.0060741248212	4.43863491108071	4.22511720913985
Tpr_TRINITY_DN14172_c1_g2|Tdu_TRINITY_DN24419_c1_g2	5.93491045293968	6.08683516340731	6.40732813355164	6.25614001012814	6.5465682224438	6.82483075238879	6.25846128645549	6.53055740052175	6.52700755079067
Tpr_TRINITY_DN12802_c2_g8|Tdu_TRINITY_DN15497_c0_g1	6.01221617910713	6.23398885719097	6.15994699202933	6.88417123274119	6.89717062605999	6.96315890893676	6.83747452084546	7.44809524032978	7.01818790519121
Tpr_TRINITY_DN12125_c2_g1|Tdu_TRINITY_DN24395_c5_g2	4.3761794937917	4.84494656644507	6.6630577387622	4.46655978979851	4.14753120185868	4.72140116273338	4.0060741248212	4.83456358741185	4.41153033337073
Tpr_TRINITY_DN11534_c1_g4|Tdu_TRINITY_DN15425_c0_g1	3.81058231793748	4.8900344559736	4.82236563283048	4.76354152755565	5.07501870207431	4.36992879223201	4.44217323962788	4.71426935369414	4.010992403787
Tpr_TRINITY_DN14828_c1_g5|Tdu_TRINITY_DN16894_c1_g1	7.419391560613	7.84780622058431	7.42902320465096	8.35686750121143	7.98488086421412	8.06269458248768	6.90729597034303	8.48072624456974	7.08823540271946
Tpr_TRINITY_DN11586_c3_g3|Tdu_TRINITY_DN20038_c5_g2	4.72131497984039	5.20751664582977	5.58016473041386	4.5467301384825	5.04496146821813	5.12665764121964	5.27616328818895	5.47610961649938	6.0536367411955
