"","Tdu_4","Tdu_5","Tdu_6","Tpr_1","Tpr_2","Tpr_3","Tms_1","Tms_2","Tms_3"
"Tpr_TRINITY_DN12172_c2_g9|Tdu_TRINITY_DN13632_c0_g1",53,66,51,36,52,27,36,23,32
"Tpr_TRINITY_DN10237_c6_g4|Tdu_TRINITY_DN20791_c2_g4",134,171,138,122,222,108,88,77,172
"Tpr_TRINITY_DN10402_c2_g1|Tdu_TRINITY_DN22665_c0_g1",62,67,31,71,113,70,67,52,114
"Tpr_TRINITY_DN14194_c1_g1|Tdu_TRINITY_DN24495_c2_g2",3,2,1,4,11,2,4,5,8
"Tpr_TRINITY_DN16428_c0_g1|Tdu_TRINITY_DN11515_c0_g1",1,0,0,0,0,0,1,0,0
"Tpr_TRINITY_DN1450_c0_g1|Tdu_TRINITY_DN20003_c0_g1",58,12,11,2,11,2,8,1,14
"Tpr_TRINITY_DN14398_c0_g2|Tdu_TRINITY_DN17389_c3_g3",27,13,24,13,28,12,42,26,28
"Tpr_TRINITY_DN14658_c3_g7|Tdu_TRINITY_DN20012_c3_g1",17,15,33,8,20,6,16,7,35
"Tpr_TRINITY_DN9916_c0_g1|Tdu_TRINITY_DN17297_c0_g1",29,45,43,21,38,23,9,12,19
"Tpr_TRINITY_DN14132_c3_g1|Tdu_TRINITY_DN20642_c1_g1",125,38,29,14,23,21,89,47,82
"Tpr_TRINITY_DN11724_c1_g2|Tdu_TRINITY_DN21338_c2_g13",2,9,4,3,2,0,2,0,7
"Tpr_TRINITY_DN13550_c0_g1|Tdu_TRINITY_DN10834_c0_g2",7,7,3,25,42,22,27,12,29
"Tpr_TRINITY_DN12213_c3_g2|Tdu_TRINITY_DN20464_c3_g1",6,25,6,12,35,20,9,3,4
"Tpr_TRINITY_DN12084_c0_g4|Tdu_TRINITY_DN17897_c3_g2",491,382,519,231,438,206,267,180,185
"Tpr_TRINITY_DN11948_c3_g2|Tdu_TRINITY_DN22503_c2_g3",84,130,86,69,139,73,80,70,106
"Tpr_TRINITY_DN14174_c0_g2|Tdu_TRINITY_DN17554_c1_g2",22,26,37,10,28,23,7,17,7
"Tpr_TRINITY_DN10830_c0_g2|Tdu_TRINITY_DN16824_c0_g5",29,39,28,7,32,17,19,10,29
