Tdu1	Tdu2	Tdu3	Tpr1	Tpr2	Tpr3	Tml1	Tml2	Tml3
Tpr_TRINITY_DN13772_c3_g2|Tdu_TRINITY_DN24590_c5_g6	7.74803332762497	7.71451438070631	7.96489329491422	7.13681214812715	7.09948274613663	6.91242612622204	8.31945013074584	7.53760338844479	8.0434600239112
Tpr_TRINITY_DN12816_c2_g1|Tdu_TRINITY_DN16601_c0_g1	8.49193496900156	8.92810985380559	8.89145505806571	9.42204847323416	9.54724605704863	9.25132729971312	8.30983212818424	8.15149966741077	8.03277334511395
Tpr_TRINITY_DN15106_c7_g1|Tdu_TRINITY_DN20042_c2_g3	6.23097489140562	6.30782422414098	6.24562970248147	6.30169653286894	6.19487309177935	6.27973101471679	6.85401477876306	6.0150374248615	6.0274001730151
Tpr_TRINITY_DN9903_c0_g2|Tdu_TRINITY_DN19274_c0_g3	5.49400929723941	5.57085862997477	4.90599960586065	0.920874748928006	-1.52622609692783	-0.48845331006014	2.4077585488735	0.037757501361585	3.66175070069842
Tpr_TRINITY_DN15108_c2_g2|Tdu_TRINITY_DN25281_c2_g2	6.14909788435121	6.01337686567573	5.38632856539121	6.15609121062204	5.550589500123	6.11145953212699	5.96847350334798	6.26657619185747	6.30116098544195
Tpr_TRINITY_DN14824_c2_g9|Tdu_TRINITY_DN23482_c3_g3	5.7375663285739	4.63123124795426	5.13600521130697	4.69346425282493	5.34413862265557	5.29290640346452	4.47814787676489	5.71018284333308	4.04877382380766
Tpr_TRINITY_DN10734_c0_g7|Tdu_TRINITY_DN23954_c2_g1	7.60948651465935	7.46536550112746	6.78046872377679	6.23073001151479	7.37765574880835	7.17688260712504	5.96847350334798	7.5691389618779	8.01115953200789
Tpr_TRINITY_DN12061_c3_g11|Tdu_TRINITY_DN16136_c0_g1	5.70927728414248	7.34795233684629	6.79015127717413	8.61900060123085	8.3208312491635	8.47444269527712	9.01360841606848	9.11189896411409	10.0287453433138
Tpr_TRINITY_DN11679_c0_g4|Tdu_TRINITY_DN18398_c2_g6	4.60565465306832	4.89031846927139	4.94118903432295	5.16880226237159	5.34413862265557	5.48882661343978	4.72968664376086	5.71018284333308	5.74267069608199
Tpr_TRINITY_DN11295_c2_g3|Tdu_TRINITY_DN12723_c0_g1	5.59022461249872	6.24738837027901	5.38632856539121	5.26664958576974	5.6536829930871	5.29290640346452	5.86719016751079	6.41279693270851	5.68923143712052
Tpr_TRINITY_DN13244_c9_g1|Tdu_TRINITY_DN16170_c0_g2	3.44338322416945	1.87041891183368	2.81407711641961	3.24280284381537	3.68322726870112	3.5990095311902	1.67079295470729	3.73819721950268	4.04877382380766
Tpr_TRINITY_DN11222_c1_g3|Tdu_TRINITY_DN16377_c0_g1	4.54291889772036	3.90994727602032	4.75597416185604	2.79534386684415	4.30666391723691	3.90386411271862	0.0858304539861338	5.08215162072004	4.71619848472079
Tpr_TRINITY_DN14582_c3_g2|Tdu_TRINITY_DN25168_c2_g1	3.44338322416945	3.74488802974982	3.85155182183828	3.42337508945719	3.51816802243062	3.75947420338345	4.94381144911371	3.9446480969701	3.86820157816584
Tpr_TRINITY_DN12319_c0_g8|Tdu_TRINITY_DN17944_c1_g1	5.15959025816885	4.25508276206901	5.22436108572782	4.82776534453652	5.52905633857336	5.53391450296831	3.54526207262343	6.0150374248615	5.93859090605724
Tpr_TRINITY_DN11211_c0_g4|Tdu_TRINITY_DN18372_c2_g6	6.6583961151403	6.67203746434214	6.79015127717413	7.47033856842778	7.12840993160014	7.40028993883812	6.77233098116935	7.35064045664594	7.55376801982541
Tpr_TRINITY_DN14375_c0_g3|Tdu_TRINITY_DN18096_c1_g6	7.98475645634292	7.28169449231633	7.33763907247663	8.10740171770745	8.1408854451472	8.10026132552212	8.31945013074584	7.77246712158742	7.86217779053807
Tpr_TRINITY_DN14116_c0_g1|Tdu_TRINITY_DN21790_c1_g3	9.37637125648037	9.52783661462549	9.6909171387985	9.4140630559415	9.4631684029169	9.47009940537087	9.42345235597864	9.14889317159629	8.89500163750956
Tpr_TRINITY_DN15988_c3_g3|Tdu_TRINITY_DN20256_c3_g2	5.62092140972163	5.66627819505346	5.30761658937717	5.11727196173151	5.39263714034676	5.18397203191136	6.23557757349082	5.81911721488624	5.68923143712052
Tpr_TRINITY_DN10488_c1_g1|Tdu_TRINITY_DN18879_c1_g3	4.00526211177756	3.34435010016609	3.4241305981036	3.03635196634794	3.83132590769025	2.31890161199746	3.25575545542845	3.2076825028039	4.04877382380766
Tpr_TRINITY_DN11152_c2_g3|Tdu_TRINITY_DN17271_c3_g8	3.69492199116541	2.15992552902867	3.4241305981036	3.58383976165044	4.45105382657209	4.46574300032673	3.25575545542845	4.68161369113631	5.09059399950229
Tpr_TRINITY_DN13207_c1_g8|Tdu_TRINITY_DN20654_c4_g4	6.81261703383517	6.67203746434214	6.72096771202813	6.15609121062204	6.42214113465685	6.54496969147731	6.90600941640132	6.75200301902771	6.53116659088827
Tpr_TRINITY_DN15238_c2_g1|Tdu_TRINITY_DN17741_c0_g1	7.29423978486364	7.72563347266988	8.12648243718847	7.48057049103873	7.87678592664717	7.81075470832714	7.46953474646019	7.78595035095105	8.06459879096935
Tpr_TRINITY_DN10788_c2_g7|Tdu_TRINITY_DN24383_c3_g1	4.33646802025293	4.42841436495457	4.23857494494752	5.31319217170677	4.45105382657209	4.79694890880211	4.94381144911371	5.08215162072004	4.35362840533609
Tpr_TRINITY_DN11006_c3_g2|Tdu_TRINITY_DN21065_c1_g3	6.99943303297536	7.25124069577461	6.82824444834621	7.18766128962291	7.59011786430964	7.60430383085971	7.82054007421197	7.02644218813375	7.42891653264032
Tpr_TRINITY_DN14946_c3_g4|Tdu_TRINITY_DN18234_c0_g2	3.69492199116541	3.34435010016609	5.10530841408406	5.3582800612353	5.50719690460962	5.3444367041046	5.04002676437301	4.5613194574186	4.71619848472079
Tpr_TRINITY_DN14912_c0_g2|Tdu_TRINITY_DN19959_c0_g5	2.220990802833	0.285456411112526	0.151112103697183	5.40200143866462	5.10313052315178	4.55594080929831	3.78627017212723	3.49718911999888	3.66175070069842
Tpr_TRINITY_DN10593_c4_g2|Tdu_TRINITY_DN16428_c1_g1	6.12788139844152	6.30782422414098	6.54914317767034	5.11727196173151	5.57180598603269	5.70137124881988	5.44338245860422	5.76567795592478	5.00570510191578
Tpr_TRINITY_DN10416_c9_g2|Tdu_TRINITY_DN19283_c2_g3	5.99358030672993	5.52067287280656	5.55483428974819	6.13032811455696	6.43377583514025	6.54496969147731	6.01656779154902	6.37760750424621	3.42074260119462
Tpr_TRINITY_DN14667_c3_g2|Tdu_TRINITY_DN19152_c3_g10	4.40861780600877	4.31520375450658	4.6322387934338	4.29010855859373	3.51816802243062	3.90386411271862	3.54526207262343	4.5613194574186	4.20923849600091
Tpr_TRINITY_DN10778_c2_g1|Tdu_TRINITY_DN24374_c2_g1	5.27988449188657	4.85024102989605	4.75597416185604	7.44965441425604	7.53176562583134	7.67645361661555	6.46086988533306	6.44714843749929	5.79420099672207
Tpr_TRINITY_DN13802_c1_g2|Tdu_TRINITY_DN24520_c1_g1	7.73406038507237	8.1077616746361	7.73857711162151	6.9133410762426	7.05497448499713	6.99536246720412	7.2855027988225	7.5691389618779	6.37070191869503
Tpr_TRINITY_DN10396_c2_g7|Tdu_TRINITY_DN21115_c0_g1	5.55886044158938	5.41473942805749	5.19550622305564	5.31319217170677	5.0129327141802	5.44228402750275	6.35261699468104	5.92040055072343	5.38757573725942
Tpr_TRINITY_DN12680_c3_g8|Tdu_TRINITY_DN9223_c0_g1	5.31785234208559	5.64300841573061	5.57737685839928	5.71095167955377	5.46245858984433	5.53391450296831	4.33375796742972	5.16704051830655	4.71619848472079
Tpr_TRINITY_DN13565_c0_g2|Tdu_TRINITY_DN18453_c5_g1	6.43477009386474	6.90506505464057	7.09362660903642	7.07062186843269	6.58751606912136	7.01139257702306	7.48670989026832	6.34153824953869	6.75572684890743
Tpr_TRINITY_DN12506_c0_g3|Tdu_TRINITY_DN25011_c1_g3	6.62849462942643	4.37291925236287	5.57737685839928	5.84370688840555	5.57180598603269	5.3941897393017	4.47814787676489	6.34153824953869	6.0274001730151
Tpr_TRINITY_DN11173_c3_g1|Tdu_TRINITY_DN21513_c5_g3	5.46045673752839	5.35870539314316	5.10530841408406	5.31319217170677	5.16027443025539	5.44228402750275	5.75825579595763	6.14628195813975	5.453164078887
Tpr_TRINITY_DN10348_c9_g3|Tdu_TRINITY_DN16535_c0_g1	6.32719020666492	6.71730219807792	6.69027091480521	6.81972802547111	6.27467380299247	6.27973101471679	6.62498926509416	5.71018284333308	5.93859090605724
Tpr_TRINITY_DN13507_c0_g1|Tdu_TRINITY_DN19228_c1_g1	2.51049742002798	2.15992552902867	2.95846702575479	3.42337508945719	4.81362390595679	2.31890161199746	0.0858304539861338	5.76567795592478	4.71619848472079
Tpr_TRINITY_DN12173_c0_g1|Tdu_TRINITY_DN17072_c5_g1	5.20081292089537	4.67777383389129	5.13600521130697	5.16880226237159	4.88316483920987	5.12625653405507	5.64041930566377	5.16704051830655	5.38757573725942
Tpr_TRINITY_DN12392_c1_g1|Tdu_TRINITY_DN15517_c0_g2	4.60565465306832	5.52067287280656	4.79496829347191	6.077379234608	5.85747819554622	5.74036538043574	5.70054029810134	5.39530950597967	5.24671320141957
Tpr_TRINITY_DN12507_c6_g2|Tdu_TRINITY_DN19397_c1_g3	2.9579563969992	4.19234700672104	4.75597416185604	3.58383976165044	4.77755465124927	4.26643419210333	1.67079295470729	4.12522034261192	3.86820157816584
Tpr_TRINITY_DN10174_c0_g1|Tdu_TRINITY_DN17189_c1_g1	6.34568655028231	4.92931260088725	5.55483428974819	4.3803063675653	4.40451124063506	2.97097830857716	4.33375796742972	6.83217336771169	5.31886298717541
Tpr_TRINITY_DN10822_c8_g1|Tdu_TRINITY_DN24055_c4_g1	3.44338322416945	3.45538141255484	4.0580026993057	3.58383976165044	4.25513361659683	4.72100005556881	2.89318537604374	1.62272000208274	-0.0386890174426747
Tpr_TRINITY_DN10467_c0_g5|Tdu_TRINITY_DN25457_c5_g3	5.49400929723941	5.00427465856847	5.13600521130697	5.96526886828646	5.74989830834641	5.48882661343978	6.82729744038728	6.57691631246962	6.78148994497251
Tpr_TRINITY_DN15545_c0_g6|Tdu_TRINITY_DN17247_c2_g2	6.10634823689187	6.96258875576155	6.36704950289633	4.82776534453652	5.69294242353433	5.70137124881988	5.37123267284838	5.32315972022383	6.15113554143734
Tpr_TRINITY_DN14289_c1_g10|Tdu_TRINITY_DN5286_c0_g1	4.47733055609278	3.90994727602032	3.99241435767813	4.09079975037032	3.83132590769025	3.5990095311902	4.8407179561496	2.84511242341919	4.20923849600091
Tpr_TRINITY_DN18337_c0_g1|Tdu_TRINITY_DN13164_c0_g1	5.15959025816885	2.94842142383496	3.77560296860498	4.46519526515182	3.90003865777427	3.90386411271862	5.13022457334459	2.84511242341919	3.13123598399964
Tpr_TRINITY_DN10907_c2_g1|Tdu_TRINITY_DN18472_c3_g2	4.72349114336218	4.25508276206901	4.58851741600448	3.97976843798157	3.60305692001713	2.31890161199746	3.78627017212723	5.96849483892447	1.54627348327848
Tpr_TRINITY_DN10286_c3_g4|Tdu_TRINITY_DN20208_c2_g1	4.77898625595388	4.31520375450658	4.44879265233787	5.06383270277005	4.02836275474981	4.72100005556881	3.54526207262343	3.49718911999888	4.04877382380766
Tpr_TRINITY_DN10529_c2_g3|Tdu_TRINITY_DN12962_c0_g1	4.26051916701964	4.12675866509347	4.90599960586065	4.76217700290895	4.74056044376707	4.26643419210333	3.54526207262343	4.79264500352505	2.76866590461493
Tpr_TRINITY_DN10450_c8_g3|Tdu_TRINITY_DN19335_c3_g2	3.69492199116541	3.34435010016609	5.57737685839928	4.46519526515182	4.49614171610062	3.5990095311902	3.25575545542845	4.5613194574186	4.04877382380766
Tpr_TRINITY_DN11227_c1_g2|Tdu_TRINITY_DN19919_c2_g1	-0.948934198609314	-1.29950608960863	-1.43385039702397	3.97976843798157	3.75917612193442	3.75947420338345	3.78627017212723	4.79264500352505	4.04877382380766
Tpr_TRINITY_DN11785_c0_g13|Tdu_TRINITY_DN19836_c8_g1	4.98180313895357	5.2396527214994	5.57737685839928	5.52573680708687	5.57180598603269	5.81532743811696	4.72968664376086	5.24721086699053	5.57602082667253
Tpr_TRINITY_DN13103_c0_g8|Tdu_TRINITY_DN23655_c2_g5	4.98180313895357	6.63713184939394	5.70570095537482	3.97976843798157	5.67344624790853	4.46574300032673	8.03419768557081	3.2076825028039	5.24671320141957
Tpr_TRINITY_DN7769_c0_g1|Tdu_TRINITY_DN20128_c3_g4	4.77898625595388	3.74488802974982	4.54342952647594	2.50583724964916	2.17421362121326	3.41843728554838	4.94381144911371	3.49718911999888	1.54627348327848
Tpr_TRINITY_DN13680_c1_g1|Tdu_TRINITY_DN19801_c1_g1	3.5746277574477	3.65469022077825	4.12073845465366	3.03635196634794	4.20169435763537	4.86909869455794	0.0858304539861338	4.99195381174846	4.60516717233205
Tpr_TRINITY_DN10485_c0_g1|Tdu_TRINITY_DN22582_c3_g7	4.54291889772036	4.05804591500945	5.36056546932613	4.29010855859373	5.04362951140312	4.15540287971458	3.78627017212723	4.79264500352505	5.00570510191578
Tpr_TRINITY_DN15347_c2_g2|Tdu_TRINITY_DN15322_c0_g1	6.71640171857586	6.84515215322325	6.69027091480521	5.00833759017835	5.2419582278491	4.93781144464196	5.81375090854933	5.39530950597967	5.00570510191578
Tpr_TRINITY_DN14782_c2_g1|Tdu_TRINITY_DN22284_c1_g3	3.13852864264102	4.05804591500945	3.4241305981036	5.40200143866462	5.6536829930871	5.12625653405507	0.0858304539861338	4.89573849648916	6.11105810206201
Tpr_TRINITY_DN13707_c3_g1|Tdu_TRINITY_DN16145_c1_g2	3.69492199116541	2.15992552902867	4.54342952647594	6.3471395036301	6.06623094034025	5.29290640346452	2.4077585488735	3.9446480969701	2.76866590461493
Tpr_TRINITY_DN11715_c5_g1|Tdu_TRINITY_DN19439_c3_g1	3.5746277574477	4.31520375450658	4.86993035115313	4.89050109988449	4.08848374718738	4.15540287971458	4.60939241004315	4.68161369113631	4.35362840533609
Tpr_TRINITY_DN15833_c8_g2|Tdu_TRINITY_DN18249_c4_g1	4.09545992074914	3.65469022077825	3.85155182183828	3.97976843798157	4.30666391723691	3.90386411271862	4.8407179561496	4.28568501480517	3.42074260119462
Tpr_TRINITY_DN10327_c2_g1|Tdu_TRINITY_DN20115_c2_g1	6.08448880292814	5.71172116581462	5.36056546932613	6.89815467242792	6.28755509428921	6.11145953212699	6.59362509418483	6.66711412144119	6.53116659088827
Tpr_TRINITY_DN11594_c0_g8|Tdu_TRINITY_DN17630_c2_g2	6.14909788435121	5.49490977674148	5.76582194781239	8.16563498329291	9.65678890395492	9.30433698424092	6.82729744038728	6.85793646377677	7.34501527503138
Tpr_TRINITY_DN15552_c3_g4|Tdu_TRINITY_DN13547_c0_g1	5.35484654956779	6.92449558458947	6.44266654954103	5.81164567917325	7.17767747651683	7.40028993883812	8.32900443745909	6.34153824953869	7.7360980421585
Tpr_TRINITY_DN15363_c4_g1|Tdu_TRINITY_DN20349_c3_g1	2.220990802833	3.74488802974982	1.37350452503363	1.65784034309421	2.38066449868069	2.68147169138217	6.23557757349082	3.49718911999888	6.0274001730151
Tpr_TRINITY_DN14751_c0_g8|Tdu_TRINITY_DN17670_c1_g1	5.81925012616761	5.90016625522773	5.36056546932613	6.13032811455696	6.20848352329801	5.53391450296831	4.33375796742972	5.96849483892447	6.40425447840605
Tpr_TRINITY_DN12307_c0_g8|Tdu_TRINITY_DN23396_c2_g1	8.21848394722242	8.40612629775278	8.208201295904	7.71529061527811	7.75686225609617	8.10773644608427	8.16797949534	7.74511663344247	7.66867011463821
Tpr_TRINITY_DN10425_c4_g7|Tdu_TRINITY_DN15404_c0_g1	4.40861780600877	4.19234700672104	3.61054372233448	4.3803063675653	4.94950733403857	5.23946714450306	4.47814787676489	3.73819721950268	4.20923849600091
Tpr_TRINITY_DN13892_c1_g17|Tdu_TRINITY_DN17399_c4_g4	6.50227691322301	7.88784598359187	8.03579142021554	7.5885776806571	6.99341015591538	7.13359850939624	8.30983212818424	6.77922448776273	3.66175070069842
Tpr_TRINITY_DN14125_c1_g8|Tdu_TRINITY_DN22997_c12_g1	8.33877818094014	8.18229334205712	7.99450977568032	8.05358867127325	8.19316272401425	8.30920821579362	8.35729348189051	8.61895808328654	9.47503857850976
Tpr_TRINITY_DN14429_c2_g1|Tdu_TRINITY_DN21292_c0_g1	5.2408903602707	4.89031846927139	4.58851741600448	5.06383270277005	4.66359846195219	4.72100005556881	2.4077585488735	3.9446480969701	4.9155072929442
Tpr_TRINITY_DN11471_c4_g2|Tdu_TRINITY_DN19361_c4_g1	5.99358030672993	6.04922206462245	6.28724879168321	4.29010855859373	4.74056044376707	5.18397203191136	5.70054029810134	5.16704051830655	4.60516717233205
Tpr_TRINITY_DN11464_c3_g7|Tdu_TRINITY_DN17181_c1_g1	4.54291889772036	5.20828855059007	4.83293614367093	3.42337508945719	2.17421362121326	2.97097830857716	0.0858304539861338	0.037757501361585	1.54627348327848
Tpr_TRINITY_DN9379_c0_g1|Tdu_TRINITY_DN14084_c0_g1	6.03975048816285	6.27792273842712	5.93247181722184	5.93582509039398	5.50719690460962	6.43040992721445	6.98064821729408	6.10384669181936	6.19012967305321
Tpr_TRINITY_DN14620_c3_g2|Tdu_TRINITY_DN20228_c3_g1	6.4173880156365	5.71172116581462	5.96702903925821	6.92836928547493	5.87465333935435	6.08140229827081	5.57768355031581	6.37760750424621	6.70277796895847
Tpr_TRINITY_DN11473_c5_g6|Tdu_TRINITY_DN19068_c6_g2	4.60565465306832	4.63123124795426	4.23857494494752	4.69346425282493	4.14619924504366	5.23946714450306	4.72968664376086	4.79264500352505	4.9155072929442
Tpr_TRINITY_DN15817_c0_g3|Tdu_TRINITY_DN18904_c1_g5	6.21093713816907	6.4883964697828	6.43033574763031	6.20627696779025	5.57180598603269	5.81532743811696	4.47814787676489	6.69596898411338	7.01659341805852
Tpr_TRINITY_DN12577_c0_g3|Tdu_TRINITY_DN19916_c2_g7	4.66577564550589	4.80901836716954	4.97554053911373	5.06383270277005	4.25513361659683	4.55594080929831	3.25575545542845	4.43007492414034	6.67555650022345
Tpr_TRINITY_DN10814_c2_g3|Tdu_TRINITY_DN15625_c0_g1	5.39091580427531	6.03141078850599	5.78531812343819	6.66682912632147	6.96962892995934	7.13359850939624	5.57768355031581	6.63767034354871	7.10086233495612
Tpr_TRINITY_DN15307_c0_g1|Tdu_TRINITY_DN14180_c0_g1	7.71284389916267	7.38348849407305	7.47003144871221	7.55023136900762	7.30982425813024	7.31244658986016	7.3049989744483	7.23742984619795	6.85612874586527
Tpr_TRINITY_DN10208_c1_g1|Tdu_TRINITY_DN16906_c1_g1	6.34568655028231	6.20033979747458	6.03375515305902	5.67576225109147	6.27467380299247	6.43040992721445	8.19957262003532	6.48070099721031	7.50820544244496
Tpr_TRINITY_DN11882_c4_g1|Tdu_TRINITY_DN16773_c0_g1	6.19061715378948	6.36582982757655	6.67989176902522	6.9725368687505	6.92910112337673	6.92939920482576	6.31464914448201	6.14628195813975	5.93859090605724
Tpr_TRINITY_DN11103_c1_g1|Tdu_TRINITY_DN24616_c3_g1	7.44767058257254	7.41817033345777	7.49392756505837	7.41806128956072	6.93729827634335	6.69145577995479	7.38045120287776	6.7242580285448	6.88017421983192
Tpr_TRINITY_DN12780_c0_g2|Tdu_TRINITY_DN16642_c0_g2	12.7797303789698	12.158515958774	10.700896771645	12.5786397841934	11.4009963057968	11.2949542321134	13.3780082703059	13.2348205773666	11.9238455460686
Tpr_TRINITY_DN16073_c4_g4|Tdu_TRINITY_DN24010_c4_g8	0.636028302111842	4.85024102989605	4.39903961714077	2.79534386684415	2.38066449868069	2.68147169138217	1.67079295470729	2.35968559624895	3.66175070069842
Tpr_TRINITY_DN11470_c5_g4|Tdu_TRINITY_DN24112_c11_g1	5.70927728414248	5.995114659283	5.98400211786192	6.13032811455696	5.73116174576482	6.33172565235505	5.81375090854933	5.46402225606368	5.453164078887
Tpr_TRINITY_DN12993_c1_g1|Tdu_TRINITY_DN19322_c8_g1	3.5746277574477	3.09281133317013	3.85155182183828	3.85947420426386	4.02836275474981	3.90386411271862	1.67079295470729	3.73819721950268	3.66175070069842
Tpr_TRINITY_DN13580_c5_g1|Tdu_TRINITY_DN22043_c0_g2	4.26051916701964	5.07553334173829	5.07394424317472	4.5453656138358	4.70259259356805	5.29290640346452	5.13022457334459	4.5613194574186	3.66175070069842
Tpr_TRINITY_DN2337_c0_g2|Tdu_TRINITY_DN23575_c1_g1	2.9579563969992	3.55847490551894	4.34750931650069	3.72822967098561	3.22866140523564	3.75947420338345	4.60939241004315	3.73819721950268	3.86820157816584
Tpr_TRINITY_DN14438_c3_g9|Tdu_TRINITY_DN22918_c10_g1	4.83242551491534	3.34435010016609	3.08971155903304	1.65784034309421	2.99733585912918	2.97097830857716	3.99272104959465	4.12522034261192	4.04877382380766
Tpr_TRINITY_DN13809_c0_g1|Tdu_TRINITY_DN25222_c1_g2	5.99358030672993	6.08419820286542	5.93247181722184	6.30169653286894	5.82250205730325	6.22579220760598	6.1943549107643	5.59234635303922	5.79420099672207
Tpr_TRINITY_DN11466_c3_g1|Tdu_TRINITY_DN16476_c0_g1	7.27506747558879	6.79325105131122	7.28382602604242	6.98696393938578	7.25840874862969	7.20503364743919	6.27565501286615	7.19762883813997	7.10086233495612
Tpr_TRINITY_DN12111_c1_g5|Tdu_TRINITY_DN23387_c6_g5	5.94588356469863	5.54598396133574	5.72602093975442	5.40200143866462	5.57180598603269	6.01934133013856	5.75825579595763	6.30454404205649	5.38757573725942
Tpr_TRINITY_DN14039_c4_g2|Tdu_TRINITY_DN24221_c0_g3	4.60565465306832	5.68917859716354	5.94985389545008	4.09079975037032	5.0129327141802	5.3941897393017	3.78627017212723	5.16704051830655	5.98367879558578
Tpr_TRINITY_DN11965_c2_g11|Tdu_TRINITY_DN15032_c0_g1	5.79253278779183	5.64300841573061	4.94118903432295	5.84370688840555	5.16027443025539	5.3941897393017	5.86719016751079	5.92040055072343	5.453164078887
Tpr_TRINITY_DN11794_c8_g1|Tdu_TRINITY_DN14260_c0_g1	0.636028302111842	1.87041891183368	0.88807769786339	3.58383976165044	4.14619924504366	4.26643419210333	3.54526207262343	3.73819721950268	4.9155072929442
Tpr_TRINITY_DN11268_c3_g1|Tdu_TRINITY_DN22633_c2_g5	6.14909788435121	6.1517050222237	6.57177415216991	5.60269878890175	5.94137945315517	6.63048776266337	4.94381144911371	6.93257526466953	6.37070191869503
Tpr_TRINITY_DN12587_c0_g2|Tdu_TRINITY_DN22563_c0_g1	5.99358030672993	4.63123124795426	6.09753106349234	4.09079975037032	5.13198538582396	5.18397203191136	3.25575545542845	5.96849483892447	5.89204832012021
Tpr_TRINITY_DN12096_c4_g7|Tdu_TRINITY_DN23551_c1_g1	4.83242551491534	4.19234700672104	4.86993035115313	4.29010855859373	5.10313052315178	5.29290640346452	4.72968664376086	5.46402225606368	4.9155072929442
Tpr_TRINITY_DN15116_c0_g1|Tdu_TRINITY_DN12606_c0_g1	6.73054590089613	6.70611845958525	6.73105652965172	6.73679168448903	6.85315227014343	6.73071521040202	6.68574329617326	7.23742984619795	6.85612874586527
Tpr_TRINITY_DN11882_c5_g2|Tdu_TRINITY_DN22395_c1_g1	7.89341614480449	7.73116104663831	7.59128916525454	8.35550297656473	8.26981351190194	8.30920821579362	8.5816854808733	7.93862430934233	7.77509217377436
Tpr_TRINITY_DN15584_c1_g9|Tdu_TRINITY_DN19485_c2_g1	6.6583961151403	8.01564347264767	9.02044889659593	7.27255018720942	8.08664240036321	7.77364153531004	6.06311037748605	7.38648565559266	7.18047950301949
Tpr_TRINITY_DN11379_c2_g1|Tdu_TRINITY_DN23423_c5_g1	6.81261703383517	6.21619374867541	6.54914317767034	6.86729370872316	6.66853075749442	7.19102678944531	6.27565501286615	6.41279693270851	7.18047950301949
Tpr_TRINITY_DN10423_c3_g2|Tdu_TRINITY_DN19393_c2_g2	4.60565465306832	3.45538141255484	4.54342952647594	3.97976843798157	3.51816802243062	4.55594080929831	3.25575545542845	5.08215162072004	5.17076434818628
Tpr_TRINITY_DN12078_c4_g1|Tdu_TRINITY_DN20036_c0_g1	4.00526211177756	5.3004067525785	3.77560296860498	3.72822967098561	4.02836275474981	4.03510864599687	5.81375090854933	4.68161369113631	4.35362840533609
Tpr_TRINITY_DN12438_c6_g1|Tdu_TRINITY_DN18898_c0_g5	4.66577564550589	4.67777383389129	5.33433392775295	5.06383270277005	5.46245858984433	5.00339978626953	2.89318537604374	3.73819721950268	-0.0386890174426747
Tpr_TRINITY_DN11210_c5_g6|Tdu_TRINITY_DN20313_c0_g3	4.83242551491534	5.27034951872232	5.62143203847722	5.48565936771153	5.31926395401654	5.3444367041046	4.60939241004315	6.2275820602416	6.40425447840605
Tpr_TRINITY_DN13441_c1_g1|Tdu_TRINITY_DN17527_c1_g3	4.77898625595388	5.68917859716354	5.82353744566868	5.74530318434455	5.80469078118679	6.25301367634101	5.2151134709311	5.46402225606368	5.93859090605724
Tpr_TRINITY_DN11420_c7_g6|Tdu_TRINITY_DN15331_c0_g1	4.40861780600877	4.80901836716954	4.71589672248071	4.5453656138358	4.25513361659683	4.15540287971458	5.13022457334459	5.24721086699053	4.60516717233205
Tpr_TRINITY_DN12032_c3_g5|Tdu_TRINITY_DN13890_c0_g1	4.00526211177756	4.05804591500945	3.3210371051395	4.6213144670691	3.42797021345904	3.21198640808095	2.4077585488735	6.37760750424621	5.93859090605724
Tpr_TRINITY_DN2625_c0_g1|Tdu_TRINITY_DN7937_c0_g1	3.5746277574477	2.94842142383496	3.5203459133629	5.31319217170677	4.35641695243401	4.72100005556881	4.33375796742972	5.32315972022383	4.60516717233205
Tpr_TRINITY_DN10373_c1_g6|Tdu_TRINITY_DN19189_c1_g1	6.582447261907	6.66049584245945	6.65890674389588	7.13681214812715	6.91256575565043	7.08897551797561	6.23557757349082	6.2275820602416	6.06983543933549
Tpr_TRINITY_DN13774_c2_g1|Tdu_TRINITY_DN16990_c3_g4	6.14909788435121	6.21619374867541	6.20277422351968	6.43394433116738	5.87465333935435	6.60957877290039	4.72968664376086	6.37760750424621	6.06983543933549
Tpr_TRINITY_DN12729_c4_g1|Tdu_TRINITY_DN15223_c0_g1	5.84548166774079	5.1434374062401	5.28039512064215	5.96526886828646	5.18801942073829	3.75947420338345	0.0858304539861338	6.41279693270851	1.54627348327848
Tpr_TRINITY_DN12670_c1_g1|Tdu_TRINITY_DN24453_c1_g2	9.27868174480491	7.8828882637959	8.35568324794639	8.0259102196263	8.15852252349379	8.11517303492605	8.20995176581532	9.02359943836493	8.136236665058
Tpr_TRINITY_DN12349_c0_g4|Tdu_TRINITY_DN15715_c0_g1	6.36394875667504	6.04922206462245	6.3409366625772	6.49578358498524	6.33796004772645	6.35703674088423	5.2151134709311	6.48070099721031	6.0274001730151
Tpr_TRINITY_DN10445_c1_g1|Tdu_TRINITY_DN20150_c1_g1	4.09545992074914	1.87041891183368	1.73607460441834	5.99412373095864	5.10313052315178	4.86909869455794	2.89318537604374	6.34153824953869	4.9155072929442
Tpr_TRINITY_DN10926_c1_g1|Tdu_TRINITY_DN19030_c2_g1	7.43044416846195	6.91481303119214	7.07790225674341	7.30745580215762	7.03982794124326	7.27309792238434	7.0745151407583	7.29514534405424	7.32763319680314
Tpr_TRINITY_DN14203_c1_g1|Tdu_TRINITY_DN17146_c4_g1	7.76874222445708	7.23576928701217	7.49984025792826	7.96890744534981	7.33486080906756	7.62528885598905	7.70788227344251	7.52157327862584	7.56864129630694
