Tdu1	Tdu2	Tdu3	Tpr1	Tpr2	Tpr3	Tml1	Tml2	Tml3
Tpr_TRINITY_DN12437_c6_g1|Tdu_TRINITY_DN18152_c3_g1	6.08448880292814	6.58923715928963	6.67989176902522	5.26664958576974	5.41628840841141	5.77833323063476	5.29528381961508	6.30454404205649	6.72949530733425
Tpr_TRINITY_DN12134_c0_g2|Tdu_TRINITY_DN21624_c3_g1	7.35940483153009	7.49815543624513	7.71843444528261	8.22769595142516	8.0643609529872	8.03902369600026	7.98669726196688	8.33696551974886	7.36219041883951
Tpr_TRINITY_DN8165_c0_g1|Tdu_TRINITY_DN15693_c0_g1	5.35484654956779	4.19234700672104	3.92370160759411	4.5453656138358	4.84881333441909	3.41843728554838	1.67079295470729	5.46402225606368	3.42074260119462
Tpr_TRINITY_DN12409_c3_g1|Tdu_TRINITY_DN22484_c2_g8	2.9579563969992	2.94842142383496	3.4241305981036	2.14326717026445	3.33175489819974	3.5990095311902	4.17329329523647	4.12522034261192	3.13123598399964
Tpr_TRINITY_DN12330_c1_g4|Tdu_TRINITY_DN20630_c0_g1	5.49400929723941	5.66627819505346	5.98400211786192	5.67576225109147	5.97361979015537	6.08140229827081	4.72968664376086	5.39530950597967	4.35362840533609
Tpr_TRINITY_DN11324_c0_g1|Tdu_TRINITY_DN11585_c0_g1	7.3410846483233	7.25124069577461	7.29746863400109	8.16563498329291	7.88951567136226	8.26976990466659	7.9987197902161	7.71723760086703	7.88612348616311
Tpr_TRINITY_DN14194_c1_g7|Tdu_TRINITY_DN8757_c0_g1	4.00526211177756	4.85024102989605	4.86993035115313	3.58383976165044	4.81362390595679	4.46574300032673	3.54526207262343	4.89573849648916	4.60516717233205
Tpr_TRINITY_DN10288_c2_g1|Tdu_TRINITY_DN23604_c4_g1	6.55091168847389	6.58923715928963	6.78046872377679	6.9725368687505	6.71694788654512	6.54496969147731	5.81375090854933	6.2275820602416	6.83167570214073
Tpr_TRINITY_DN14549_c5_g3|Tdu_TRINITY_DN19459_c2_g1	3.80595330355415	3.34435010016609	3.4241305981036	3.42337508945719	3.60305692001713	4.26643419210333	3.99272104959465	3.2076825028039	3.66175070069842
Tpr_TRINITY_DN12493_c7_g1|Tdu_TRINITY_DN18655_c4_g1	3.29899331483427	3.74488802974982	3.4241305981036	2.50583724964916	3.68322726870112	2.31890161199746	3.78627017212723	2.35968559624895	3.42074260119462
Tpr_TRINITY_DN13630_c0_g7|Tdu_TRINITY_DN24974_c6_g2	8.86324310690513	8.93531134150869	9.03477364589405	8.69566180852918	9.07089533186174	9.20329020911113	7.26573954400107	8.50128187463276	8.50434280281256
Tpr_TRINITY_DN12143_c3_g1|Tdu_TRINITY_DN20625_c4_g1	8.21848394722242	8.05584500681618	8.13410567839149	8.0118692811486	7.77069010995146	7.80156553687248	7.80692964269332	7.65980932081796	7.44512675982158
Tpr_TRINITY_DN11809_c7_g3|Tdu_TRINITY_DN17369_c3_g2	6.6583961151403	6.30782422414098	6.77072074722523	5.9057678565378	6.15325400257762	6.14090331001947	6.1943549107643	6.37760750424621	6.97253823798058
Tpr_TRINITY_DN10769_c4_g1|Tdu_TRINITY_DN17328_c4_g1	8.65654531945236	8.75713162550457	9.1520510526668	8.80147865301625	9.28032352505813	9.39266065061496	9.18122747677869	8.95363688019736	9.34717338319879
Tpr_TRINITY_DN12636_c2_g10|Tdu_TRINITY_DN19969_c1_g5	2.220990802833	3.45538141255484	-1.43385039702397	3.03635196634794	5.0129327141802	-0.48845331006014	2.4077585488735	9.66163899137504	6.94999566932949
Tpr_TRINITY_DN11075_c8_g1|Tdu_TRINITY_DN16663_c7_g1	2.51049742002798	2.78795675164171	2.81407711641961	4.09079975037032	3.96562699940184	4.46574300032673	2.4077585488735	3.73819721950268	2.76866590461493
Tpr_TRINITY_DN12193_c2_g1|Tdu_TRINITY_DN21687_c3_g1	1.85842072344829	1.02242200527873	5.07394424317472	4.6213144670691	4.70259259356805	4.36952768506743	3.25575545542845	3.73819721950268	4.60516717233205
Tpr_TRINITY_DN11366_c0_g1|Tdu_TRINITY_DN17359_c4_g3	7.48985765396895	6.03141078850599	5.84227400825027	4.95062209232206	5.48500115849542	5.44228402750275	6.31464914448201	8.57303287798239	7.9328545365081
Tpr_TRINITY_DN14222_c1_g6|Tdu_TRINITY_DN17376_c1_g4	6.77216499009787	6.21619374867541	6.37993079419306	5.44443670498502	5.61332525547096	5.44228402750275	5.75825579595763	6.63767034354871	5.38757573725942
Tpr_TRINITY_DN15390_c2_g2|Tdu_TRINITY_DN18344_c3_g3	8.44123475759087	8.90628715978853	8.49244559775714	8.90386832362232	9.28032352505813	9.36797221856539	9.63465236244489	8.62647213694385	9.04611937036169
Tpr_TRINITY_DN14752_c6_g5|Tdu_TRINITY_DN21255_c1_g1	6.71640171857586	6.71730219807792	7.01323282918568	5.96526886828646	6.61843214590405	6.4540611952791	5.70054029810134	6.26657619185747	7.10086233495612
Tpr_TRINITY_DN7591_c0_g1|Tdu_TRINITY_DN21133_c2_g5	5.46045673752839	6.47528096999254	5.16606244516315	5.00833759017835	4.81362390595679	5.23946714450306	5.81375090854933	5.46402225606368	5.57602082667253
Tpr_TRINITY_DN10588_c1_g1|Tdu_TRINITY_DN18547_c0_g3	6.30845364408334	6.27792273842712	6.24562970248147	6.077379234608	6.62859201212427	6.89525098241391	7.83402330357559	6.48070099721031	7.16098332739369
Tpr_TRINITY_DN12632_c2_g1|Tdu_TRINITY_DN23203_c1_g1	4.98180313895357	5.2396527214994	5.38632856539121	6.10409657298378	6.35029084963717	5.66129380944454	5.13022457334459	5.16704051830655	5.68923143712052
Tpr_TRINITY_DN13531_c2_g5|Tdu_TRINITY_DN23075_c3_g1	8.67128562689817	8.49653351922114	8.99973504412652	9.44312932379823	9.80188779790582	10.2622536761648	7.52045868162286	9.38427123452722	9.01387903336148
Tpr_TRINITY_DN4033_c0_g1|Tdu_TRINITY_DN17606_c4_g3	6.77216499009787	6.79325105131122	6.90153995766995	7.13681214812715	6.88740183209634	7.07378911416093	7.91237894127705	6.83217336771169	7.27419393784168
Tpr_TRINITY_DN15099_c2_g1|Tdu_TRINITY_DN19880_c1_g2	7.11176173307824	7.04478981830719	7.42723650897142	6.20627696779025	6.92910112337673	7.41241349792061	5.29528381961508	7.4040797156074	7.68241017126451
Tpr_TRINITY_DN11572_c4_g1|Tdu_TRINITY_DN18680_c1_g2	4.00526211177756	4.72286172341982	4.34750931650069	4.5453656138358	3.51816802243062	3.21198640808095	4.33375796742972	4.99195381174846	5.38757573725942
Tpr_TRINITY_DN11070_c2_g1|Tdu_TRINITY_DN18679_c0_g3	8.39314046938982	8.82848823136776	8.94444445888792	8.20935636072223	8.67467250811061	8.48021348313507	8.16797949534	8.29985234673176	7.8979489215599
Tpr_TRINITY_DN13147_c4_g4|Tdu_TRINITY_DN19998_c2_g1	4.98180313895357	5.10988484652907	4.54342952647594	6.10409657298378	5.98947374135621	6.4063644532478	5.70054029810134	6.2275820602416	5.89204832012021
Tpr_TRINITY_DN14163_c3_g1|Tdu_TRINITY_DN19590_c0_g4	7.034059376085	6.40785304247225	6.44266654954103	6.3471395036301	6.51269289236447	6.4063644532478	6.59362509418483	6.48070099721031	5.98367879558578
Tpr_TRINITY_DN14623_c0_g3|Tdu_TRINITY_DN21734_c3_g4	6.4173880156365	7.46536550112746	7.41477254340537	6.18140229915122	6.2616764624636	6.52277394536311	8.08018389084499	7.11457309841242	7.29222786067194
Tpr_TRINITY_DN13313_c2_g11|Tdu_TRINITY_DN17059_c4_g2	6.27023432185285	5.91966243085353	6.52615153504411	5.40200143866462	6.18113303515305	6.4063644532478	4.60939241004315	6.7242580285448	6.46910562275602
Tpr_TRINITY_DN11787_c0_g1|Tdu_TRINITY_DN18867_c0_g1	7.87443304143692	7.94604661664705	8.226145495406	7.24880158443681	7.87678592664717	7.96687391024442	6.06311037748605	7.55345733964563	7.76221088247763
Tpr_TRINITY_DN12013_c2_g2|Tdu_TRINITY_DN16103_c0_g1	7.13321484274456	7.26654794856246	7.10142497959683	6.41272784525768	6.72643933552242	6.74995142926494	5.96847350334798	7.25692602182375	7.41252209438965
Tpr_TRINITY_DN12251_c1_g3|Tdu_TRINITY_DN20923_c1_g2	4.54291889772036	4.05804591500945	4.94118903432295	4.09079975037032	4.70259259356805	4.15540287971458	3.25575545542845	6.44714843749929	6.11105810206201
Tpr_TRINITY_DN12271_c0_g1|Tdu_TRINITY_DN23805_c0_g1	4.18034881833565	6.3515456015703	6.01736071480836	5.99412373095864	5.9249850149045	6.05070550104789	5.57768355031581	5.96849483892447	5.79420099672207
Tpr_TRINITY_DN13225_c1_g4|Tdu_TRINITY_DN22117_c2_g1	5.55886044158938	5.44196089679252	5.16606244516315	5.40200143866462	5.39263714034676	5.57763588039763	3.54526207262343	5.76567795592478	5.31886298717541
Tpr_TRINITY_DN10248_c5_g1|Tdu_TRINITY_DN18223_c3_g1	6.70211749256961	6.72839990696125	6.72096771202813	6.61203665348109	6.68809302387293	6.50023137671203	6.46086988533306	7.31388190663582	7.53873981059307
Tpr_TRINITY_DN10187_c2_g6|Tdu_TRINITY_DN20971_c8_g1	7.3953617093065	5.90016625522773	5.93247181722184	6.02241277539007	5.87465333935435	5.48882661343978	5.13022457334459	5.96849483892447	5.24671320141957
Tpr_TRINITY_DN8303_c0_g1|Tdu_TRINITY_DN16034_c0_g1	5.81925012616761	5.81943498311488	5.84227400825027	5.99412373095864	5.94137945315517	5.62007114671803	5.91872046815088	6.37760750424621	5.31886298717541
Tpr_TRINITY_DN13700_c1_g3|Tdu_TRINITY_DN5114_c0_g1	2.51049742002798	3.34435010016609	3.5203459133629	4.5453656138358	5.21524088947332	4.55594080929831	3.25575545542845	4.43007492414034	4.48487293861434
Tpr_TRINITY_DN13660_c2_g1|Tdu_TRINITY_DN19486_c2_g2	4.47733055609278	2.94842142383496	4.12073845465366	3.24280284381537	3.75917612193442	4.72100005556881	2.4077585488735	5.59234635303922	4.8192919776849
Tpr_TRINITY_DN12056_c4_g1|Tdu_TRINITY_DN21708_c3_g1	5.31785234208559	4.63123124795426	5.19550622305564	3.42337508945719	4.58229835985034	4.93781144464196	4.47814787676489	5.16704051830655	5.17076434818628
Tpr_TRINITY_DN15115_c0_g2|Tdu_TRINITY_DN22684_c1_g2	7.01106773345877	6.99970192877865	6.80932358644898	6.75376476309275	7.19145032613856	7.07378911416093	7.98669726196688	5.32315972022383	6.56122382474445
Tpr_TRINITY_DN12619_c0_g1|Tdu_TRINITY_DN22380_c3_g1	4.40861780600877	5.07553334173829	5.94985389545008	5.00833759017835	5.0129327141802	5.00339978626953	5.2151134709311	3.9446480969701	4.04877382380766
Tpr_TRINITY_DN10216_c4_g1|Tdu_TRINITY_DN22573_c1_g1	8.07620536366919	7.97428950960563	7.65095799078039	7.12381480759828	7.22531796216127	7.43635919354564	8.403243067751	7.58465196124922	8.27872359632219
Tpr_TRINITY_DN14380_c1_g11|Tdu_TRINITY_DN22947_c0_g5	5.27988449188657	5.44196089679252	5.07394424317472	5.21855529756869	5.73116174576482	5.00339978626953	5.64041930566377	5.59234635303922	5.63373632452882
Tpr_TRINITY_DN13142_c6_g2|Tdu_TRINITY_DN25031_c3_g3	7.19572404422257	7.91238220493737	7.48799054005052	7.08410509779631	7.21860774057171	7.0584411498275	8.24064856303824	7.21766659137652	7.18047950301949
Tpr_TRINITY_DN8046_c0_g1|Tdu_TRINITY_DN12539_c0_g1	4.18034881833565	4.05804591500945	4.23857494494752	4.3803063675653	3.60305692001713	3.75947420338345	4.72968664376086	3.9446480969701	3.13123598399964
Tpr_TRINITY_DN10178_c0_g1|Tdu_TRINITY_DN16896_c1_g1	7.034059376085	6.3515456015703	6.25963656047535	6.78712336003918	6.11039852361582	6.54496969147731	7.22538180638493	7.5691389618779	7.44512675982158
Tpr_TRINITY_DN12353_c4_g2|Tdu_TRINITY_DN22438_c1_g2	8.45407782496568	8.4769269428361	8.58990395627544	8.4780193055094	7.92292254844761	7.9832219043319	8.94691735998153	8.31852827149219	8.40010283513559
Tpr_TRINITY_DN10603_c5_g6|Tdu_TRINITY_DN18338_c3_g1	2.75150551953178	3.55847490551894	2.02558122161332	4.09079975037032	4.14619924504366	3.90386411271862	3.54526207262343	3.73819721950268	3.42074260119462
Tpr_TRINITY_DN12429_c1_g2|Tdu_TRINITY_DN21784_c3_g2	4.00526211177756	3.98589612925362	4.39903961714077	3.58383976165044	3.22866140523564	3.41843728554838	0.0858304539861338	4.5613194574186	4.60516717233205
Tpr_TRINITY_DN14932_c0_g2|Tdu_TRINITY_DN21704_c6_g1	7.61711983956178	7.94128524255333	7.89930495328664	6.88280670809449	7.50444103931911	7.20503364743919	7.38045120287776	7.45561001624748	7.83782792912232
Tpr_TRINITY_DN10290_c1_g5|Tdu_TRINITY_DN23088_c1_g2	5.42610523273761	5.20828855059007	5.46096736628397	3.97976843798157	4.53986309352994	5.00339978626953	3.99272104959465	5.92040055072343	5.17076434818628
Tpr_TRINITY_DN15427_c0_g1|Tdu_TRINITY_DN20342_c1_g1	7.5707020542339	7.83235087100016	7.77803789752203	7.66234173532915	7.94341572031168	7.99132695396896	7.70788227344251	7.43863693764377	7.66867011463821
Tpr_TRINITY_DN15652_c2_g2|Tdu_TRINITY_DN19326_c5_g5	3.69492199116541	4.53338392455611	4.0580026993057	5.93582509039398	5.41628840841141	5.77833323063476	5.37123267284838	4.12522034261192	4.35362840533609
Tpr_TRINITY_DN13277_c0_g2|Tdu_TRINITY_DN14770_c0_g1	5.31785234208559	5.35870539314316	4.54342952647594	4.3803063675653	4.70259259356805	4.15540287971458	5.91872046815088	5.08215162072004	4.8192919776849
Tpr_TRINITY_DN12172_c2_g9|Tdu_TRINITY_DN13632_c0_g1	5.62092140972163	5.73391691192882	5.96702903925821	5.52573680708687	5.18801942073829	5.29290640346452	5.81375090854933	5.16704051830655	5.24671320141957
Tpr_TRINITY_DN10237_c6_g4|Tdu_TRINITY_DN20791_c2_g4	7.32252882929506	7.19634893727854	7.36381112882979	7.27255018720942	7.27143542892593	7.27309792238434	8.06882402868044	7.71723760086703	7.56864129630694
Tpr_TRINITY_DN10402_c2_g1|Tdu_TRINITY_DN22665_c0_g1	5.81925012616761	6.4883964697828	5.87903255826038	6.49578358498524	6.30032239036308	6.65109804233865	5.75825579595763	6.90812222094499	7.29222786067194
Tpr_TRINITY_DN1450_c0_g1|Tdu_TRINITY_DN20003_c0_g1	5.39091580427531	3.90994727602032	4.23857494494752	1.65784034309421	2.99733585912918	1.83347478482722	0.0858304539861338	4.89573849648916	4.20923849600091
Tpr_TRINITY_DN14398_c0_g2|Tdu_TRINITY_DN17389_c3_g3	4.72349114336218	4.25508276206901	4.79496829347191	4.09079975037032	4.30666391723691	4.15540287971458	2.4077585488735	6.0150374248615	5.74267069608199
Tpr_TRINITY_DN14658_c3_g7|Tdu_TRINITY_DN20012_c3_g1	3.80595330355415	4.37291925236287	5.00909309882476	3.42337508945719	3.83132590769025	3.21198640808095	5.51209520868823	4.89573849648916	5.38757573725942
